slot_id,raw_time_label,start_minute,end_minute,start_time,end_time,price_yuan_per_kwh,load_kw,pv_forecast_kw,load_kwh,pv_forecast_kwh,net_load_forecast_kw,net_load_forecast_kwh,source_row,grid_kwh,charge_kwh,discharge_kwh,curtailment_kwh,energy_start_kwh,energy_end_kwh,charge_mode,cost_yuan
117,19:30,1160,1170,19:20:00,19:30:00,1.3483,4256.6813,0.0,709.4468833333334,0.0,4256.6813,709.4468833333334,118,0.0,0.0,709.4468833333334,0.0,7212.18024503435,6464.3575682873225,0.0,0.0
118,19:40,1170,1180,19:30:00,19:40:00,1.349,4267.3947,0.0,711.23245,0.0,4267.3947,711.23245,119,0.0,0.0,711.23245,0.0,6464.3575682873225,5714.6527390133815,0.0,0.0
119,19:50,1180,1190,19:40:00,19:50:00,1.3473,4269.975,0.0,711.6625,0.0,4269.975,711.6625,120,0.0,0.0,711.6625,0.0,5714.6527390133815,4964.494597236855,0.0,0.0
120,20:00,1190,1200,19:50:00,20:00:00,1.3482,4268.6702,0.0,711.4450333333333,0.0,4268.6702,711.4450333333333,121,0.0,0.0,711.4450333333333,0.0,4964.494597236855,4214.565685454272,0.0,0.0
121,20:10,1200,1210,20:00:00,20:10:00,1.3513,4282.2245,0.0,713.7040833333334,0.0,4282.2245,713.7040833333334,122,0.0,0.0,713.7040833333334,0.0,4214.565685454272,3462.255525888955,0.0,0.0
122,20:20,1210,1220,20:10:00,20:20:00,1.34,4291.7049,0.0,715.28415,0.0,4291.7049,715.28415,123,0.0,0.0,715.28415,0.0,3462.255525888955,2708.2798298164457,0.0,0.0
123,20:30,1220,1230,20:20:00,20:30:00,1.3489,4291.3611,0.0,715.22685,0.0,4291.3611,715.22685,124,0.0,0.0,715.22685,0.0,2708.2798298164457,1954.3645332472456,0.0,0.0
124,20:40,1230,1240,20:30:00,20:40:00,1.3952,4293.9182,0.0,715.6530333333334,0.0,4293.9182,715.6530333333334,125,0.0,0.0,715.6530333333334,0.0,1954.3645332472456,1200.0,0.0,0.0
125,20:50,1240,1250,20:40:00,20:50:00,1.2226,4295.2135,0.0,715.8689166666667,0.0,4295.2135,715.8689166666667,126,715.8689166666667,0.0,-0.0,0.0,1200.0,1200.0,0.0,875.2213375166666
126,21:00,1250,1260,20:50:00,21:00:00,0.9332,4302.0307,0.0,717.0051166666667,0.0,4302.0307,717.0051166666667,127,717.0051166666667,0.0,0.0,0.0,1200.0,1200.0,0.0,669.1091748733334
127,21:10,1260,1270,21:00:00,21:10:00,0.9068,4320.9618,0.0,720.1603,0.0,4320.9618,720.1603,128,720.1603,0.0,0.0,0.0,1200.0,1200.0,0.0,653.0413600400001
128,21:20,1270,1280,21:10:00,21:20:00,0.9371,4302.3292,0.0,717.0548666666667,0.0,4302.3292,717.0548666666667,129,717.0548666666667,0.0,0.0,0.0,1200.0,1200.0,0.0,671.9521155533334
129,21:30,1280,1290,21:20:00,21:30:00,0.9371,4322.6758,0.0,720.4459666666667,0.0,4322.6758,720.4459666666667,130,720.4459666666667,0.0,0.0,0.0,1200.0,1200.0,0.0,675.1299153633333
130,21:40,1290,1300,21:30:00,21:40:00,0.9871,4428.8083,0.0,738.1347166666666,0.0,4428.8083,738.1347166666666,131,738.1347166666666,0.0,-0.0,0.0,1200.0,1200.0,0.0,728.6127788216666
131,21:50,1300,1310,21:40:00,21:50:00,0.7764,4030.1614,0.0,671.6935666666667,0.0,4030.1614,671.6935666666667,132,671.6935666666667,0.0,-0.0,0.0,1200.0,1200.0,0.0,521.50288516
132,22:00,1310,1320,21:50:00,22:00:00,0.4209,3362.7419,0.0,560.4569833333334,0.0,3362.7419,560.4569833333334,133,1393.7903166666665,833.3333333333333,0.0,0.0,1200.0,1990.5694150420948,1.0,586.6463442849999
133,22:10,1320,1330,22:00:00,22:10:00,0.3859,3309.3934,0.0,551.5655666666667,0.0,3309.3934,551.5655666666667,134,1384.8989,833.3333333333333,0.0,0.0,1990.5694150420948,2781.1388300841895,1.0,534.43248551
134,22:20,1330,1340,22:10:00,22:20:00,0.4368,3412.9563,0.0,568.82605,0.0,3412.9563,568.82605,135,568.82605,0.0,0.0,0.0,2781.1388300841895,2781.1388300841895,0.0,248.46321864
135,22:30,1340,1350,22:20:00,22:30:00,0.4198,3381.9313,0.0,563.6552166666667,0.0,3381.9313,563.6552166666667,136,1396.98855,833.3333333333333,0.0,0.0,2781.1388300841895,3571.708245126284,1.0,586.45579329
136,22:40,1350,1360,22:30:00,22:40:00,0.4186,3386.5592,0.0,564.4265333333334,0.0,3386.5592,564.4265333333334,137,1397.7598666666668,833.3333333333333,0.0,0.0,3571.708245126284,4362.277660168379,1.0,585.1022801866668
137,22:50,1360,1370,22:40:00,22:50:00,0.4241,3400.4846,0.0,566.7474333333333,0.0,3400.4846,566.7474333333333,138,566.7474333333333,0.0,0.0,0.0,4362.277660168379,4362.277660168379,0.0,240.35758647666665
138,23:00,1370,1380,22:50:00,23:00:00,0.4237,3399.2426,0.0,566.5404333333333,0.0,3399.2426,566.5404333333333,139,1399.8737666666666,833.3333333333333,0.0,0.0,4362.277660168379,5152.847075210474,1.0,593.1265149366667
139,23:10,1380,1390,23:00:00,23:10:00,0.4248,3406.9809,0.0,567.83015,0.0,3406.9809,567.83015,140,567.83015,0.0,0.0,0.0,5152.847075210474,5152.847075210474,0.0,241.21424772
140,23:20,1390,1400,23:10:00,23:20:00,0.424,3416.1518,0.0,569.3586333333334,0.0,3416.1518,569.3586333333334,141,569.3586333333334,-0.0,0.0,0.0,5152.847075210474,5152.847075210474,0.0,241.40806053333336
141,23:30,1400,1410,23:20:00,23:30:00,0.422,3421.9811,0.0,570.3301833333334,0.0,3421.9811,570.3301833333334,142,1403.6635166666665,833.3333333333333,0.0,0.0,5152.847075210474,5943.416490252569,1.0,592.3460040333332
142,23:40,1410,1420,23:30:00,23:40:00,0.424,3429.6923,0.0,571.6153833333334,0.0,3429.6923,571.6153833333334,143,631.2596396027403,59.64425626940691,0.0,0.0,5943.416490252569,6000.0,0.0715731075232883,267.65408719156187
143,23:50,1420,1430,23:40:00,23:50:00,0.4271,3439.061,0.0,573.1768333333333,0.0,3439.061,573.1768333333333,144,573.1768333333333,0.0,0.0,0.0,6000.0,6000.0,0.0,244.80382551666665
144,0:00+1,1430,1440,23:50:00,24:00:00,0.4276,3444.7259,0.0,574.1209833333334,0.0,3444.7259,574.1209833333334,145,574.1209833333334,0.0,0.0,0.0,6000.0,6000.0,0.0,245.49413247333334
