date,issue_hour,issue_time,slot_id,interval_start,interval_end,grid_original_kwh,grid_kwh,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,price_forecast_yuan_per_kwh,selected_index
2025-07-14,6,2025-07-14 06:00:00,43,2025-07-14 07:00:00,2025-07-14 07:10:00,230.99994120832497,0.0,888.1736314108994,503.7924416666667,503.7924416666667,0.8092,1
2025-07-14,6,2025-07-14 06:00:00,44,2025-07-14 07:10:00,2025-07-14 07:20:00,310.98239795273037,0.0,885.6758398543827,546.7495916666667,546.7495916666667,0.7972,1
2025-07-14,6,2025-07-14 06:00:00,45,2025-07-14 07:20:00,2025-07-14 07:30:00,284.4243048218732,0.0,867.8976324052688,589.7067416666667,589.7067416666667,0.7644,1
2025-07-14,6,2025-07-14 06:00:00,46,2025-07-14 07:30:00,2025-07-14 07:40:00,261.4018947704409,217.5874045037599,835.7027565721123,632.6638916666667,632.6638916666667,0.6899,1
2025-07-14,6,2025-07-14 06:00:00,47,2025-07-14 07:40:00,2025-07-14 07:50:00,0.0,0.0,954.0829952746469,675.6210416666668,675.6210416666668,0.86,1
2025-07-14,6,2025-07-14 06:00:00,48,2025-07-14 07:50:00,2025-07-14 08:00:00,0.0,0.0,1161.1031469913905,718.5781916666668,718.5781916666668,1.1617,1
2025-07-14,6,2025-07-14 06:00:00,49,2025-07-14 08:00:00,2025-07-14 08:10:00,0.0,0.0,1212.1740892419127,764.7650069444444,764.7650069444444,1.1683,1
2025-07-14,6,2025-07-14 06:00:00,50,2025-07-14 08:10:00,2025-07-14 08:20:00,0.0,0.0,1200.4518761274453,814.1814875,814.1814875,1.0956,1
2025-07-14,6,2025-07-14 06:00:00,51,2025-07-14 08:20:00,2025-07-14 08:30:00,0.0,0.0,1197.9386489332667,863.5979680555556,863.5979680555556,1.0849,1
2025-07-14,6,2025-07-14 06:00:00,52,2025-07-14 08:30:00,2025-07-14 08:40:00,0.0,0.0,1179.6370845386607,913.0144486111111,913.0144486111111,1.061,1
2025-07-14,6,2025-07-14 06:00:00,53,2025-07-14 08:40:00,2025-07-14 08:50:00,0.0,0.0,1165.7531533677602,962.4309291666665,962.4309291666665,1.043,1
2025-07-14,6,2025-07-14 06:00:00,54,2025-07-14 08:50:00,2025-07-14 09:00:00,0.0,0.0,1167.320312317715,1011.8474097222221,1011.8474097222221,1.036,1
2025-07-14,6,2025-07-14 06:00:00,55,2025-07-14 09:00:00,2025-07-14 09:10:00,0.0,0.0,1171.2011245825115,1053.1384166666667,1053.1384166666667,1.0147,1
2025-07-14,6,2025-07-14 06:00:00,56,2025-07-14 09:10:00,2025-07-14 09:20:00,0.0,0.0,1156.0820466362725,1086.3039499999998,1086.3039499999998,0.9922,1
2025-07-14,6,2025-07-14 06:00:00,57,2025-07-14 09:20:00,2025-07-14 09:30:00,0.0,0.0,1140.7768340447778,1119.4694833333333,1119.4694833333333,0.97,1
2025-07-14,6,2025-07-14 06:00:00,58,2025-07-14 09:30:00,2025-07-14 09:40:00,0.0,0.0,1163.5082358330296,1152.6350166666666,1152.6350166666666,0.9422,1
2025-07-14,6,2025-07-14 06:00:00,59,2025-07-14 09:40:00,2025-07-14 09:50:00,0.0,0.0,1175.13040821848,1185.80055,1185.80055,0.9569,1
2025-07-14,6,2025-07-14 06:00:00,60,2025-07-14 09:50:00,2025-07-14 10:00:00,0.0,0.0,1166.261303927625,1218.9660833333335,1218.9660833333335,0.9977,1
2025-07-14,6,2025-07-14 06:00:00,61,2025-07-14 10:00:00,2025-07-14 10:10:00,0.0,0.0,1172.1011776394125,1245.765848611111,1245.765848611111,0.9919,1
2025-07-14,6,2025-07-14 06:00:00,62,2025-07-14 10:10:00,2025-07-14 10:20:00,0.0,0.0,1160.767503294847,1266.1998458333335,1266.1998458333335,0.9588,1
2025-07-14,6,2025-07-14 06:00:00,63,2025-07-14 10:20:00,2025-07-14 10:30:00,0.0,0.0,1147.8775506039935,1286.6338430555554,1286.6338430555554,0.9549,1
2025-07-14,6,2025-07-14 06:00:00,64,2025-07-14 10:30:00,2025-07-14 10:40:00,0.0,0.0,1181.810024525124,1307.0678402777778,1307.0678402777778,0.9839,1
2025-07-14,6,2025-07-14 06:00:00,65,2025-07-14 10:40:00,2025-07-14 10:50:00,0.0,0.0,1186.6905695768487,1327.5018375,1327.5018375,0.799,1
2025-07-14,6,2025-07-14 06:00:00,66,2025-07-14 10:50:00,2025-07-14 11:00:00,795.0848433080447,675.6317244602063,1157.5048857046338,1347.9358347222224,1347.9358347222224,0.5025,1
2025-07-14,6,2025-07-14 06:00:00,67,2025-07-14 11:00:00,2025-07-14 11:10:00,786.6470953125037,649.2925649441413,1165.5885370483893,1367.2310194444444,1367.2310194444444,0.4662,1
2025-07-14,6,2025-07-14 06:00:00,68,2025-07-14 11:10:00,2025-07-14 11:20:00,770.1836646037846,641.3954614450352,1178.9839086156678,1385.3873916666664,1385.3873916666664,0.5007,1
2025-07-14,6,2025-07-14 06:00:00,69,2025-07-14 11:20:00,2025-07-14 11:30:00,750.1879516361474,637.5010955405505,1181.004455228747,1403.5437638888889,1403.5437638888889,0.4827,1
2025-07-14,6,2025-07-14 06:00:00,70,2025-07-14 11:30:00,2025-07-14 11:40:00,723.5657174756781,625.6628191076798,1186.864835238534,1421.7001361111113,1421.7001361111113,0.4785,1
2025-07-14,6,2025-07-14 06:00:00,71,2025-07-14 11:40:00,2025-07-14 11:50:00,769.0466990355901,583.3940561352331,1172.310891444691,1439.8565083333333,1439.8565083333333,0.4662,1
2025-07-14,6,2025-07-14 06:00:00,72,2025-07-14 11:50:00,2025-07-14 12:00:00,721.6363586125524,550.3773032191708,1144.0450716471726,1458.0128805555553,1458.0128805555553,0.4432,1
2025-07-14,6,2025-07-14 06:00:00,73,2025-07-14 12:00:00,2025-07-14 12:10:00,722.9165289351287,539.6488937404741,1138.1251551280343,1462.0618319444445,1462.0618319444445,0.4411,1
2025-07-14,6,2025-07-14 06:00:00,74,2025-07-14 12:10:00,2025-07-14 12:20:00,721.6426741799104,552.9744261645651,1142.9179373728282,1452.0033624999999,1452.0033624999999,0.4551,1
2025-07-14,6,2025-07-14 06:00:00,75,2025-07-14 12:20:00,2025-07-14 12:30:00,719.20878968694,556.3903237506864,1135.2965347449833,1441.9448930555554,1441.9448930555554,0.4463,1
2025-07-14,6,2025-07-14 06:00:00,76,2025-07-14 12:30:00,2025-07-14 12:40:00,745.2571303239163,559.8354446862468,1115.3523986480127,1431.8864236111112,1431.8864236111112,0.4113,1
2025-07-14,6,2025-07-14 06:00:00,77,2025-07-14 12:40:00,2025-07-14 12:50:00,185.39214992467265,84.77590050544359,1166.192845778671,1421.8279541666668,1421.8279541666668,0.5682,1
2025-07-14,6,2025-07-14 06:00:00,78,2025-07-14 12:50:00,2025-07-14 13:00:00,0.0,0.0,1247.7453682175874,1411.7694847222222,1411.7694847222222,0.8279,1
2025-07-14,6,2025-07-14 06:00:00,79,2025-07-14 13:00:00,2025-07-14 13:10:00,0.0,0.0,1230.14080685312,1384.9276194444446,1384.9276194444446,0.8636,1
2025-07-14,6,2025-07-14 06:00:00,80,2025-07-14 13:10:00,2025-07-14 13:20:00,0.0,0.0,1196.3254469082317,1341.3023583333334,1341.3023583333334,0.8416,1
2025-07-14,6,2025-07-14 06:00:00,81,2025-07-14 13:20:00,2025-07-14 13:30:00,0.0,0.0,1199.97862216249,1297.6770972222223,1297.6770972222223,0.8618,1
2025-07-14,6,2025-07-14 06:00:00,82,2025-07-14 13:30:00,2025-07-14 13:40:00,0.0,0.0,1210.2045354638287,1254.051836111111,1254.051836111111,0.8623,1
2025-07-14,6,2025-07-14 06:00:00,83,2025-07-14 13:40:00,2025-07-14 13:50:00,0.0,0.0,1196.2458516951938,1210.4265750000002,1210.4265750000002,0.9026,1
2025-07-14,6,2025-07-14 06:00:00,84,2025-07-14 13:50:00,2025-07-14 14:00:00,0.0,0.0,1179.0322966046417,1166.801313888889,1166.801313888889,0.9754,1
2025-07-14,6,2025-07-14 06:00:00,85,2025-07-14 14:00:00,2025-07-14 14:10:00,0.0,0.0,1204.0592000645047,1139.2003708333334,1139.2003708333334,1.0002,1
2025-07-14,6,2025-07-14 06:00:00,86,2025-07-14 14:10:00,2025-07-14 14:20:00,0.0,0.0,1215.129233098714,1127.6237458333333,1127.6237458333333,0.9978,1
2025-07-14,6,2025-07-14 06:00:00,87,2025-07-14 14:20:00,2025-07-14 14:30:00,0.0,0.0,1197.3927099843766,1116.0471208333333,1116.0471208333333,1.0271,1
2025-07-14,6,2025-07-14 06:00:00,88,2025-07-14 14:30:00,2025-07-14 14:40:00,0.0,0.0,1192.7295259601633,1104.4704958333334,1104.4704958333334,1.0906,1
2025-07-14,6,2025-07-14 06:00:00,89,2025-07-14 14:40:00,2025-07-14 14:50:00,0.0,0.0,1201.1689501016579,1092.8938708333333,1092.8938708333333,0.9376,1
2025-07-14,6,2025-07-14 06:00:00,90,2025-07-14 14:50:00,2025-07-14 15:00:00,427.2047606912368,427.1944801071281,1223.9168619708105,1081.3172458333333,1081.3172458333333,0.6694,1
2025-07-14,6,2025-07-14 06:00:00,91,2025-07-14 15:00:00,2025-07-14 15:10:00,564.4185668527191,564.276218529007,1260.5334691041407,1051.4382027777776,1051.4382027777776,0.66,1
2025-07-14,6,2025-07-14 06:00:00,92,2025-07-14 15:10:00,2025-07-14 15:20:00,354.7442908815988,354.77502688162457,1257.7008410294757,1003.2567416666667,1003.2567416666667,0.7217,1
2025-07-14,6,2025-07-14 06:00:00,93,2025-07-14 15:20:00,2025-07-14 15:30:00,373.90358304382636,372.2514512649118,1222.0291872970156,955.0752805555554,955.0752805555554,0.7308,1
2025-07-14,6,2025-07-14 06:00:00,94,2025-07-14 15:30:00,2025-07-14 15:40:00,417.97349362346404,418.0197250042003,1214.8316975584003,906.8938194444445,906.8938194444445,0.7534,1
2025-07-14,6,2025-07-14 06:00:00,95,2025-07-14 15:40:00,2025-07-14 15:50:00,431.4877077610594,431.4950098394323,1223.5432916542231,858.7123583333332,858.7123583333332,0.7823,1
2025-07-14,6,2025-07-14 06:00:00,96,2025-07-14 15:50:00,2025-07-14 16:00:00,460.88475785988226,460.8847578404865,1226.440068097469,810.5308972222223,810.5308972222223,0.8055,1
2025-07-14,6,2025-07-14 06:00:00,97,2025-07-14 16:00:00,2025-07-14 16:10:00,521.2309551321259,521.2336951676375,1221.2683693297756,761.670673611111,761.670673611111,0.8271,1
2025-07-14,6,2025-07-14 06:00:00,98,2025-07-14 16:10:00,2025-07-14 16:20:00,584.4791094046213,584.5775371733156,1240.7557165451972,712.1316874999999,712.1316874999999,0.8519,1
2025-07-14,6,2025-07-14 06:00:00,99,2025-07-14 16:20:00,2025-07-14 16:30:00,665.5319281183243,665.5828288901344,1270.846872431797,662.5927013888889,662.5927013888889,0.8791,1
2025-07-14,6,2025-07-14 06:00:00,100,2025-07-14 16:30:00,2025-07-14 16:40:00,720.0043093281892,720.0537847913195,1264.0334983659625,613.0537152777778,613.0537152777778,0.9024,1
2025-07-14,6,2025-07-14 06:00:00,101,2025-07-14 16:40:00,2025-07-14 16:50:00,759.8830434934276,759.8987608855205,1258.5835814399345,563.5147291666667,563.5147291666667,0.9163,1
2025-07-14,6,2025-07-14 06:00:00,102,2025-07-14 16:50:00,2025-07-14 17:00:00,855.8991233539691,855.8801337039039,1267.5242409628795,513.9757430555555,513.9757430555555,0.9264,1
2025-07-14,6,2025-07-14 06:00:00,103,2025-07-14 17:00:00,2025-07-14 17:10:00,899.2527803552701,899.2494990207308,1263.673015672179,466.0588611111111,466.0588611111111,0.9462,1
2025-07-14,6,2025-07-14 06:00:00,104,2025-07-14 17:10:00,2025-07-14 17:20:00,916.0497300371444,916.026731625595,1248.9131920161221,419.7640833333333,419.7640833333333,0.9742,1
2025-07-14,6,2025-07-14 06:00:00,105,2025-07-14 17:20:00,2025-07-14 17:30:00,959.5528243190446,959.5677423154065,1249.49161364893,373.4693055555556,373.4693055555556,0.9862,1
2025-07-14,6,2025-07-14 06:00:00,106,2025-07-14 17:30:00,2025-07-14 17:40:00,1034.2037650622606,1034.1816573282995,1266.2436825796312,327.17452777777777,327.17452777777777,0.976,1
2025-07-14,6,2025-07-14 06:00:00,107,2025-07-14 17:40:00,2025-07-14 17:50:00,927.4734390400145,927.4058945842395,1143.7153809269598,280.87975000000006,280.87975000000006,1.0742,1
2025-07-14,6,2025-07-14 06:00:00,108,2025-07-14 17:50:00,2025-07-14 18:00:00,703.2966907880472,703.3049068444582,952.6001468228554,234.58497222222226,234.58497222222226,1.2313,1
2025-07-14,6,2025-07-14 06:00:00,109,2025-07-14 18:00:00,2025-07-14 18:10:00,720.6589574766155,720.7337628936988,938.2061369255373,193.81778472222223,193.81778472222223,1.2561,1
2025-07-14,6,2025-07-14 06:00:00,110,2025-07-14 18:10:00,2025-07-14 18:20:00,850.5117652139635,850.5031794354699,987.4004980287997,158.5781875,158.5781875,1.2447,1
2025-07-14,6,2025-07-14 06:00:00,111,2025-07-14 18:20:00,2025-07-14 18:30:00,902.4726002503577,902.4644080068318,1001.62560381878,123.33859027777778,123.33859027777778,1.2545,1
2025-07-14,6,2025-07-14 06:00:00,112,2025-07-14 18:30:00,2025-07-14 18:40:00,925.4593536555134,925.4784427159318,991.5110489152637,88.09899305555557,88.09899305555557,1.2522,1
2025-07-14,6,2025-07-14 06:00:00,113,2025-07-14 18:40:00,2025-07-14 18:50:00,912.7781421873343,912.7931838090701,976.2545202965633,52.85939583333334,52.85939583333334,1.2881,1
2025-07-14,6,2025-07-14 06:00:00,114,2025-07-14 18:50:00,2025-07-14 19:00:00,346.5055727747176,346.5575405954494,981.1810980436417,17.619798611111115,17.619798611111115,1.3466,1
2025-07-14,6,2025-07-14 06:00:00,115,2025-07-14 19:00:00,2025-07-14 19:10:00,300.2147306813931,300.2032395140335,1015.1989250775798,0.0,0.0,1.3523,1
2025-07-14,6,2025-07-14 06:00:00,116,2025-07-14 19:10:00,2025-07-14 19:20:00,450.9557429591885,450.9428811553957,1005.7503791018598,0.0,0.0,1.3445,1
2025-07-14,6,2025-07-14 06:00:00,117,2025-07-14 19:20:00,2025-07-14 19:30:00,294.2387253736651,294.27746421429634,970.2193607991072,0.0,0.0,1.3483,1
2025-07-14,6,2025-07-14 06:00:00,118,2025-07-14 19:30:00,2025-07-14 19:40:00,304.2006919834591,304.10413178017444,997.5774324280588,0.0,0.0,1.349,1
2025-07-14,6,2025-07-14 06:00:00,119,2025-07-14 19:40:00,2025-07-14 19:50:00,397.53611857233955,397.45872908706747,1024.5673769064156,0.0,0.0,1.3473,1
2025-07-14,6,2025-07-14 06:00:00,120,2025-07-14 19:50:00,2025-07-14 20:00:00,362.6579603458897,362.65330382539423,1014.167682493093,0.0,0.0,1.3482,1
2025-07-14,6,2025-07-14 06:00:00,121,2025-07-14 20:00:00,2025-07-14 20:10:00,274.3007199816809,274.30920566386277,993.7776140018468,0.0,0.0,1.3513,1
2025-07-14,6,2025-07-14 06:00:00,122,2025-07-14 20:10:00,2025-07-14 20:20:00,925.0351312953638,924.994006701051,985.8512093001397,0.0,0.0,1.34,1
2025-07-14,6,2025-07-14 06:00:00,123,2025-07-14 20:20:00,2025-07-14 20:30:00,369.07155901289974,369.0798342086574,997.1108128947905,0.0,0.0,1.3489,1
2025-07-14,6,2025-07-14 06:00:00,124,2025-07-14 20:30:00,2025-07-14 20:40:00,295.9545017365075,295.94177321048926,1015.5361286355743,0.0,0.0,1.3952,1
2025-07-14,6,2025-07-14 06:00:00,125,2025-07-14 20:40:00,2025-07-14 20:50:00,958.2721380165011,958.2688326844585,1011.110211142613,0.0,0.0,1.2226,1
2025-07-14,6,2025-07-14 06:00:00,126,2025-07-14 20:50:00,2025-07-14 21:00:00,1008.403357351431,1008.2061942521343,992.0547197245438,0.0,0.0,0.9332,1
2025-07-14,6,2025-07-14 06:00:00,127,2025-07-14 21:00:00,2025-07-14 21:10:00,1014.7802559552844,1014.7217639812933,993.9690870624231,0.0,0.0,0.9068,1
2025-07-14,6,2025-07-14 06:00:00,128,2025-07-14 21:10:00,2025-07-14 21:20:00,1014.0851135649195,1014.1181790227898,993.7507870310106,0.0,0.0,0.9371,1
2025-07-14,6,2025-07-14 06:00:00,129,2025-07-14 21:20:00,2025-07-14 21:30:00,1016.2413110301108,1016.2433293924007,1001.6646270641405,0.0,0.0,0.9371,1
2025-07-14,6,2025-07-14 06:00:00,130,2025-07-14 21:30:00,2025-07-14 21:40:00,1029.7098057936976,1029.7099417399172,1034.1333449431675,0.0,0.0,0.9871,1
2025-07-14,6,2025-07-14 06:00:00,131,2025-07-14 21:40:00,2025-07-14 21:50:00,962.6467923815645,962.809471458684,948.5359299344195,0.0,0.0,0.7764,1
2025-07-14,6,2025-07-14 06:00:00,132,2025-07-14 21:50:00,2025-07-14 22:00:00,922.6135499150668,926.705066127463,797.8215124045811,0.0,0.0,0.4209,1
2025-07-14,6,2025-07-14 06:00:00,133,2025-07-14 22:00:00,2025-07-14 22:10:00,1380.8031419480799,1174.5157268504897,793.6959624319711,0.0,0.0,0.3859,1
2025-07-14,6,2025-07-14 06:00:00,134,2025-07-14 22:10:00,2025-07-14 22:20:00,862.4861564523718,864.5261499815929,843.1645832707535,0.0,0.0,0.4368,1
2025-07-14,6,2025-07-14 06:00:00,135,2025-07-14 22:20:00,2025-07-14 22:30:00,928.0780580881493,928.2480175342929,859.301087125781,0.0,0.0,0.4198,1
2025-07-14,6,2025-07-14 06:00:00,136,2025-07-14 22:30:00,2025-07-14 22:40:00,889.8441207929445,889.9960326726459,841.6445040541562,0.0,0.0,0.4186,1
2025-07-14,6,2025-07-14 06:00:00,137,2025-07-14 22:40:00,2025-07-14 22:50:00,838.116614793562,838.0230193174481,797.5141142921793,0.0,0.0,0.4241,1
2025-07-14,6,2025-07-14 06:00:00,138,2025-07-14 22:50:00,2025-07-14 23:00:00,801.6084340488092,801.8541091449185,763.9243860873312,0.0,0.0,0.4237,1
2025-07-14,6,2025-07-14 06:00:00,139,2025-07-14 23:00:00,2025-07-14 23:10:00,819.4060784177714,817.9539401671922,781.4638794260712,0.0,0.0,0.4248,1
2025-07-14,6,2025-07-14 06:00:00,140,2025-07-14 23:10:00,2025-07-14 23:20:00,837.4127479512812,838.3442013055316,793.347863337396,0.0,0.0,0.424,1
2025-07-14,6,2025-07-14 06:00:00,141,2025-07-14 23:20:00,2025-07-14 23:30:00,842.0815308582661,840.6653379126853,787.7443187257876,0.0,0.0,0.422,1
2025-07-14,6,2025-07-14 06:00:00,142,2025-07-14 23:30:00,2025-07-14 23:40:00,857.6302198431399,857.64129671822,804.7888587825734,0.0,0.0,0.424,1
2025-07-14,6,2025-07-14 06:00:00,143,2025-07-14 23:40:00,2025-07-14 23:50:00,857.2030178817641,857.1972911386904,815.2849178955609,0.0,0.0,0.4271,1
2025-07-14,6,2025-07-14 06:00:00,144,2025-07-14 23:50:00,2025-07-15 00:00:00,848.8595023511433,847.4591521683693,800.1951450548141,0.0,0.0,0.4276,1
2025-07-14,12,2025-07-14 12:00:00,73,2025-07-14 12:00:00,2025-07-14 12:10:00,722.9165289351287,120.16493144926996,1138.1251551280343,1459.2234694444444,1459.2234694444444,0.4411,1
2025-07-14,12,2025-07-14 12:00:00,74,2025-07-14 12:10:00,2025-07-14 12:20:00,721.6426741799104,114.03480199117568,1142.9179373728282,1443.4882749999997,1443.4882749999997,0.4551,1
2025-07-14,12,2025-07-14 12:00:00,75,2025-07-14 12:20:00,2025-07-14 12:30:00,719.20878968694,117.8880262219187,1135.2965347449833,1427.7530805555555,1427.7530805555555,0.4463,1
2025-07-14,12,2025-07-14 12:00:00,76,2025-07-14 12:30:00,2025-07-14 12:40:00,745.2571303239163,585.5218859591953,1115.3523986480127,1412.017886111111,1412.017886111111,0.4113,1
2025-07-14,12,2025-07-14 12:00:00,77,2025-07-14 12:40:00,2025-07-14 12:50:00,185.39214992467265,64.51211329817748,1166.192845778671,1396.2826916666666,1396.2826916666666,0.5682,1
2025-07-14,12,2025-07-14 12:00:00,78,2025-07-14 12:50:00,2025-07-14 13:00:00,0.0,0.0,1247.7453682175874,1380.5474972222225,1380.5474972222225,0.8279,1
2025-07-14,12,2025-07-14 12:00:00,79,2025-07-14 13:00:00,2025-07-14 13:10:00,0.0,0.0,1230.14080685312,1355.6920097222223,1355.6920097222223,0.8636,1
2025-07-14,12,2025-07-14 12:00:00,80,2025-07-14 13:10:00,2025-07-14 13:20:00,0.0,0.0,1196.3254469082317,1321.7162291666666,1321.7162291666666,0.8416,1
2025-07-14,12,2025-07-14 12:00:00,81,2025-07-14 13:20:00,2025-07-14 13:30:00,0.0,0.0,1199.97862216249,1287.740448611111,1287.740448611111,0.8618,1
2025-07-14,12,2025-07-14 12:00:00,82,2025-07-14 13:30:00,2025-07-14 13:40:00,0.0,0.0,1210.2045354638287,1253.7646680555556,1253.7646680555556,0.8623,1
2025-07-14,12,2025-07-14 12:00:00,83,2025-07-14 13:40:00,2025-07-14 13:50:00,0.0,0.0,1196.2458516951938,1219.7888875,1219.7888875,0.9026,1
2025-07-14,12,2025-07-14 12:00:00,84,2025-07-14 13:50:00,2025-07-14 14:00:00,0.0,0.0,1179.0322966046417,1185.8131069444444,1185.8131069444444,0.9754,1
2025-07-14,12,2025-07-14 12:00:00,85,2025-07-14 14:00:00,2025-07-14 14:10:00,0.0,0.0,1204.0592000645047,1163.425161111111,1163.425161111111,1.0002,1
2025-07-14,12,2025-07-14 12:00:00,86,2025-07-14 14:10:00,2025-07-14 14:20:00,0.0,0.0,1215.129233098714,1152.6250499999999,1152.6250499999999,0.9978,1
2025-07-14,12,2025-07-14 12:00:00,87,2025-07-14 14:20:00,2025-07-14 14:30:00,0.0,0.0,1197.3927099843766,1141.824938888889,1141.824938888889,1.0271,1
2025-07-14,12,2025-07-14 12:00:00,88,2025-07-14 14:30:00,2025-07-14 14:40:00,0.0,0.0,1192.7295259601633,1131.0248277777775,1131.0248277777775,1.0906,1
2025-07-14,12,2025-07-14 12:00:00,89,2025-07-14 14:40:00,2025-07-14 14:50:00,0.0,0.0,1201.1689501016579,1120.2247166666666,1120.2247166666666,0.9376,1
2025-07-14,12,2025-07-14 12:00:00,90,2025-07-14 14:50:00,2025-07-14 15:00:00,427.2047606912368,427.20814076103966,1223.9168619708105,1109.4246055555557,1109.4246055555557,0.6694,1
2025-07-14,12,2025-07-14 12:00:00,91,2025-07-14 15:00:00,2025-07-14 15:10:00,564.4185668527191,561.8555324302014,1260.5334691041407,1073.139809722222,1073.139809722222,0.66,1
2025-07-14,12,2025-07-14 12:00:00,92,2025-07-14 15:10:00,2025-07-14 15:20:00,354.7442908815988,354.7245077696299,1257.7008410294757,1011.3703291666667,1011.3703291666667,0.7217,1
2025-07-14,12,2025-07-14 12:00:00,93,2025-07-14 15:20:00,2025-07-14 15:30:00,373.90358304382636,373.9053028390649,1222.0291872970156,949.600848611111,949.600848611111,0.7308,1
2025-07-14,12,2025-07-14 12:00:00,94,2025-07-14 15:30:00,2025-07-14 15:40:00,417.97349362346404,418.004188314822,1214.8316975584003,887.8313680555553,887.8313680555553,0.7534,1
2025-07-14,12,2025-07-14 12:00:00,95,2025-07-14 15:40:00,2025-07-14 15:50:00,431.4877077610594,437.19480007282885,1223.5432916542231,826.0618875,826.0618875,0.7823,1
2025-07-14,12,2025-07-14 12:00:00,96,2025-07-14 15:50:00,2025-07-14 16:00:00,460.88475785988226,467.0714002902987,1226.440068097469,764.2924069444443,764.2924069444443,0.8055,1
2025-07-14,12,2025-07-14 12:00:00,97,2025-07-14 16:00:00,2025-07-14 16:10:00,521.2309551321259,522.2950538712968,1221.2683693297756,711.3022222222222,711.3022222222222,0.8271,1
2025-07-14,12,2025-07-14 12:00:00,98,2025-07-14 16:10:00,2025-07-14 16:20:00,584.4791094046213,585.0824482887325,1240.7557165451972,667.0913333333333,667.0913333333333,0.8519,1
2025-07-14,12,2025-07-14 12:00:00,99,2025-07-14 16:20:00,2025-07-14 16:30:00,665.5319281183243,675.2179121817138,1270.846872431797,622.8804444444444,622.8804444444444,0.8791,1
2025-07-14,12,2025-07-14 12:00:00,100,2025-07-14 16:30:00,2025-07-14 16:40:00,720.0043093281892,720.2295345387258,1264.0334983659625,578.6695555555556,578.6695555555556,0.9024,1
2025-07-14,12,2025-07-14 12:00:00,101,2025-07-14 16:40:00,2025-07-14 16:50:00,759.8830434934276,759.9127442740798,1258.5835814399345,534.4586666666665,534.4586666666665,0.9163,1
2025-07-14,12,2025-07-14 12:00:00,102,2025-07-14 16:50:00,2025-07-14 17:00:00,855.8991233539691,855.8969087056079,1267.5242409628795,490.2477777777778,490.2477777777778,0.9264,1
2025-07-14,12,2025-07-14 12:00:00,103,2025-07-14 17:00:00,2025-07-14 17:10:00,899.2527803552701,899.295478888267,1263.673015672179,443.45557361111105,443.45557361111105,0.9462,1
2025-07-14,12,2025-07-14 12:00:00,104,2025-07-14 17:10:00,2025-07-14 17:20:00,916.0497300371444,916.0775125457949,1248.9131920161221,394.0820541666667,394.0820541666667,0.9742,1
2025-07-14,12,2025-07-14 12:00:00,105,2025-07-14 17:20:00,2025-07-14 17:30:00,959.5528243190446,959.5753431091426,1249.49161364893,344.70853472222217,344.70853472222217,0.9862,1
2025-07-14,12,2025-07-14 12:00:00,106,2025-07-14 17:30:00,2025-07-14 17:40:00,1034.2037650622606,1034.9260804783237,1266.2436825796312,295.3350152777778,295.3350152777778,0.976,1
2025-07-14,12,2025-07-14 12:00:00,107,2025-07-14 17:40:00,2025-07-14 17:50:00,927.4734390400145,927.4575991814552,1143.7153809269598,245.96149583333337,245.96149583333337,1.0742,1
2025-07-14,12,2025-07-14 12:00:00,108,2025-07-14 17:50:00,2025-07-14 18:00:00,703.2966907880472,703.2960009964753,952.6001468228554,196.5879763888889,196.5879763888889,1.2313,1
2025-07-14,12,2025-07-14 12:00:00,109,2025-07-14 18:00:00,2025-07-14 18:10:00,720.6589574766155,720.6211889021062,938.2061369255373,157.5761152777778,157.5761152777778,1.2561,1
2025-07-14,12,2025-07-14 12:00:00,110,2025-07-14 18:10:00,2025-07-14 18:20:00,850.5117652139635,850.4975927237314,987.4004980287997,128.9259125,128.9259125,1.2447,1
2025-07-14,12,2025-07-14 12:00:00,111,2025-07-14 18:20:00,2025-07-14 18:30:00,902.4726002503577,902.4868099045628,1001.62560381878,100.27570972222225,100.27570972222225,1.2545,1
2025-07-14,12,2025-07-14 12:00:00,112,2025-07-14 18:30:00,2025-07-14 18:40:00,925.4593536555134,925.4386295173664,991.5110489152637,71.62550694444445,71.62550694444445,1.2522,1
2025-07-14,12,2025-07-14 12:00:00,113,2025-07-14 18:40:00,2025-07-14 18:50:00,912.7781421873343,912.7856390317066,976.2545202965633,42.97530416666668,42.97530416666668,1.2881,1
2025-07-14,12,2025-07-14 12:00:00,114,2025-07-14 18:50:00,2025-07-14 19:00:00,346.5055727747176,346.47290782640647,981.1810980436417,14.325101388888896,14.325101388888896,1.3466,1
2025-07-14,12,2025-07-14 12:00:00,115,2025-07-14 19:00:00,2025-07-14 19:10:00,300.2147306813931,300.25180173950145,1015.1989250775798,0.0,0.0,1.3523,1
2025-07-14,12,2025-07-14 12:00:00,116,2025-07-14 19:10:00,2025-07-14 19:20:00,450.9557429591885,450.9699084098796,1005.7503791018598,0.0,0.0,1.3445,1
2025-07-14,12,2025-07-14 12:00:00,117,2025-07-14 19:20:00,2025-07-14 19:30:00,294.2387253736651,294.27993508399004,970.2193607991072,0.0,0.0,1.3483,1
2025-07-14,12,2025-07-14 12:00:00,118,2025-07-14 19:30:00,2025-07-14 19:40:00,304.2006919834591,304.2124280868833,997.5774324280588,0.0,0.0,1.349,1
