slot_id,coverage,quantile_loss_kwh,point_pinball_same_tau_kwh,point_net_mae_kwh,policy,tau,lead_minutes
29,0.7664670658682635,10.923175492327845,16.580537650416172,28.955556825770064,P,0.8,290
30,0.7035928143712575,12.8658851245589,21.838690830855327,34.86850091928707,P,0.8,300
31,0.844311377245509,13.815426458393594,25.074459036792494,37.56831540964797,P,0.8,310
32,0.8383233532934131,12.262642011005662,28.542376907964456,41.25891303161257,P,0.8,320
33,0.8083832335329342,11.268554645726201,31.752542835577728,45.11207324437515,P,0.8,330
34,0.7844311377245509,11.286239434336897,33.27981147156882,46.592346502884574,P,0.8,340
35,0.7604790419161677,11.59545393763829,36.563437371371,49.86575634356852,P,0.8,350
36,0.6736526946107785,14.795007912630462,41.109529476024896,55.16924182709795,P,0.8,360
37,0.7155688622754491,12.579959527970312,39.85540458684882,52.192771865997955,P,0.8,370
38,0.7574850299401198,11.06188411888957,39.82699852983798,52.92908851585117,P,0.8,380
39,0.7544910179640718,12.015314998750922,40.794388817886585,56.127125315300034,P,0.8,390
40,0.7994011976047904,11.533767097430685,37.44778546916268,52.15358666269947,P,0.8,400
41,0.8293413173652695,12.047869158767895,35.200340508993044,51.30447005246115,P,0.8,410
42,0.8592814371257484,13.597672909923098,32.71159157085819,51.14198587177965,P,0.8,420
43,0.6676646706586826,14.347185078749938,26.859319657472728,46.29519621132016,P,0.8,430
44,0.7514970059880239,13.646768758910026,22.17435757132223,43.45593053729243,P,0.8,440
45,0.8023952095808383,14.674741872751106,20.283345120950464,45.467288263118114,P,0.8,450
46,0.8143712574850299,15.861612339771076,18.589045250568276,48.028131747259245,P,0.8,460
47,0.844311377245509,16.328829327358466,17.65316768515833,48.510411490911615,P,0.8,470
48,0.844311377245509,18.145697322418684,19.30990410685142,51.876321229869085,P,0.8,480
49,0.7844311377245509,17.989045349201387,19.513467042372174,55.41019641065326,P,0.8,490
50,0.8173652694610778,18.44027674252462,20.012930888838458,59.541758125200516,P,0.8,500
51,0.8083832335329342,19.32968068059175,21.738103130363225,64.60942524861804,P,0.8,510
52,0.8173652694610778,20.325016117846705,21.939081102424815,66.55937142028307,P,0.8,520
53,0.8023952095808383,20.91542743712865,22.849885703403405,68.37847711368646,P,0.8,530
54,0.7544910179640718,22.1457850176862,25.796669246877375,72.97554825342876,P,0.8,540
55,0.8413173652694611,22.815443326772023,25.39141268485674,71.61463605302139,P,0.8,550
56,0.8143712574850299,23.497268931303424,25.232153276202208,70.6552414015255,P,0.8,560
57,0.8083832335329342,24.578255065409483,26.72274422644689,71.9846471346439,P,0.8,570
58,0.7844311377245509,24.97652488149304,27.644586961400073,70.9683554568468,P,0.8,580
59,0.7604790419161677,27.080883699054265,30.79219486039852,73.27610677381071,P,0.8,590
60,0.7485029940119761,28.125223033046762,33.67059565739777,74.86867254157082,P,0.8,600
61,0.8293413173652695,27.73252095552814,35.20120280908485,74.62829794026199,P,0.8,610
62,0.8203592814371258,27.137046139776764,36.91806770595245,73.92168123736296,P,0.8,620
63,0.8143712574850299,27.29516925187919,38.96075787776791,73.6770486142577,P,0.8,630
64,0.7904191616766467,28.035882310053033,42.39231945457072,78.47670009075654,P,0.8,640
65,0.7694610778443114,29.56520604838221,45.18980431475701,81.89667542779138,P,0.8,650
66,0.7514970059880239,30.439652095426517,46.727622872738635,81.66050191050797,P,0.8,660
67,0.8293413173652695,29.139198141092873,48.935261381009184,82.95600419064777,P,0.8,670
68,0.7904191616766467,29.08418613797356,51.483019197985286,85.49525053632983,P,0.8,680
69,0.7934131736526946,29.41207808376324,53.838961886448175,88.40905561047916,P,0.8,690
70,0.7964071856287425,28.865109914787986,54.769560821086706,89.35866444135165,P,0.8,700
71,0.7784431137724551,29.89681903166769,55.45458242013649,90.25977053973838,P,0.8,710
72,0.7724550898203593,30.884374564500096,54.859701216067,89.75064107934446,P,0.8,720
73,0.7694610778443114,30.297503623504145,52.75816621475151,88.42346102928305,P,0.8,730
74,0.7874251497005988,29.095537719923104,50.945954535578416,87.18280633858392,P,0.8,740
75,0.7994011976047904,28.729290723866846,50.834591494997106,87.2812093148955,P,0.8,750
76,0.7844311377245509,30.332731234166477,52.159917363348995,89.25630112065532,P,0.8,760
77,0.7904191616766467,30.099165645591704,50.58684572117672,87.61180546208125,P,0.8,770
78,0.8233532934131736,30.127400099512283,47.66444914574847,85.02324119922237,P,0.8,780
79,0.7365269461077845,29.31091548702081,44.83743208380233,81.02006051452224,P,0.8,790
80,0.7455089820359282,27.82800113489986,42.427601803810845,77.52800452146033,P,0.8,800
81,0.7994011976047904,26.41545249807421,39.65381430088375,75.22033231565693,P,0.8,810
82,0.8293413173652695,26.74780816649752,35.973767145372484,73.74920530316032,P,0.8,820
83,0.8413173652694611,26.29649604303935,33.75072460959432,73.79755889978395,P,0.8,830
84,0.8532934131736527,25.549565121325266,31.524952401374968,71.92688088926327,P,0.8,840
85,0.7455089820359282,24.72703096464198,28.60497064428561,69.77311429077776,P,0.8,850
86,0.7754491017964071,23.92428637828334,27.430976155399446,70.60546647507918,P,0.8,860
87,0.7994011976047904,25.35329122702377,28.126998969402216,73.83290510650423,P,0.8,870
88,0.7964071856287425,25.06537146397134,27.390382187289276,73.83170301982652,P,0.8,880
89,0.8203592814371258,24.082583152660852,25.78768077924445,72.05788412680926,P,0.8,890
90,0.8323353293413174,22.93025146188984,24.290484866450335,70.27442820286224,P,0.8,900
91,0.7754491017964071,22.524478092127296,23.368357100456898,69.12697949560915,P,0.8,910
92,0.7784431137724551,22.004987952209653,22.666543007999945,68.35950002144703,P,0.8,920
93,0.7724550898203593,22.038355400260944,22.277257149964882,67.32177027884579,P,0.8,930
94,0.7844311377245509,19.118082713908624,19.963988727075098,60.18193831341756,P,0.8,940
95,0.7784431137724551,17.624942630751093,18.43282030357387,54.67016916460499,P,0.8,950
96,0.7904191616766467,17.911193030747192,19.12752818478383,53.780350339392484,P,0.8,960
97,0.9041916167664671,18.719594687579914,18.840852971598455,48.86869043057701,P,0.8,970
98,0.8622754491017964,17.25495784551458,20.77350320145801,47.31533988809718,P,0.8,980
99,0.8263473053892215,16.603108642218622,24.573230366818056,49.39135402337062,P,0.8,990
100,0.7994011976047904,15.723218916209271,28.556825189425297,51.693869790561116,P,0.8,1000
101,0.7305389221556886,15.696150120271692,34.052598009415036,56.21551476627066,P,0.8,1010
102,0.6107784431137725,16.608555306216186,39.22088937676102,59.878627191529176,P,0.8,1020
103,0.7994011976047904,15.369676453009443,43.222340033745546,62.772574809383734,P,0.8,1030
104,0.7964071856287425,14.310687371512037,45.61915010711178,63.78386986933095,P,0.8,1040
105,0.7664670658682635,14.8649550525851,48.26971911301624,66.08244730054297,P,0.8,1050
106,0.7724550898203593,14.713501594875439,48.93823466276898,65.40285568312724,P,0.8,1060
107,0.7874251497005988,14.746171236513122,44.8370040427648,59.4489761150882,P,0.8,1070
108,0.8203592814371258,15.815586030035627,39.72073246805829,53.77338582800321,P,0.8,1080
109,0.6856287425149701,13.855805249004824,37.19385495195229,50.05673378233622,P,0.8,1090
110,0.7065868263473054,13.007622029226681,35.96132005102116,48.42165847331168,P,0.8,1100
111,0.7365269461077845,14.166806167887136,34.89036754032453,48.516555378531464,P,0.8,1110
112,0.8353293413173652,12.555929828217655,30.920679755892543,43.56766024147622,P,0.8,1120
113,0.8473053892215568,13.050601458800362,26.783121610254437,39.088034321134586,P,0.8,1130
114,0.874251497005988,13.17225686851384,22.82271580246373,35.5947536059015,P,0.8,1140
115,0.7694610778443114,11.23513972624457,17.80055176199367,30.275912367299863,P,0.8,1150
116,0.8083832335329342,11.062212611445997,15.796976991883199,29.5997528417568,P,0.8,1160
117,0.7664670658682635,11.85817082169981,16.061138658205774,31.997495653006574,P,0.8,1170
118,0.8233532934131736,10.90316895502954,13.600005259328356,27.799777498791833,P,0.8,1180
119,0.8263473053892215,10.830336891497142,13.525904957765261,27.45883390757367,P,0.8,1190
120,0.7634730538922155,11.833825462673108,15.319843385396979,30.643354474435633,P,0.8,1200
121,0.781437125748503,11.298992577673676,14.964022252081413,29.71716887275943,P,0.8,1210
122,0.7904191616766467,11.779010764550101,14.807913941462681,29.235787053861753,P,0.8,1220
123,0.7694610778443114,13.513335730181678,17.28886578763061,33.98037546942811,P,0.8,1230
124,0.7964071856287425,11.661485846969443,14.920099352437477,29.01358249050588,P,0.8,1240
125,0.7844311377245509,11.059055967375771,14.798992788995319,28.545941058958988,P,0.8,1250
126,0.7604790419161677,12.275860480909328,16.980959999682984,32.55475205208342,P,0.8,1260
127,0.7994011976047904,12.406590047785608,16.670600255916288,31.356781687107794,P,0.8,1270
128,0.7844311377245509,12.512598612758481,17.34643423379308,32.36149382454751,P,0.8,1280
129,0.7664670658682635,11.76630337597603,17.262793434602596,31.864897909074507,P,0.8,1290
130,0.7844311377245509,11.120655802977621,15.909828559196848,28.601797975435026,P,0.8,1300
131,0.7934131736526946,11.930433676042474,15.269695621781567,29.08103523493948,P,0.8,1310
132,0.8173652694610778,13.061411042913534,16.529310920690005,34.3922713986215,P,0.8,1320
133,0.8383233532934131,12.149238602305108,15.529106525370086,32.0951720193636,P,0.8,1330
134,0.8413173652694611,11.848124510910784,15.661657918984341,30.88292627115291,P,0.8,1340
135,0.7694610778443114,13.2814447966242,18.59234899227062,35.001698712392034,P,0.8,1350
136,0.7964071856287425,12.116345455411029,18.31138318602158,32.129889731429905,P,0.8,1360
137,0.7664670658682635,11.693875942246347,20.009125672765283,33.26607634620086,P,0.8,1370
138,0.7215568862275449,13.041885448365933,22.22496071872628,35.78444513092509,P,0.8,1380
139,0.8353293413173652,11.46731052440987,21.460944795977063,32.61934294828752,P,0.8,1390
140,0.8023952095808383,12.046079018817395,23.922219531824577,36.05626136966436,P,0.8,1400
141,0.7724550898203593,12.508053627167275,25.918337545739266,38.74134287147614,P,0.8,1410
142,0.7754491017964071,11.930889139566686,25.99237119340778,37.917579794670914,P,0.8,1420
143,0.7754491017964071,12.118353185702457,26.6830652858093,38.657005175490056,P,0.8,1430
144,0.7514970059880239,14.182010727983968,29.61508487752284,44.09426702743772,P,0.8,1440
1,0.47305389221556887,15.19127188248689,15.19127188248689,29.230653475560995,E,0.8,10
2,0.47305389221556887,15.144126097947424,15.144126097947424,28.716248701971832,E,0.8,20
3,0.4820359281437126,16.58654045037505,16.58654045037505,31.661074596694142,E,0.8,30
4,0.4431137724550898,14.533152937207863,14.533152937207863,27.52683978194663,E,0.8,40
5,0.47005988023952094,15.219505850437798,15.219505850437798,29.1749796011901,E,0.8,50
6,0.4550898203592814,16.93997685393681,16.93997685393681,32.902603966763834,E,0.8,60
7,0.4550898203592814,16.42963580324577,16.42963580324577,31.52192390790886,E,0.8,70
8,0.46107784431137727,16.17127034228886,16.17127034228886,30.77671836158438,E,0.8,80
9,0.45808383233532934,15.960763449763599,15.960763449763599,30.430259652142432,E,0.8,90
10,0.5119760479041916,15.133700699354295,15.133700699354295,28.574174740500833,E,0.8,100
11,0.47904191616766467,15.394215953924956,15.394215953924956,28.93363632360449,E,0.8,110
12,0.4940119760479042,16.35254295616777,16.35254295616777,30.847922844384154,E,0.8,120
13,0.45209580838323354,16.453904366097714,16.453904366097714,30.988239068677554,E,0.8,130
14,0.4431137724550898,16.074609187304638,16.074609187304638,30.35507825442778,E,0.8,140
15,0.47005988023952094,14.86274924033528,14.86274924033528,28.1531158898062,E,0.8,150
16,0.47005988023952094,14.047475820229225,14.047475820229225,26.52988235867045,E,0.8,160
17,0.47305389221556887,14.510583354750727,14.510583354750727,27.721500740600074,E,0.8,170
18,0.5029940119760479,15.763219855712316,15.763219855712316,30.69661913090391,E,0.8,180
19,0.47904191616766467,14.844441635792224,14.844441635792224,28.97753404383237,E,0.8,190
20,0.47005988023952094,14.428162867588103,14.428162867588103,28.170450596511053,E,0.8,200
21,0.47005988023952094,13.943466654595934,13.943466654595934,27.32504452570773,E,0.8,210
22,0.5,13.983922527439201,13.983922527439201,27.534606617355465,E,0.8,220
23,0.5149700598802395,13.339337704598506,13.339337704598506,26.43942659680129,E,0.8,230
24,0.5149700598802395,14.429775034133257,14.429775034133257,28.853758599623134,E,0.8,240
25,0.5359281437125748,13.671135958143111,13.671135958143111,27.545809461920253,E,0.8,250
26,0.5089820359281437,13.463739890913939,13.463739890913939,27.462972700941283,E,0.8,260
27,0.5239520958083832,14.627210450166244,14.627210450166244,29.8352275466459,E,0.8,270
28,0.4880239520958084,14.465126657025241,14.465126657025241,27.913894891879863,E,0.8,280
29,0.4281437125748503,16.580537650416172,16.580537650416172,28.955556825770064,E,0.8,290
30,0.39820359281437123,21.838690830855327,21.838690830855327,34.86850091928707,E,0.8,300
31,0.3263473053892216,25.074459036792494,25.074459036792494,37.56831540964797,E,0.8,310
32,0.2994011976047904,28.542376907964456,28.542376907964456,41.25891303161257,E,0.8,320
33,0.2634730538922156,31.752542835577728,31.752542835577728,45.11207324437515,E,0.8,330
34,0.25748502994011974,33.27981147156882,33.27981147156882,46.592346502884574,E,0.8,340
35,0.2125748502994012,36.563437371371,36.563437371371,49.86575634356852,E,0.8,350
36,0.17964071856287425,41.109529476024896,41.109529476024896,55.16924182709795,E,0.8,360
37,0.17664670658682635,39.85540458684882,39.85540458684882,52.192771865997955,E,0.8,370
38,0.17964071856287425,39.82699852983798,39.82699852983798,52.92908851585117,E,0.8,380
39,0.20359281437125748,40.794388817886585,40.794388817886585,56.127125315300034,E,0.8,390
40,0.23652694610778444,37.44778546916268,37.44778546916268,52.15358666269947,E,0.8,400
41,0.27245508982035926,35.200340508993044,35.200340508993044,51.30447005246115,E,0.8,410
42,0.3083832335329341,32.71159157085819,32.71159157085819,51.14198587177965,E,0.8,420
43,0.4161676646706587,26.859319657472728,26.859319657472728,46.29519621132016,E,0.8,430
44,0.4940119760479042,22.17435757132223,22.17435757132223,43.45593053729243,E,0.8,440
45,0.5419161676646707,20.283345120950464,20.283345120950464,45.467288263118114,E,0.8,450
46,0.6137724550898204,18.589045250568276,18.589045250568276,48.028131747259245,E,0.8,460
47,0.6616766467065869,17.65316768515833,17.65316768515833,48.510411490911615,E,0.8,470
48,0.6526946107784432,19.30990410685142,19.30990410685142,51.876321229869085,E,0.8,480
49,0.7065868263473054,19.513467042372174,19.513467042372174,55.41019641065326,E,0.8,490
50,0.7035928143712575,20.012930888838458,20.012930888838458,59.541758125200516,E,0.8,500
51,0.7035928143712575,21.738103130363225,21.738103130363225,64.60942524861804,E,0.8,510
52,0.718562874251497,21.939081102424815,21.939081102424815,66.55937142028307,E,0.8,520
53,0.7095808383233533,22.849885703403405,22.849885703403405,68.37847711368646,E,0.8,530
54,0.6826347305389222,25.796669246877375,25.796669246877375,72.97554825342876,E,0.8,540
55,0.6706586826347305,25.39141268485674,25.39141268485674,71.61463605302139,E,0.8,550
56,0.688622754491018,25.232153276202208,25.232153276202208,70.6552414015255,E,0.8,560
57,0.6676646706586826,26.72274422644689,26.72274422644689,71.9846471346439,E,0.8,570
58,0.6407185628742516,27.644586961400073,27.644586961400073,70.9683554568468,E,0.8,580
59,0.6047904191616766,30.79219486039852,30.79219486039852,73.27610677381071,E,0.8,590
60,0.5718562874251497,33.67059565739777,33.67059565739777,74.86867254157082,E,0.8,600
61,0.5449101796407185,35.20120280908485,35.20120280908485,74.62829794026199,E,0.8,610
62,0.5089820359281437,36.91806770595245,36.91806770595245,73.92168123736296,E,0.8,620
63,0.4550898203592814,38.96075787776791,38.96075787776791,73.6770486142577,E,0.8,630
64,0.45209580838323354,42.39231945457072,42.39231945457072,78.47670009075654,E,0.8,640
65,0.4550898203592814,45.18980431475701,45.18980431475701,81.89667542779138,E,0.8,650
66,0.44610778443113774,46.727622872738635,46.727622872738635,81.66050191050797,E,0.8,660
67,0.4101796407185629,48.935261381009184,48.935261381009184,82.95600419064777,E,0.8,670
68,0.36227544910179643,51.483019197985286,51.483019197985286,85.49525053632983,E,0.8,680
69,0.3532934131736527,53.838961886448175,53.838961886448175,88.40905561047916,E,0.8,690
70,0.344311377245509,54.769560821086706,54.769560821086706,89.35866444135165,E,0.8,700
71,0.38023952095808383,55.45458242013649,55.45458242013649,90.25977053973838,E,0.8,710
72,0.39221556886227543,54.859701216067,54.859701216067,89.75064107934446,E,0.8,720
73,0.38622754491017963,52.75816621475151,52.75816621475151,88.42346102928305,E,0.8,730
74,0.40718562874251496,50.945954535578416,50.945954535578416,87.18280633858392,E,0.8,740
75,0.40119760479041916,50.834591494997106,50.834591494997106,87.2812093148955,E,0.8,750
76,0.41317365269461076,52.159917363348995,52.159917363348995,89.25630112065532,E,0.8,760
77,0.4221556886227545,50.58684572117672,50.58684572117672,87.61180546208125,E,0.8,770
78,0.4221556886227545,47.66444914574847,47.66444914574847,85.02324119922237,E,0.8,780
79,0.4311377245508982,44.83743208380233,44.83743208380233,81.02006051452224,E,0.8,790
80,0.4281437125748503,42.427601803810845,42.427601803810845,77.52800452146033,E,0.8,800
81,0.45808383233532934,39.65381430088375,39.65381430088375,75.22033231565693,E,0.8,810
82,0.5,35.973767145372484,35.973767145372484,73.74920530316032,E,0.8,820
83,0.5389221556886228,33.75072460959432,33.75072460959432,73.79755889978395,E,0.8,830
84,0.5838323353293413,31.524952401374968,31.524952401374968,71.92688088926327,E,0.8,840
85,0.6287425149700598,28.60497064428561,28.60497064428561,69.77311429077776,E,0.8,850
86,0.6497005988023952,27.430976155399446,27.430976155399446,70.60546647507918,E,0.8,860
87,0.6586826347305389,28.126998969402216,28.126998969402216,73.83290510650423,E,0.8,870
88,0.6826347305389222,27.390382187289276,27.390382187289276,73.83170301982652,E,0.8,880
89,0.6916167664670658,25.78768077924445,25.78768077924445,72.05788412680926,E,0.8,890
90,0.7155688622754491,24.290484866450335,24.290484866450335,70.27442820286224,E,0.8,900
91,0.7095808383233533,23.368357100456898,23.368357100456898,69.12697949560915,E,0.8,910
92,0.7155688622754491,22.666543007999945,22.666543007999945,68.35950002144703,E,0.8,920
93,0.7335329341317365,22.277257149964882,22.277257149964882,67.32177027884579,E,0.8,930
94,0.7574850299401198,19.963988727075098,19.963988727075098,60.18193831341756,E,0.8,940
95,0.718562874251497,18.43282030357387,18.43282030357387,54.67016916460499,E,0.8,950
96,0.6916167664670658,19.12752818478383,19.12752818478383,53.780350339392484,E,0.8,960
97,0.6167664670658682,18.840852971598455,18.840852971598455,48.86869043057701,E,0.8,970
98,0.5748502994011976,20.77350320145801,20.77350320145801,47.31533988809718,E,0.8,980
99,0.47305389221556887,24.573230366818056,24.573230366818056,49.39135402337062,E,0.8,990
100,0.39520958083832336,28.556825189425297,28.556825189425297,51.693869790561116,E,0.8,1000
101,0.344311377245509,34.052598009415036,34.052598009415036,56.21551476627066,E,0.8,1010
102,0.31736526946107785,39.22088937676102,39.22088937676102,59.878627191529176,E,0.8,1020
103,0.25449101796407186,43.222340033745546,43.222340033745546,62.772574809383734,E,0.8,1030
104,0.23053892215568864,45.61915010711178,45.61915010711178,63.78386986933095,E,0.8,1040
105,0.17664670658682635,48.26971911301624,48.26971911301624,66.08244730054297,E,0.8,1050
106,0.1497005988023952,48.93823466276898,48.93823466276898,65.40285568312724,E,0.8,1060
107,0.17365269461077845,44.8370040427648,44.8370040427648,59.4489761150882,E,0.8,1070
108,0.2275449101796407,39.72073246805829,39.72073246805829,53.77338582800321,E,0.8,1080
109,0.20658682634730538,37.19385495195229,37.19385495195229,50.05673378233622,E,0.8,1090
110,0.2125748502994012,35.96132005102116,35.96132005102116,48.42165847331168,E,0.8,1100
111,0.2694610778443114,34.89036754032453,34.89036754032453,48.516555378531464,E,0.8,1110
112,0.25748502994011974,30.920679755892543,30.920679755892543,43.56766024147622,E,0.8,1120
113,0.31137724550898205,26.783121610254437,26.783121610254437,39.088034321134586,E,0.8,1130
114,0.3532934131736527,22.82271580246373,22.82271580246373,35.5947536059015,E,0.8,1140
115,0.4161676646706587,17.80055176199367,17.80055176199367,30.275912367299863,E,0.8,1150
116,0.47305389221556887,15.796976991883199,15.796976991883199,29.5997528417568,E,0.8,1160
117,0.47904191616766467,16.061138658205774,16.061138658205774,31.997495653006574,E,0.8,1170
118,0.5149700598802395,13.600005259328356,13.600005259328356,27.799777498791833,E,0.8,1180
119,0.5089820359281437,13.525904957765261,13.525904957765261,27.45883390757367,E,0.8,1190
120,0.5119760479041916,15.319843385396979,15.319843385396979,30.643354474435633,E,0.8,1200
121,0.4940119760479042,14.964022252081413,14.964022252081413,29.71716887275943,E,0.8,1210
122,0.5149700598802395,14.807913941462681,14.807913941462681,29.235787053861753,E,0.8,1220
123,0.49101796407185627,17.28886578763061,17.28886578763061,33.98037546942811,E,0.8,1230
124,0.5,14.920099352437477,14.920099352437477,29.01358249050588,E,0.8,1240
125,0.4550898203592814,14.798992788995319,14.798992788995319,28.545941058958988,E,0.8,1250
126,0.47305389221556887,16.980959999682984,16.980959999682984,32.55475205208342,E,0.8,1260
127,0.46107784431137727,16.670600255916288,16.670600255916288,31.356781687107794,E,0.8,1270
128,0.44610778443113774,17.34643423379308,17.34643423379308,32.36149382454751,E,0.8,1280
129,0.437125748502994,17.262793434602596,17.262793434602596,31.864897909074507,E,0.8,1290
130,0.4251497005988024,15.909828559196848,15.909828559196848,28.601797975435026,E,0.8,1300
131,0.4940119760479042,15.269695621781567,15.269695621781567,29.08103523493948,E,0.8,1310
132,0.5239520958083832,16.529310920690005,16.529310920690005,34.3922713986215,E,0.8,1320
133,0.5059880239520959,15.529106525370086,15.529106525370086,32.0951720193636,E,0.8,1330
134,0.49700598802395207,15.661657918984341,15.661657918984341,30.88292627115291,E,0.8,1340
135,0.47904191616766467,18.59234899227062,18.59234899227062,35.001698712392034,E,0.8,1350
136,0.41916167664670656,18.31138318602158,18.31138318602158,32.129889731429905,E,0.8,1360
137,0.38922155688622756,20.009125672765283,20.009125672765283,33.26607634620086,E,0.8,1370
138,0.3562874251497006,22.22496071872628,22.22496071872628,35.78444513092509,E,0.8,1380
139,0.3323353293413174,21.460944795977063,21.460944795977063,32.61934294828752,E,0.8,1390
140,0.2964071856287425,23.922219531824577,23.922219531824577,36.05626136966436,E,0.8,1400
141,0.2964071856287425,25.918337545739266,25.918337545739266,38.74134287147614,E,0.8,1410
142,0.2754491017964072,25.99237119340778,25.99237119340778,37.917579794670914,E,0.8,1420
143,0.3263473053892216,26.6830652858093,26.6830652858093,38.657005175490056,E,0.8,1430
144,0.2874251497005988,29.61508487752284,29.61508487752284,44.09426702743772,E,0.8,1440
1,0.8053892215568862,11.053862203057351,15.19127188248689,29.230653475560995,PE,0.8,10
2,0.7844311377245509,11.225417323459629,15.144126097947424,28.716248701971832,PE,0.8,20
3,0.7724550898203593,12.018137836985172,16.58654045037505,31.661074596694142,PE,0.8,30
4,0.8203592814371258,10.397074991464024,14.533152937207863,27.52683978194663,PE,0.8,40
5,0.8053892215568862,11.273323389779245,15.219505850437798,29.1749796011901,PE,0.8,50
6,0.7754491017964071,12.382802488012544,16.93997685393681,32.902603966763834,PE,0.8,60
7,0.8023952095808383,11.506154448174703,16.42963580324577,31.52192390790886,PE,0.8,70
8,0.781437125748503,11.06397480229714,16.17127034228886,30.77671836158438,PE,0.8,80
9,0.8023952095808383,10.912680115023866,15.960763449763599,30.430259652142432,PE,0.8,90
10,0.8023952095808383,10.949388848466814,15.133700699354295,28.574174740500833,PE,0.8,100
11,0.8083832335329342,10.844882030688634,15.394215953924956,28.93363632360449,PE,0.8,110
12,0.7784431137724551,11.861230794435732,16.35254295616777,30.847922844384154,PE,0.8,120
13,0.7844311377245509,11.060204034437156,16.453904366097714,30.988239068677554,PE,0.8,130
14,0.7964071856287425,11.15728579935485,16.074609187304638,30.35507825442778,PE,0.8,140
15,0.8023952095808383,10.871768472356766,14.86274924033528,28.1531158898062,PE,0.8,150
16,0.8143712574850299,10.277185750239571,14.047475820229225,26.52988235867045,PE,0.8,160
17,0.8083832335329342,10.629035534864359,14.510583354750727,27.721500740600074,PE,0.8,170
18,0.7844311377245509,11.743947475436102,15.763219855712316,30.69661913090391,PE,0.8,180
19,0.7784431137724551,11.25431702102169,14.844441635792224,28.97753404383237,PE,0.8,190
20,0.781437125748503,10.473621029692291,14.428162867588103,28.170450596511053,PE,0.8,200
21,0.8053892215568862,10.303281403248283,13.943466654595934,27.32504452570773,PE,0.8,210
22,0.781437125748503,10.702084433339126,13.983922527439201,27.534606617355465,PE,0.8,220
23,0.8173652694610778,10.625546402417427,13.339337704598506,26.43942659680129,PE,0.8,230
24,0.7874251497005988,11.170134254063624,14.429775034133257,28.853758599623134,PE,0.8,240
25,0.8173652694610778,10.965933950269878,13.671135958143111,27.545809461920253,PE,0.8,250
26,0.8383233532934131,10.771161194011976,13.463739890913939,27.462972700941283,PE,0.8,260
27,0.8263473053892215,11.638894207755685,14.627210450166244,29.8352275466459,PE,0.8,270
28,0.8173652694610778,11.018012398914653,14.465126657025241,27.913894891879863,PE,0.8,280
29,0.7664670658682635,10.923175492327845,16.580537650416172,28.955556825770064,PE,0.8,290
30,0.7035928143712575,12.8658851245589,21.838690830855327,34.86850091928707,PE,0.8,300
31,0.844311377245509,13.815426458393594,25.074459036792494,37.56831540964797,PE,0.8,310
32,0.8383233532934131,12.262642011005662,28.542376907964456,41.25891303161257,PE,0.8,320
33,0.8083832335329342,11.268554645726201,31.752542835577728,45.11207324437515,PE,0.8,330
34,0.7844311377245509,11.286239434336897,33.27981147156882,46.592346502884574,PE,0.8,340
35,0.7604790419161677,11.59545393763829,36.563437371371,49.86575634356852,PE,0.8,350
36,0.6736526946107785,14.795007912630462,41.109529476024896,55.16924182709795,PE,0.8,360
37,0.7155688622754491,12.579959527970312,39.85540458684882,52.192771865997955,PE,0.8,370
38,0.7574850299401198,11.06188411888957,39.82699852983798,52.92908851585117,PE,0.8,380
39,0.7544910179640718,12.015314998750922,40.794388817886585,56.127125315300034,PE,0.8,390
40,0.7994011976047904,11.533767097430685,37.44778546916268,52.15358666269947,PE,0.8,400
41,0.8293413173652695,12.047869158767895,35.200340508993044,51.30447005246115,PE,0.8,410
42,0.8592814371257484,13.597672909923098,32.71159157085819,51.14198587177965,PE,0.8,420
43,0.6676646706586826,14.347185078749938,26.859319657472728,46.29519621132016,PE,0.8,430
44,0.7514970059880239,13.646768758910026,22.17435757132223,43.45593053729243,PE,0.8,440
45,0.8023952095808383,14.674741872751106,20.283345120950464,45.467288263118114,PE,0.8,450
46,0.8143712574850299,15.861612339771076,18.589045250568276,48.028131747259245,PE,0.8,460
47,0.844311377245509,16.328829327358466,17.65316768515833,48.510411490911615,PE,0.8,470
48,0.844311377245509,18.145697322418684,19.30990410685142,51.876321229869085,PE,0.8,480
49,0.7844311377245509,17.989045349201387,19.513467042372174,55.41019641065326,PE,0.8,490
50,0.8173652694610778,18.44027674252462,20.012930888838458,59.541758125200516,PE,0.8,500
51,0.8083832335329342,19.32968068059175,21.738103130363225,64.60942524861804,PE,0.8,510
52,0.8173652694610778,20.325016117846705,21.939081102424815,66.55937142028307,PE,0.8,520
53,0.8023952095808383,20.91542743712865,22.849885703403405,68.37847711368646,PE,0.8,530
54,0.7544910179640718,22.1457850176862,25.796669246877375,72.97554825342876,PE,0.8,540
55,0.8413173652694611,22.815443326772023,25.39141268485674,71.61463605302139,PE,0.8,550
56,0.8143712574850299,23.497268931303424,25.232153276202208,70.6552414015255,PE,0.8,560
57,0.8083832335329342,24.578255065409483,26.72274422644689,71.9846471346439,PE,0.8,570
58,0.7844311377245509,24.97652488149304,27.644586961400073,70.9683554568468,PE,0.8,580
59,0.7604790419161677,27.080883699054265,30.79219486039852,73.27610677381071,PE,0.8,590
60,0.7485029940119761,28.125223033046762,33.67059565739777,74.86867254157082,PE,0.8,600
61,0.8293413173652695,27.73252095552814,35.20120280908485,74.62829794026199,PE,0.8,610
