date,B0,B1,P,E,PE,P_tau07,P_tau09,P_w14,P_w56,B0_terminal,B1_terminal,P_terminal,B0_efficiency,B1_efficiency,P_efficiency,B0_power,B1_power,P_power,P_saving_vs_B0,P_saving_vs_B1
2025-04-23,35876.63554378735,33218.22058795795,36401.12079853009,68128.60823412755,64730.247463603046,35080.08919930595,38203.7208850119,36203.85055030428,36355.00034686436,35882.6873551842,33341.88297763762,36079.31422180363,34584.75362462043,31934.45499753986,35062.006144037856,35863.89480304661,33202.555087868255,36375.21140659272,-524.4852547427436,-3182.9002105721447
2025-04-24,37473.36600943803,34113.23190156646,35821.54847009562,68005.10857529916,62842.5648560052,34542.223309724526,37613.6772141635,35461.5445714371,35787.44403810757,36897.939105915895,34071.110820312926,35378.16738368217,36202.306530183974,32850.149477048886,34480.084618652836,37461.42748767861,34097.693360875746,35798.0649339098,1651.8175393424099,-1708.3165685291606
2025-04-25,17773.06973080765,12899.916594157681,13684.471234242203,23927.80135374371,30323.213059368532,13209.97015049918,14453.361350398469,13525.191175448555,13816.408468861862,16831.612104535732,12938.852738424124,13088.911625166726,16951.95671488627,12078.741340476516,12764.41620072812,17768.088249326178,12929.938849839564,13670.124937945906,4088.598496565446,-784.5546400845215
2025-04-26,18548.091768062543,15175.484156320152,13860.988392529667,24873.489325661285,29779.512003900498,13393.032626586886,14625.168996660128,13691.639582230386,13979.849659586176,17983.08644922402,15282.405124102052,13424.080549214006,17319.10752745896,14361.82080561344,12941.068521824998,18543.11028658106,15205.38541216879,13846.64209623337,4687.103375532875,1314.4957637904845
2025-04-27,42187.91625278912,41012.51639024902,37585.718157949435,73326.89601106058,68207.20539319579,39069.230192729876,35782.78308086071,37867.32309465844,37340.907419921416,41991.920202656605,41080.7742242198,37402.17703683251,42265.52654400617,39813.87486091414,36266.40330959253,42178.24563058026,41009.49485504918,37567.039383115385,4602.198094839681,3426.7982322995813
2025-04-28,75946.03353142565,70595.65943420232,54818.971378473674,73325.56179741643,68774.3467228738,63843.67919520579,42758.97134046024,59628.869642116755,56239.952439755085,75656.83523731507,70621.84762868461,54642.926126589446,77797.2104823456,70976.74461845381,55530.296101642,75882.89627167092,70588.64241418667,54801.09801490533,21127.062152951978,15776.688055728642
2025-04-29,40347.298062828726,38492.5785636167,36076.17460642023,64487.08744919734,58373.49855449932,37230.69296897114,37037.7481838336,36097.76542490069,36130.51057589331,40330.415500202704,38459.62622429627,35849.142029916,39140.24543651702,37075.652943809546,34614.66669436366,40336.93848873601,38458.49799760189,36052.78676548294,4271.123456408495,2416.4039571964677
2025-04-30,35325.95588690597,32808.34714635861,34825.39339492024,62799.82108368011,60111.59112371186,33545.14268960826,36778.05913546091,34788.746603583124,34712.214595437734,34817.321505790336,32614.71468271613,34503.24543032916,34044.287738531726,31309.157472021012,33552.69099541748,35316.02941192714,32748.403760494228,34806.020204051056,500.56249198572914,-2017.04624856163
2025-05-01,54082.51121474499,53225.82640179827,43943.61609674506,84294.91326173411,75290.23456765342,44975.37984597784,42613.829918767275,43759.124308536615,43698.19926318169,51491.70103454908,53257.5491010835,43726.2798108931,55101.976885588214,54100.43211392576,42666.49408894526,54335.1687048369,53605.52403629832,43926.59666483662,10138.895117999928,9282.21030505321
2025-05-02,35943.79221865131,27498.260237222097,22457.028130702573,38263.93327211461,41689.5466435153,25515.618138172264,19468.235516363307,21759.214834155042,22221.65773051699,34704.98317582768,27913.291759118496,22413.827244589265,35011.41848832284,26764.523483639256,20718.339165978276,35766.6418603139,27527.07617783556,22448.31507103769,13486.764087948737,5041.232106519525
2025-05-03,28782.92084646238,22027.734686523214,19305.13245700752,33817.78812317815,36570.77858596899,20441.767266635667,18434.31876800683,18977.968978171895,19982.88035431797,28103.566794909813,22395.645498878224,19153.878391923117,27920.36572199067,21253.444937874647,18091.453452448706,28777.9393649809,22056.24722882326,19295.221798234517,9477.788389454861,2722.6022295156945
2025-05-04,47234.97292914565,45280.43590565901,40923.28498613305,72798.26168737831,62689.62526062848,41463.58686749618,40301.49770030951,39825.007457850275,41516.421058433225,45958.7722988022,45443.4862895408,40943.53468050417,46031.23369431409,44071.71492812426,39648.59908253091,47200.77698701208,45236.07550841315,40851.84383340241,6311.687943012606,4357.150919525964
2025-05-05,59420.30331806866,67929.40970088649,41685.36745595242,85809.41750644213,74577.05256469695,42715.72190344532,39963.66936145493,39252.92078459789,42178.41998486305,57591.849378636296,68069.43336770525,41733.42343601246,57257.64203304329,66578.75165613156,40381.67072753291,58625.53468359003,67806.2061810524,41622.273591523866,17734.93586211624,26244.04224493407
2025-05-06,51816.27463916554,46371.858692788795,40099.901175670835,85047.82256091134,71942.96177143168,40973.26851666514,38651.33171450238,38008.40159586747,40884.50181124415,49995.246316374934,46341.701102254076,40181.26854067433,52577.161510715254,44978.14754499416,38803.66120783793,52231.00619253046,46341.204289358924,40058.95258368178,11716.373463494703,6271.95751711796
2025-05-07,60877.083023915184,62787.403535180405,43336.652690530165,85198.12252120905,72196.18865670424,45879.615687533216,40688.62697212938,40265.34444194222,45368.13525597642,59797.74003947623,62870.09390529298,43521.57052955788,59911.60342078834,62446.07555060426,41980.176879481995,60869.71287729716,62679.12225901786,43303.70844375473,17540.43033338502,19450.75084465024
2025-05-08,47587.9726461035,46034.80494631076,40561.29183412148,70970.11519148243,67074.18795820902,38887.773815872286,42927.09970745262,42205.047619481615,39933.284708247105,47887.81165423804,46116.2364073801,40589.1050404041,47402.24925454202,45579.524743129165,39530.52805994335,47586.32117508079,46020.1481153761,41259.404036749,7026.68081198202,5473.513112189277
2025-05-09,19620.19117899994,17826.49510658061,17668.834680638804,25033.269437595365,34362.95149267864,16690.9378636457,19078.356372674803,18776.487614875103,17141.877663862924,19914.245242968293,17974.855914315514,16837.663729031854,18781.338429630003,16938.70107572716,16665.34286506137,19615.209697518454,17806.06001892234,17676.695597269798,1951.356498361136,157.66042594180544
2025-05-10,16497.713023095555,14561.906825082913,17845.105152590593,23492.11654569138,33576.287531286915,16897.71645914228,19225.726122181768,18950.36087028496,17392.482183747292,16564.118480686466,14662.199176372063,16782.05340374114,15287.608996146326,13906.554445077929,16805.451469484018,16471.877407664146,14549.916175828106,17830.7588562943,-1347.3921294950378,-3283.19832750768
2025-05-11,44236.4593220789,39573.21132988759,40839.58821233835,70494.33600496041,66218.7476566385,39218.37676932908,43149.41733358321,42567.988370236024,40077.237167865234,44142.75229818919,39578.41754257922,40000.76841009061,43669.984147248375,38242.08126978084,39470.82745917288,44165.50376279968,39502.48501390603,40908.96295166338,3396.871109740554,-1266.376882450757
2025-05-12,37884.10406812469,40397.55365801249,40970.12454515225,60959.68424558403,59245.60643740924,39250.39354249113,43466.267088309985,42849.10777869183,40153.61583988278,37764.95377138309,40363.07108564996,40200.9151376914,36570.02786010798,39115.43137278104,39568.03049806248,37847.01946899852,40349.01203819126,40990.8170701731,-3086.0204770275595,-572.5708871397583
2025-05-13,36408.829677791204,45747.745041381815,40763.469185544556,67770.34001078848,66661.69325150005,39017.44932725315,43214.4135048411,42214.83435724161,39921.300652828795,36280.95027124717,44838.66693227407,39948.91669765901,35138.75156419354,44175.19637949047,39395.033854366186,36736.25831867228,45686.69607758951,40804.76849432526,-4354.6395077533525,4984.275855837259
2025-05-14,36913.79925483841,35956.49737139068,41052.3336035953,68124.71241703448,65524.86447385155,39295.002632911215,43493.32658335258,42483.026717933164,40182.04267325141,36836.32633595392,35835.19898015822,40359.98405316146,35651.39696175915,34719.19000935087,39677.935862828606,36908.38737949138,35949.19805443926,41046.37032598906,-4138.53434875689,-5095.836232204623
2025-05-15,36140.52473318226,41013.926135014015,40281.11418037451,69741.23114991111,65458.817647549964,38514.07015012969,42727.65201738641,41697.28799091651,39496.26567814818,36173.18029848551,41028.57131538785,39495.843864065464,34799.433378500806,39628.11818651045,38927.61187732051,36135.33546868747,41012.86912871448,40276.95787832863,-4140.589447192251,732.8119546395028
2025-05-16,17567.692581694653,13978.398549117363,16834.754711255224,22277.25398648553,32399.81207280477,15922.281057716626,18211.285795545395,17473.97700740724,16339.21207587641,17789.36243989209,14145.444680389302,15701.627656012472,16311.208528133373,13364.367603026569,15799.692676286737,17567.697921245348,13995.106991854322,16820.40841495893,732.9378704394294,-2856.3561621378612
2025-05-17,20395.620105534887,18915.762093106314,17268.211008773465,23944.84377322797,32995.832907333264,16403.736846299802,18674.814474536404,17541.291351024334,16790.522072885764,20845.987460043456,19359.9907118967,16479.369100619195,18463.179041729705,17791.5433904139,16231.97615540947,20174.5381079546,18930.377998060707,17253.864712477167,3127.409096761421,1647.5510843328484
2025-05-18,40702.52537801696,36103.51381866296,39621.07372395996,67544.13344486611,66613.76549373932,37943.78007218902,42249.244924040206,39780.553160832285,38880.74654781003,39963.36215232578,36068.49650269381,38946.00097246658,39122.018470582996,34929.19259851912,38339.74417518406,40352.570263357455,36595.83360885644,39627.097205366685,1081.4516540569966,-3517.559905296999
2025-05-19,36600.22970336027,36199.49659721537,39442.02044816045,63484.07640638698,61276.209735464785,37722.468086248315,41943.3125479843,39272.87919588781,38602.171731744,36340.879596013016,36091.610707416694,38544.61156862684,35243.889122289336,34922.512763538754,38135.00885000899,36579.45750437638,36289.093507343554,39523.466222318675,-2841.790744800179,-3242.523850945079
2025-05-20,49267.71728698004,66867.78286961168,38770.743884602,66250.52837686386,61358.28900707261,37073.515671031055,41398.88649321752,37864.36824578816,37917.81344656963,48466.47230572812,66894.27868876554,38224.145563304024,48964.18966213479,65497.24677422093,37456.98341497287,49152.65921963536,66869.52465934503,38775.19784756496,10496.97340237804,28097.038985009676
2025-05-21,39032.58226095835,38756.77517243916,38986.636237415405,62452.80504915185,58376.23920084518,37247.24242527009,41640.38344748086,37863.926444551675,38110.26097858405,38793.572935336415,38868.799697093746,38395.99760832817,37740.669457733784,37539.76278326594,37693.98398687662,39025.86265758641,38732.00814720878,39092.652582663526,45.946023542943294,-229.8610649762486
2025-05-22,37919.18420401748,37813.21094525068,38276.038194722685,64614.98515863676,60304.791021920064,36545.93296281186,40939.984571667715,36696.68992994685,37409.07166312374,37975.31343807372,37707.20767773997,37662.38877207613,36736.2892734275,36215.312212808414,36993.65276972811,37889.796120615145,37763.101227632076,38367.45818585037,-356.8539907052036,-462.8272494720077
2025-05-23,19486.643543402097,16183.114117847672,16555.333419521936,22640.919062486424,33357.56195734141,16858.25736689102,17996.756620926368,15740.494131298561,16086.714297547811,20620.969834777992,16308.22138473538,15562.762850452458,17249.34632784443,14292.088185713023,15521.987200899297,19293.924229575452,16205.064348858756,16540.987123225645,2931.310123880161,-372.219301674264
2025-05-24,15840.131562956802,13987.610869340584,17273.620139774936,19559.694244996215,32792.05359950226,16477.720349717078,18699.332732311148,16059.63381898036,16796.008854000884,16393.973824388144,14062.533318026399,16241.95297999277,14973.626835499543,13301.694198859219,16234.380270868885,15648.16577328806,14018.31255853157,17259.27384347864,-1433.4885768181339,-3286.0092704343515
2025-05-25,36680.08347072235,38744.65102661359,38518.735659785525,60975.491174575705,58336.132053530295,36853.27439643459,41147.47976900093,36496.364304835115,37627.830527377024,36732.74415851603,38695.86890888797,37640.628118733955,35474.24160255943,37548.24208045405,37235.04728800765,36683.42014809978,38709.93899373001,38524.03202277097,-1838.6521890631775,225.91536682806327
2025-05-26,60974.84095231872,68548.75020462471,37796.980969747216,67541.67569978205,65543.74195626104,41648.72873062729,40432.66834729158,43245.75466589752,37014.82961368779,60571.78198024592,67993.73167223607,37055.5659274626,61262.03254903926,69668.97823581708,36534.13170493593,60905.657530494886,68291.18852232535,37806.29007886667,23177.859982571506,30751.769234877494
2025-05-27,33833.048884093565,35832.53083731905,38636.15306732878,60857.605234254675,59343.87784712192,37029.57236636231,41265.37763630335,36873.388946765044,37949.97647194428,33844.58186735342,35813.177115273065,37857.84328823002,32644.097207395607,34391.904263233824,37344.59366554861,34296.37027001901,36376.55085767358,38641.72518116516,-4803.104183235213,-2803.622230009729
2025-05-28,45114.31729408542,50826.1698909523,38092.037283944686,65837.90591231956,64153.10253758815,36503.95831813524,40663.13077041369,36382.69447098976,37362.6541137824,45217.388648401,50811.26430094765,37401.34395925453,44369.4672234919,49912.29699170809,36814.16012810714,45169.65867605695,50765.843899852654,38099.07996845648,7022.280010140734,12734.13260700761
2025-05-29,56986.70057437797,49049.671146001456,37962.30458728059,71625.62485648892,66350.29407505062,36258.431839039076,40441.220337505954,36526.46807895682,37081.55795434011,56879.75539559901,48847.50333353793,37184.70418854679,56529.17249366009,47472.60605152237,36654.052192058385,56987.47116699078,48906.38126873465,37999.62624111884,19024.395987097378,11087.366558720867
2025-05-30,18680.70059060491,15672.295451634942,16297.658923610623,22488.70691135148,32349.77679257199,15466.900321675721,17648.090958619578,15491.679543273207,15980.344660207027,18944.387305624256,15818.08072613401,15477.398557684095,17433.608723781275,14813.710876323685,15262.963129779124,18681.568048094417,15641.42789532879,16283.312627314326,2383.041666994286,-625.363471975681
2025-05-31,18055.9595211281,15551.475223853178,16421.71915608172,21943.0540476812,33781.49048472594,16216.774593974971,17664.137194729487,15775.143235097108,16237.470338335721,19060.86090457267,15773.817535899132,15424.06878469797,16262.927542546446,14834.92586844922,15388.244206679456,17930.901449770925,15584.574472421973,16407.37285978542,1634.240365046382,-870.2439322285409
2025-06-01,130032.75691811899,123526.6799707126,104130.06854597744,109110.6882367884,99019.0962924422,113578.12344865479,87711.04229903196,106394.32242222795,105882.16783260906,128148.77482271579,123504.5824317554,103386.22284525076,133802.46028467632,125409.41330452789,105060.44208743623,129866.49812840468,123230.3105981644,102801.87015274522,25902.68837214155,19396.611424735165
2025-06-02,119030.73412106931,88233.0309390183,84607.67182451271,115323.93180962325,103608.7427863897,96717.7481400217,70062.98868407363,83132.11929471578,87418.57902796355,116804.27555872007,87815.71349304043,84719.37642204008,119869.12687971897,86183.31279647062,82642.54424224264,119019.92867367018,87332.70437902205,83887.79026445768,34423.0622965566,3625.3591145055834
2025-06-03,105207.41266160717,79182.15253992687,65983.82850662018,107020.39088586015,96270.25892460084,79668.0604117081,49968.429766771485,58255.952880303535,69651.18577976883,103805.54008668078,77722.16613818437,66065.81190041793,106055.99125543307,78217.92701700931,64273.29036264488,104995.33315678593,79232.06850321495,65921.33307537418,39223.584154986995,13198.324033306693
2025-06-04,105527.9726519783,90811.79848822915,61470.320564055946,102234.04092721523,89646.62625401726,76862.44662473365,48392.884644366,51912.1264254514,66784.48453506967,103773.21818573093,89019.73473338863,61465.57739797185,107090.04150267282,91080.82138454005,60330.40799253141,105620.63755118313,90603.677597666,61185.7969966701,44057.65208792235,29341.477924173203
2025-06-05,106561.97625988915,92409.77738045645,60530.11113910237,110472.02343180278,95718.02759659386,74580.5868830137,50046.33530374526,49880.93269335001,66038.59139218279,104184.22674461114,89865.0179809359,60729.57007154374,107303.07859251968,91598.48010717973,59177.94967941991,106581.09432336249,92432.8831554746,60769.23201117366,46031.86512078678,31879.666241354076
2025-06-06,57499.76353011182,58695.70238184345,40226.699694470626,55622.86215532549,53422.916436282634,46092.7584523395,29515.761339287244,31154.80946043643,41087.55818386423,56166.72709793478,57832.706383880075,40396.80640105483,56252.22609630428,57495.872174835735,39150.985343806395,57311.45998154073,58555.79799428369,40218.69859550147,17273.063835641195,18469.002687372827
2025-06-07,46058.49995830778,42591.33457011907,26035.552574581947,46807.86790122886,41226.71284445279,30760.586359693076,21921.17420075438,21884.32990056174,26559.87188435714,45153.02823453655,40997.29148146428,26194.94803668078,45146.08177631327,41800.942538535244,25097.448972208254,45876.08922176148,42615.6985240915,26027.577036406125,20022.947383725834,16555.781995537123
2025-06-08,47936.90554804186,50760.187515978425,56318.5199436659,80076.46972691973,73229.70836895861,53461.27135184157,60742.88709852205,60527.497720928965,54600.78876428149,48379.914810182134,51172.679908639075,56387.0859691347,46372.58486153659,48915.30688828283,54452.00233239799,47854.3785580795,50569.81453937008,56144.27242241926,-8381.614395624041,-5558.332427687477
2025-06-09,51400.64672226456,84740.758826237,55504.299702210235,96102.34102377926,83979.48674537757,52783.93618160854,60055.260213073394,59832.870140364095,53810.06089120739,51114.77536818447,84318.85290727299,54382.30113577824,49825.986647593105,84634.67060479168,53630.715881357224,51313.73527300696,84548.00913794518,55329.3993321929,-4103.652979945677,29236.459124026762
2025-06-10,47784.801740844494,52925.65247304174,55762.23141236109,94786.38247998258,87399.89531960723,52857.81550925868,60292.07126767551,59794.0728012476,54062.893556219584,47674.83943583261,52440.43360355774,54896.028948161154,46214.41437858786,51279.672022910854,53860.43911519745,47692.51513668298,52506.95862000366,55598.82026487744,-7977.429671516598,-2836.5789393193554
2025-06-11,73625.5874009319,74950.23235818889,56825.96121955133,114486.22862140395,101357.33331070495,56933.914657930254,60540.9175298846,60038.2598218283,56754.738916179114,73593.02918039936,74831.26323521568,55935.81227050262,72644.3617516339,73727.45925907901,56677.31571982964,73084.95071147355,74623.53057728232,59270.724815456924,16799.62618138056,18124.27113863756
2025-06-12,51647.17201908367,50585.75983038083,57270.166371579246,97987.29300340399,90304.55501394716,54409.29244168944,61834.94548357698,61307.10389764663,55558.57255209746,51541.14842967524,50530.159030883944,56293.293334883936,49765.40734183282,48702.40395888667,55322.04847899541,51571.82685650589,50406.18602418665,57087.45339481068,-5622.994352495574,-6684.406541198412
2025-06-13,23116.414824062667,20910.980735981426,25969.223060138618,31687.31318983827,39369.60493786424,23816.97364208538,29487.440901427406,29030.048858501275,24817.658282283806,23286.28574057029,21077.608994396276,24697.53411578707,22306.350378142753,20072.71954505396,24802.867781730274,23116.144071427123,20906.034090239584,25954.87676384232,-2852.808236075951,-5058.242324157192
2025-06-14,20135.807494831126,20317.09848002158,25937.854104363898,28496.418323628215,38080.916709140096,23799.86913832427,29376.713588127193,28933.198175471163,24810.566895931406,20383.979305116434,20445.78384726603,24716.017039569186,19447.63802180191,19606.224396201305,24745.850095276943,20135.38309789862,20312.1169985401,25923.507808067603,-5802.046609532772,-5620.755624342317
2025-06-15,48781.934996823235,50158.43426759543,56463.399154676794,96108.1993753643,89612.23479410356,53636.09095593983,61025.058421238566,60363.566093528345,54884.32019828665,48752.833258073355,50159.14634867049,55337.1540859633,46926.719426262665,48260.07558232441,54565.846385959674,48680.33686398374,49368.54235280001,56287.13108808911,-7681.464157853559,-6304.964887081362
2025-06-16,50112.03526415229,61558.25223384339,57077.02213208357,99310.15740112346,93040.49848199938,54248.15790969934,61637.64567736701,59692.03639208895,55559.59369432609,49853.42682252996,61492.82183947248,55762.012579835486,48182.486614370915,59888.90419491917,55126.5978947493,50864.87594875682,60771.33667583648,56892.61642366083,-6964.9868679312785,4481.230101759822
2025-06-17,60970.54724358945,64376.78383524712,56726.983598915256,102765.8286132981,93098.82425040561,54004.00351112564,61215.66779968545,57783.034273206824,55224.510541839234,60841.11303041127,64262.1665617659,55681.91708479659,59498.48097184132,63204.72810853142,54769.03198213425,60783.464419121185,64123.45251993117,56542.33818336448,4243.563644674192,7649.8002363318665
2025-06-18,48923.71434758605,50338.15448009584,57560.12315839927,88795.7887353735,82725.03782753902,54691.96830350285,62183.15680961552,57897.89095035039,56095.97999586963,48898.313818408555,50310.77961554522,56695.24342834472,47204.420993160435,48629.089990957196,55590.03987613343,48771.93562734516,50372.151524941975,57374.808199162006,-8636.40881081322,-7221.968678303427
2025-06-19,49294.12212729655,48088.630186901755,57097.04476043523,93069.98500033129,87463.48485023643,54426.9719048031,61496.43397118235,56071.39552489323,55704.0546807185,49152.600638174554,47992.42599021337,56054.617736490065,47604.08825328745,46518.533228725784,55124.38913239191,49163.268300720076,48193.18656802871,56913.002894188445,-7802.922633138682,-9008.414573533475
2025-06-20,21391.143267924697,18959.979185190914,24833.90317797401,33805.52409517056,35904.40693368881,22613.84357622729,28395.33184960526,22414.54366754646,23834.883136372457,21479.98408980878,19212.83423683162,23759.726548077073,20592.519653414984,18290.42644351438,23676.769070023758,21408.80788000335,18960.60838370206,24819.556881677716,-3442.7599100493135,-5873.923992783097
2025-06-21,21439.74864044906,20611.894404895495,24416.204919322758,33737.139218494354,39673.12979781867,22375.18900306778,27970.32851381181,21494.507429664423,23455.254209454575,21779.317168124737,20846.853488807315,23263.383565950346,20609.241812615433,19805.779337067903,23193.169722208615,21457.28254332507,20612.52360340664,24401.858623026463,-2976.4562788736985,-3804.310514427263
2025-06-22,46554.06687407246,57037.52070293402,54579.00885743311,87560.83435704203,81858.55003628097,51584.92171331327,59268.881553566,49268.55424321425,53179.19063157477,46309.00311103934,56823.206088500476,53276.48377545447,45081.35875516387,56614.351350139455,52716.80592710275,46584.24022172159,57011.14007528464,54408.33585664984,-8024.941983360652,2458.511845500914
2025-06-23,47555.43068320635,48651.132347125436,54595.98816820203,92448.23198480364,85194.81142899794,51547.051686201106,59265.076589251395,49430.63419133586,53146.52591799425,47385.852828791314,48580.442899386464,53590.88506877928,45485.67289413104,47173.10673614001,52709.774442643975,47200.191141525356,48627.03064385999,54419.626706036834,-7040.557484995676,-5944.855821076591
2025-06-24,86290.89245474136,95534.1126082585,59921.7466667229,113513.13918584675,102852.44846488016,60494.23178237031,59562.50392717632,66911.32130407063,60387.11345881267,86059.05711748535,95420.50011256854,59003.70839047469,85605.32560493742,95934.73087542236,60020.259933363566,85704.04968343806,95582.40452329394,62285.919546162775,26369.14578801846,35612.365941535594
2025-06-25,54886.68934626409,50307.49526136478,54013.35507806338,95455.7232631923,88708.41957117004,50908.37152721452,58758.874585931015,49404.10258773681,52444.33695928513,54832.16653443708,50244.16816707553,53046.21115658381,53006.58439745757,48465.25332658457,52144.047053412774,54296.60663914095,50157.163236139226,53838.44847398072,873.334268200706,-3705.859816698605
2025-06-26,48012.664840460246,47310.95789113324,54470.37195431315,92754.75339059511,86117.32444348617,51494.74227456693,59271.54040720304,49801.37848862703,53039.80982466533,47978.66455613595,47290.856694030335,53524.21659557278,46745.092543729115,45616.68837509123,52569.93521112835,49111.28926574966,47290.96493396747,54292.17463294035,-6457.707113852906,-7159.414063179909
2025-06-27,24606.546719922157,18879.18188571129,22758.355008400296,38709.3226665398,38313.31871415552,20717.999154682668,26369.337955061033,20100.787472308988,21719.708370193304,24580.217151547913,19108.644145520568,21671.19989746182,23217.166737906955,18170.40054032957,21541.07390308596,24626.962776411376,18884.712241885314,22744.008712104,1848.1917115218603,-3879.173122689008
2025-06-28,18778.153478071177,18772.93500090439,22696.83853681314,36240.12964210429,38593.46766808663,20873.66192992939,26317.620084024606,19747.019732908953,21942.761006631226,18910.25824534991,18865.845486797232,21594.486195722027,17740.909274909613,17936.719572372098,21651.244675950948,18798.437141398674,18778.520833747476,22682.492240516844,-3918.6850587419613,-3923.90353590875
2025-06-29,52475.77955104611,55527.9845577083,53551.331986007266,91940.1833024386,84731.74873160702,50081.43769348786,58419.67152095128,48484.51882307319,51648.0607898395,52580.65189753016,55381.49975453838,52547.24669473673,50012.07003819949,55197.92119967865,51705.0356402563,51350.66591909693,55473.86737750156,53380.427542322184,-1075.5524349611587,1976.6525717010372
2025-06-30,47917.72103637664,50023.774908709405,53645.20155548721,93928.41100679916,85444.6778544467,50778.976969020965,58196.68233699867,49964.60925708803,52530.36760363491,47698.22065070143,50053.46587201641,52469.45178735001,46821.60310798577,48485.494137787195,51745.10807621445,49678.27206855228,49702.54479955673,53464.200497014106,-5727.48051911057,-3621.426646777807
2025-07-01,84882.97412159969,86707.62896366366,61755.49609324262,115174.43564024434,99939.35403527271,67727.23315301318,60542.54131300302,68035.63888208663,61038.891295159156,84950.51013999507,87073.99188393947,60965.31334674934,83375.0614939355,85152.39565940434,60071.83867000474,84398.61135230721,85521.72758518548,62033.12701484337,23127.478028357073,24952.132870421046
2025-07-02,71520.59161978649,90123.80268373828,60408.07227457554,102050.6499748417,87863.29463241385,62466.44437680599,58999.930019598854,63006.51757544684,59377.01039454886,72150.18597374561,89956.40661889316,60648.33138052689,70892.43978248705,88451.6776846525,58555.1919320622,73307.46869195308,89881.60958976315,60224.600706689576,11112.519345210945,29715.730409162737
2025-07-03,100000.94664780927,151842.2451620988,66232.66381932527,119975.68233694736,102302.4869372634,78248.04851280252,58633.73548476452,71299.60662699233,64040.0979301068,100691.08523692837,149866.39132994847,66174.39147334923,99981.80879612027,154222.41144912125,63507.397474444195,99927.6338672093,151774.8176299895,65539.8496390607,33768.28282848399,85609.58134277354
2025-07-04,52380.302544365266,60858.59598687376,41377.164239933314,57835.12211256146,57763.04655632825,44754.96290282088,33477.02657596721,38633.08044736869,40466.18057396156,51149.97755238293,59200.88686499624,41205.675467388064,49928.87137607053,60077.127570445606,39303.68270963943,51097.103093202466,60671.50167901933,41367.911537080305,11003.138304431952,19481.43174694045
2025-07-05,53266.02997484869,65176.991766698986,38230.10994598837,53217.22819237277,54802.44113388976,45235.0139439419,28172.614792535842,30395.487471342563,35914.4430007343,52645.39250957301,63991.85568296627,38449.83711851664,52483.81643493243,64414.4282858496,37228.616186507585,53082.70059415312,64991.62863467407,38221.32628211143,15035.920028860317,26946.881820710616
2025-07-06,123436.64028456695,148464.21367649708,89374.4203772634,124921.98370394715,113563.02829229778,103212.37444682007,77483.90337967039,81630.29448673443,80529.0278187025,121952.4734073273,145683.75038215076,89864.94134837657,123721.86422381975,150890.28603627262,88006.60939981457,123257.94903208624,148433.40900627777,89080.47623294526,34062.219907303544,59089.79329923367
2025-07-07,83442.3429487145,90151.27945256804,56011.96075893007,102258.43181759317,87197.44752513105,61603.15293104391,53777.72758962876,52663.27761345113,55363.88500537547,82075.69866713209,88592.99018904647,56109.11403002034,83187.54712580796,89756.262527467,54388.811261292256,83557.77129547403,90294.60470700027,55927.441426211655,27430.382189784432,34139.318693637964
2025-07-08,54722.72788450807,72518.66805999448,59552.824543509254,99777.33778813189,87763.84548017215,56987.789223345615,63212.814435158754,62052.33632490187,60426.406292631065,55184.32729650954,72889.72957853515,59712.24192595679,53014.25751500418,70398.5572876846,57764.58373405931,54619.38604720956,72074.76721624892,59381.78706302075,-4830.096659001181,12965.843516485227
2025-07-09,52354.47821917916,51268.955859947935,57855.55893381405,94528.34482768895,84725.28971597733,55116.60809361086,61696.59510468603,59939.724972317796,58820.85446860951,52173.591271817466,51206.89887950378,56814.77508724414,50842.80548060804,49794.45015821493,56125.88972665942,52309.09317787004,51251.583514336075,57713.5753911312,-5501.080714634889,-6586.603073866114
2025-07-10,53409.605999948115,53341.91846562213,58050.27708815657,93300.18219319724,85978.69829376566,55535.473323565515,61747.8117552387,60144.024416149776,59280.96555971229,53323.12483152531,53269.66873469094,56949.55142020529,51905.42421826117,51542.459093651705,56308.97379989667,53377.11311058339,53225.913959061836,57923.2938368155,-4640.671088208452,-4708.358622534433
2025-07-11,33013.79075304368,27248.710281798638,29299.72178567014,39617.39424539193,49019.710718336995,27398.895898468658,31673.406329539168,31590.730625436077,29506.88239336419,33167.40602315077,27349.3312701888,28122.425113033987,32350.76406324864,26388.424582193657,28237.238763370926,33018.97578831729,27245.484221150487,29311.66468412288,3714.0689673735396,-2051.011503871501
2025-07-12,25998.133750772635,26541.3036112288,29797.082560654446,36348.8391219025,46193.66713904726,27818.894987344047,32098.44953013229,32053.34008750573,29931.735676490876,26394.651816991987,26485.28340421969,28818.79789882473,25260.783777627963,25612.71275453738,28734.076753729965,25992.684784815727,26536.32212974731,29809.270737702107,-3798.948809881811,-3255.7789494256467
2025-07-13,51598.14459239549,52400.43847630994,57073.100521245025,90219.89587908592,84494.59126986087,54313.328092931195,60668.74899954891,59247.40734439183,58098.0882797578,51534.860211582694,52380.47075230837,56078.14655525571,50160.707642869704,50877.32972856491,55410.12078493548,51580.99961537333,52369.15462040994,56957.773978808065,-5474.955928849537,-4672.6620449350885
