policy,date,start,success,status,message,nit,nfev,initial_score_yuan,incumbent_score_yuan,final_score_yuan,selected_index
D28,2025-07-13,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112,200,63947.06255187727,58180.60986500593,58180.60986500593,1
D28,2025-07-14,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,282,58239.225121558855,57578.638369301196,57578.638369301196,4
D28,2025-07-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,293,63222.82133250355,57577.14873994826,57577.14873994826,4
D28,2025-07-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,329,59470.8004140981,58767.519851231664,58767.519851231664,1
D28,2025-07-15,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,190,64730.25296072882,58801.455632246594,58801.455632246594,1
D28,2025-07-16,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98,175,57260.124675520696,56490.666827576104,56490.666827576104,4
D28,2025-07-16,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,178,284,61981.370298858805,56468.747223474296,56468.747223474296,4
D28,2025-07-17,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,57438.85167391162,56734.79993607593,56734.79993607593,1
D28,2025-07-17,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,285,62370.101216486764,56738.18869299565,56738.18869299565,1
D28,2025-07-18,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25,92,29160.657324699656,28536.592016893243,28536.592016893243,4
D28,2025-07-18,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,243,34092.096038495,28523.132432970484,28523.132432970484,4
D28,2025-07-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,112,29840.16305398678,29231.916359302897,29231.916359302897,4
D28,2025-07-19,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,34803.86452476371,29222.41101283649,29222.41101283649,4
D28,2025-07-20,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,258,56260.61604301041,55615.54683124982,55615.54683124982,1
D28,2025-07-20,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171,315,61168.9668552714,55626.62981246788,55626.62981246788,1
D28,2025-07-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,57312.872767571724,56650.640297631966,56650.640297631966,4
D28,2025-07-21,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,62123.10229176969,56649.11810787807,56649.11810787807,4
D28,2025-07-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,253,57624.50546586526,56965.43195364838,56965.43195364838,1
D28,2025-07-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,245,62702.97372200638,56990.18462414828,56990.18462414828,1
D28,2025-07-23,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,146,247,57257.164908841114,56562.80412022654,56562.80412022654,1
D28,2025-07-23,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,91,150,62619.32002762049,56601.67374833601,56601.67374833601,1
D28,2025-07-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,329,57184.44961264106,56501.343726307365,56501.343726307365,1
D28,2025-07-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,62614.292303810325,56505.85881015064,56505.88139122526,1
D28,2025-07-25,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,288,28833.090930647748,28234.313887127682,28234.313887127682,1
D28,2025-07-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,294,33853.0620505364,28236.725751951333,28236.725751951333,1
D28,2025-07-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,138,29820.555422823036,29244.868203569127,29244.868203569127,4
D28,2025-07-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,286,34747.751954385334,29238.282745043456,29238.282745043456,4
D28,2025-07-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,55963.83643230132,55349.97497966775,55349.97497966775,1
D28,2025-07-27,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,269,61191.00397731326,55358.065260679665,55358.065260679665,1
D28,2025-07-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,56520.35327107857,55744.0133664914,55744.0133664914,1
D28,2025-07-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,273,61732.23853902237,55756.73602073456,55756.73602073456,1
D28,2025-07-29,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,89,155,58595.01107047518,57908.48575679354,57908.48575679354,1
D28,2025-07-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,274,65448.46198630213,57919.960510254576,57919.960510254576,1
D28,2025-07-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,281,58222.04000293166,57545.11153215914,57545.11153215914,1
D28,2025-07-30,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,290,63703.84267370081,57548.718218441296,57548.718218441296,1
D28,2025-07-31,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,185,57883.20766560326,57128.5936545307,57128.5936545307,1
D28,2025-07-31,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,240,63203.84760371194,57134.83319072231,57134.83319072231,1
D28,2025-08-01,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,149,28463.432517532958,28096.082787307023,28096.082787307023,4
D28,2025-08-01,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137,239,34005.7168404203,28094.3423958003,28094.3423958003,4
D28,2025-08-02,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,174,28559.250169592447,27973.178182935462,27973.178182935462,4
D28,2025-08-02,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101,187,34213.459032421575,27966.886746131935,27966.886746131935,4
D28,2025-08-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,55037.23353019854,54138.641425645554,54138.641425645554,1
D28,2025-08-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,260,61063.01660746184,54153.70209753216,54153.70209753216,1
D28,2025-08-04,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60,120,52607.27671883125,51673.364241606534,51673.364241606534,4
D28,2025-08-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,310,59398.680997435156,51636.26865104692,51636.26865104692,4
D28,2025-08-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,290,48411.5129300229,47276.3939787612,47276.3939787612,1
D28,2025-08-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,285,55929.009531113035,47303.533199943486,47303.533199943486,1
D28,2025-08-06,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,259,47644.59420062936,46490.1651281749,46490.1651281749,1
D28,2025-08-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,323,55590.0467567727,46522.6414632557,46522.6414632557,1
D28,2025-08-07,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,122,243,47025.5644222327,45902.69343235457,45902.69343235457,1
D28,2025-08-07,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,266,54837.3458453108,45936.98860308015,45936.98860308015,1
D28,2025-08-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,23331.720830766855,22688.34623681492,22688.34623681492,4
D28,2025-08-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,272,30893.389889346676,22687.921801710636,22687.921801710636,4
D28,2025-08-09,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,134,215,22948.68118564642,22224.025975813685,22224.025975813685,1
D28,2025-08-09,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,293,30535.82622809282,22225.104562417673,22225.104562417673,1
D28,2025-08-10,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,299,46272.0940649153,45148.823579237265,45148.823579237265,1
D28,2025-08-10,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,157,268,54709.32710340283,45175.320001377055,45175.320001377055,1
D28,2025-08-11,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,31,91,46525.50045517861,45410.56313424014,45410.56313424014,1
D28,2025-08-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,54169.62226690593,45426.83092696531,45426.83092696531,1
D28,2025-08-12,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99,164,45434.645995067716,44189.37339600736,44189.37339600736,1
D28,2025-08-12,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,174,53455.909071454866,44223.999125561204,44223.999125561204,1
D28,2025-08-13,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,297,46518.835268796494,45473.80688530118,45473.80688530118,1
D28,2025-08-13,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,246,54076.492926498126,45498.65126715113,45498.65126715113,1
D28,2025-08-14,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,262,46269.26843567695,45208.16740599833,45208.16740599833,1
D28,2025-08-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,324,53803.16645606854,45240.37979260999,45240.37979260999,1
D28,2025-08-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,292,22884.39044862943,22242.26094437025,22242.26094437025,1
D28,2025-08-15,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64,122,30137.876196280322,22271.898161840738,22271.898161840738,1
D28,2025-08-16,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,150,23158.16701340673,22607.012587639118,22607.012587639118,4
D28,2025-08-16,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,98,187,30732.22123285199,22603.2344348096,22603.2344348096,4
D28,2025-08-17,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,122,270,46613.30479443905,45591.457971613774,45591.457971613774,1
D28,2025-08-17,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125,238,54609.11622130026,45619.704419138085,45619.704419138085,1
D28,2025-08-18,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,124,194,46401.1028384123,45361.546145446686,45361.546145446686,1
D28,2025-08-18,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,121,208,54422.40044184676,45388.80383317209,45388.80383317209,1
D28,2025-08-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123,239,47056.32285085483,45995.669498815536,45995.669498815536,1
D28,2025-08-19,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,297,55168.240504861154,46022.0142918888,46022.0142918888,1
D28,2025-08-20,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97,171,46553.41451157228,45444.71365690555,45444.71365690555,1
D28,2025-08-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,54403.35129959282,45465.79959752171,45465.79959752171,1
D28,2025-08-21,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16,48,47922.42333335722,46822.7487892387,46822.7487892387,1
D28,2025-08-21,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168,279,56585.60873193776,46826.15386317159,46826.15386317159,1
D28,2025-08-22,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,229,23632.54256147727,22933.58423980713,22933.58423980713,4
D28,2025-08-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82,136,30889.833998247217,22932.36687621162,22932.36687621162,4
D28,2025-08-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,279,24132.847788751063,23458.12921705988,23458.12921705988,4
D28,2025-08-23,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,144,264,31879.672970154166,23453.714921098886,23453.714921098886,4
D28,2025-08-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,48445.02097387801,47232.602929775734,47232.602929775734,1
D28,2025-08-24,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,138,221,56722.57590682861,47280.81490473911,47280.81490473911,1
D28,2025-08-25,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,48868.43268024086,47691.4925996006,47691.4925996006,1
D28,2025-08-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,56304.684744507416,47727.064977763104,47727.064977763104,1
D28,2025-08-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,107,179,49157.920239723746,48007.44493368526,48007.44493368526,1
D28,2025-08-26,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,142,228,57035.77379057039,48052.80179446104,48052.80179446104,1
D28,2025-08-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,287,49313.231470961065,48189.16378946193,48189.16378946193,1
D28,2025-08-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,122,217,56113.72279849875,48238.811582663046,48238.811582663046,1
D28,2025-08-28,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,164,49202.1395733904,48106.726814856374,48106.726814856374,1
D28,2025-08-28,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97,185,56260.20968483129,48159.495161517865,48159.495161517865,1
D28,2025-08-29,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79,180,25537.642382848466,24774.0984109011,24774.0984109011,4
D28,2025-08-29,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,159,309,33108.75417168723,24758.106248220167,24758.106248220167,4
D28,2025-08-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,283,25239.544160295016,24365.157994976467,24365.157994976467,1
D28,2025-08-30,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,169,32302.897069000122,24374.0717924173,24374.0717924173,1
D28,2025-08-31,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,50151.97253368581,49077.23504214149,49077.23504214149,1
D28,2025-08-31,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,146,268,58907.33488013876,49115.38535375775,49115.38535375775,1
D28,2025-09-01,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,239,49891.802441551394,48795.937078771996,48795.937078771996,1
D28,2025-09-01,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,248,56576.95606801962,48826.108492206135,48826.108492206135,1
D28,2025-09-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,48251.26413312464,47146.39904014292,47146.39904014292,1
D28,2025-09-02,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,55652.50573358159,47153.06139334581,47153.06139334581,1
D28,2025-09-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,253,47509.73713123284,46415.39715019627,46415.39715019627,1
D28,2025-09-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,54882.76704975817,46427.063532450265,46427.063532450265,1
D28,2025-09-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,47894.806788023605,46817.016851085406,46817.016851085406,1
D28,2025-09-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,253,54973.67876831114,46822.507417358924,46822.507417358924,1
D28,2025-09-05,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140,255,22303.162470992185,21527.69833481078,21527.69833481078,1
D28,2025-09-05,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,71,159,30245.84297375288,21537.522444842,21537.522444842,1
D28,2025-09-06,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,64,157,23149.71509210063,22371.10180836287,22371.10180836287,4
D28,2025-09-06,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140,271,30531.025968556616,22366.5198499773,22366.5198499773,4
D28,2025-09-07,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,45424.233901159976,44439.823710187076,44439.823710187076,1
D28,2025-09-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,241,53497.39772306088,44463.74058831896,44463.74058831896,1
D28,2025-09-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,297,36227.06930584369,35220.792588543736,35220.792588543736,1
D28,2025-09-08,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,169,274,44884.35923558376,35245.447089293506,35245.447089293506,1
D28,2025-09-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,287,39417.77610546685,38674.88117340533,38674.88117340533,1
D28,2025-09-09,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,265,48242.806098464396,38706.164565199535,38706.164565199535,1
D28,2025-09-10,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,46,144,39596.6232949339,38817.65905144257,38817.65905144257,1
D28,2025-09-10,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,108,177,48277.727988817795,38845.529382003144,38845.529382003144,1
D28,2025-09-11,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,40633.386442256444,39999.32973265597,39999.335336510645,1
D28,2025-09-11,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,204,48779.78009103107,40041.77165333606,40041.77165333606,1
D28,2025-09-12,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,16482.831829568397,16018.913625598254,16018.913625598254,4
D28,2025-09-12,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,278,24050.931914694964,16015.586887126714,16015.586887126714,4
D28,2025-09-13,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,119,189,17931.177014691664,17460.55373821889,17460.55373821889,1
D28,2025-09-13,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,127,224,25876.09054681649,17461.470045220307,17461.470045220307,1
D28,2025-09-14,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,268,40965.83749921714,40363.33297810583,40363.33297810583,1
D28,2025-09-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,48814.55224011296,40399.489671443334,40399.489671443334,1
D28,2025-09-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,262,42192.48492986338,41495.42022752939,41495.42022752939,1
D28,2025-09-15,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,154,265,49434.34104075157,41535.34365272245,41535.34365272245,1
D28,2025-09-16,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,42377.813106788315,41651.85364435257,41651.85364435257,1
D28,2025-09-16,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,180,49801.419992727424,41685.614467129424,41685.614467129424,1
D28,2025-09-17,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,75,43061.05375292714,42401.04362484895,42401.04362484895,4
D28,2025-09-17,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,274,51032.54423373184,42393.413639656865,42393.413639656865,4
D28,2025-09-18,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,257,42499.58120246728,41872.42244706509,41872.42244706509,1
D28,2025-09-18,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,173,280,49889.49902652126,41884.69172022013,41884.69172022013,1
D28,2025-09-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143,235,18050.77412687331,17611.802591123374,17611.802591123374,1
D28,2025-09-19,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,112,195,25287.057950620914,17613.296477331616,17613.296477331616,1
D28,2025-09-20,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,18534.832005942255,18102.994816811944,18102.994816811944,1
D28,2025-09-20,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,167,272,25890.304020395102,18104.79573841397,18104.79573841397,1
D28,2025-09-21,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82,148,44290.39613983396,43666.54390211312,43666.54390211312,1
D28,2025-09-21,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,269,51828.45957088294,43697.99175138032,43697.99175138032,1
D28,2025-09-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,43642.47255835477,42975.24841817434,42975.24841817434,1
D28,2025-09-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137,223,50512.46963339226,43010.544209109845,43010.544209109845,1
D28,2025-09-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,45332.25192039128,44627.55307833005,44627.55307833005,1
D28,2025-09-23,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,283,53566.769856545594,44659.439959654934,44659.439959654934,1
D28,2025-09-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,45114.11622417515,44417.44984097681,44417.44984097681,1
D28,2025-09-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,260,52665.64336337956,44446.71932252972,44446.71932252972,1
D28,2025-09-25,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,80,45306.30970719345,44640.380450720986,44640.380450720986,4
D28,2025-09-25,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,263,52338.74260087594,44638.191305834356,44638.191305834356,4
D28,2025-09-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22,70,18646.875785941098,18144.445233970368,18144.445233970368,4
D28,2025-09-26,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123,232,25714.050368017026,18104.568434584296,18104.568434584296,4
D28,2025-09-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,253,19179.750401892143,18634.246241076635,18634.246241076635,1
D28,2025-09-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,59,138,26996.29899986122,18653.424071868467,18653.424071868467,1
D28,2025-09-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,270,45889.184236236135,45203.09570667774,45203.09570667774,1
D28,2025-09-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,54663.09464042562,45247.2956737658,45247.2956737658,1
D28,2025-09-29,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,46055.69889786091,45339.93865290877,45339.93865290877,1
D28,2025-09-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,271,52917.10340318258,45378.4822116763,45378.4822116763,1
D28,2025-09-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,47105.497186229855,46344.31131065253,46344.31131065253,1
D28,2025-09-30,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,54924.78287985246,46382.58155594679,46382.58155594679,1
D28,2025-10-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,244,46970.76217037152,46210.402336460094,46210.402336460094,1
D28,2025-10-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,258,54455.99276203617,46255.24677120752,46255.24677120752,1
D28,2025-10-02,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,132,211,45449.855707321956,44704.98772368656,44704.98772368656,1
D28,2025-10-02,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,273,51357.77053924519,44748.98722958335,44748.98722958335,1
D28,2025-10-03,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,157,272,18187.065520235927,17592.00852744591,17592.00852744591,4
D28,2025-10-03,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,287,24810.36295818485,17591.927415409624,17591.927415409624,4
D28,2025-10-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,272,19520.99342200287,18871.8527077423,18871.8527077423,1
D28,2025-10-04,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,94,188,25924.811964377728,18876.73585657961,18876.73585657961,1
D28,2025-10-05,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,258,44099.22818200346,43291.13532517367,43291.13532517367,1
D28,2025-10-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,50290.74018741392,43325.21300670841,43325.21300670841,1
D28,2025-10-06,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,46384.57463006698,45503.146978894176,45503.146978894176,1
D28,2025-10-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,52462.60900403134,45530.60695387253,45530.60695387253,1
D28,2025-10-07,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,40,128,45262.79291850395,44417.981227856566,44417.981227856566,4
D28,2025-10-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,287,51881.52332513152,44410.04447250154,44410.04447250154,4
