date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,policy,baseline
2025-11-24,1123.4828974185148,0.0,1123.4828974185148,D56,P_floor
2025-11-25,1113.480061880131,0.0,1113.480061880131,D56,P_floor
2025-11-26,1140.3503106488133,0.0,1140.3503106488133,D56,P_floor
2025-11-27,1019.0983049936549,0.0,1019.0983049936549,D56,P_floor
2025-11-28,821.8415975395437,0.0,821.8415975395437,D56,P_floor
2025-11-29,592.4081229861549,0.0,592.4081229861549,D56,P_floor
2025-11-30,619.2685617482202,0.0,619.2685617482202,D56,P_floor
2025-12-01,696.0325919823226,-6722.524037144642,-6026.491445162319,D56,P_floor
2025-12-02,751.4983263981412,-8674.103872905205,-7922.605546507068,D56,P_floor
2025-12-03,921.6339677604628,-8428.013271121617,-7506.379303361151,D56,P_floor
2025-12-04,990.1089349128015,-3746.830077215247,-2756.721142302442,D56,P_floor
2025-12-05,899.0789146748903,-5408.455878209542,-4509.376963534654,D56,P_floor
2025-12-06,944.1294038308624,-9115.239073378816,-8171.109669547954,D56,P_floor
2025-12-07,742.1724193891569,-1913.8286974305427,-1171.6562780413878,D56,P_floor
2025-12-08,383.39175598217116,0.0,383.39175598217116,D56,P_floor
2025-12-09,679.1829180173081,0.0,679.1829180173081,D56,P_floor
2025-12-10,685.8601051394071,0.0,685.8601051394071,D56,P_floor
2025-12-11,656.5053226652672,0.0,656.5053226652672,D56,P_floor
2025-12-12,491.2204831668496,0.0,491.2204831668496,D56,P_floor
2025-12-13,453.3553073457442,0.0,453.3553073457442,D56,P_floor
2025-12-14,835.6794907939548,0.0,835.6794907939548,D56,P_floor
2025-12-15,975.798302879055,0.0,975.798302879055,D56,P_floor
2025-12-16,1161.0222239422292,0.0,1161.0222239422292,D56,P_floor
2025-12-17,1292.602409653453,0.0,1292.602409653453,D56,P_floor
2025-12-18,1191.2479776834225,0.0,1191.2479776834225,D56,P_floor
2025-12-19,548.7229995548332,0.0,548.7229995548332,D56,P_floor
2025-12-20,344.49053695147086,0.0,344.49053695147086,D56,P_floor
2025-12-21,1202.8171734347852,0.0,1202.8171734347852,D56,P_floor
2025-12-22,1014.2879462506389,0.0,1014.2879462506389,D56,P_floor
2025-12-23,973.7070856235368,0.0,973.7070856235368,D56,P_floor
2025-12-24,1048.1074611255463,0.0,1048.1074611255463,D56,P_floor
2025-12-25,1206.3964139530872,0.0,1206.3964139530872,D56,P_floor
2025-12-26,753.3575341661781,0.0,753.3575341661781,D56,P_floor
2025-12-27,748.7098611383262,0.0,748.7098611383262,D56,P_floor
2025-12-28,805.2232280512471,151.02254731828134,956.2457753695271,D56,P_floor
2025-12-29,581.7682091121023,0.0,581.7682091121023,D56,P_floor
2025-12-30,124.00722807741113,191.98243540721916,315.98966348463,D56,P_floor
2025-12-31,-431.97583221382956,0.0,-431.97583221382956,D56,P_floor
2025-02-01,1682.893064740434,0.0,1682.893064740434,D56,X_strong_morning85
2025-02-02,1198.1225651596105,0.0,1198.1225651596105,D56,X_strong_morning85
2025-02-03,709.3325721142828,0.0,709.3325721142828,D56,X_strong_morning85
2025-02-04,708.9854602889754,0.0,708.9854602889754,D56,X_strong_morning85
2025-02-05,601.3746384539481,0.0,601.3746384539481,D56,X_strong_morning85
2025-02-06,646.4275157910088,37.44900807562037,683.876523866631,D56,X_strong_morning85
2025-02-07,707.2818154826164,0.0,707.2818154826164,D56,X_strong_morning85
2025-02-08,440.0835893768781,0.0,440.0835893768781,D56,X_strong_morning85
2025-02-09,518.8594986343232,893.0019462487812,1411.8614448831067,D56,X_strong_morning85
2025-02-10,563.4097570051672,0.0,563.4097570051672,D56,X_strong_morning85
2025-02-11,470.4543995182612,0.0,470.4543995182612,D56,X_strong_morning85
2025-02-12,500.97826322687615,0.0,500.97826322687615,D56,X_strong_morning85
2025-02-13,254.02476115132595,0.0,254.02476115132595,D56,X_strong_morning85
2025-02-14,904.2547584044041,-344.68857329237255,559.5661851120312,D56,X_strong_morning85
2025-02-15,756.7884573861629,-1263.0156233843447,-506.2271659981816,D56,X_strong_morning85
2025-02-16,371.3093886405477,660.2720767848045,1031.5814654253554,D56,X_strong_morning85
2025-02-17,552.0764933316241,86.05055956745134,638.1270528990717,D56,X_strong_morning85
2025-02-18,409.21408693364356,178.35877329397965,587.5728602276286,D56,X_strong_morning85
2025-02-19,499.79584267008613,458.03828061302625,957.834123283108,D56,X_strong_morning85
2025-02-20,420.69867802291265,153.45265880701785,574.1513368299275,D56,X_strong_morning85
2025-02-21,761.1029015984932,-511.34605074316966,249.75685085532677,D56,X_strong_morning85
2025-02-22,689.7146324058922,0.0,689.7146324058922,D56,X_strong_morning85
2025-02-23,382.6691223424714,136.42752224079982,519.0966445832673,D56,X_strong_morning85
2025-02-24,374.3051699461357,155.6833459124178,529.988515858553,D56,X_strong_morning85
2025-02-25,417.8956331227164,410.1045604758259,828.000193598542,D56,X_strong_morning85
2025-02-26,312.3442089424134,56.04983999999971,368.39404894241306,D56,X_strong_morning85
2025-02-27,534.2778000849212,115.30807146596293,649.5858715508875,D56,X_strong_morning85
2025-02-28,629.9590723280598,-105.43998871007348,524.5190836179863,D56,X_strong_morning85
2025-03-01,638.8450670525344,0.0,638.8450670525344,D56,X_strong_morning85
2025-03-02,437.60324386585853,630.6923370767072,1068.295580942562,D56,X_strong_morning85
2025-03-03,907.7084813167166,-1210.3371742651034,-302.6286929483904,D56,X_strong_morning85
2025-03-04,1033.5557230648337,0.0,1033.5557230648337,D56,X_strong_morning85
2025-03-05,933.9408838736126,14.95268999999985,948.8935738736109,D56,X_strong_morning85
2025-03-06,902.2162354253305,0.0,902.2162354253305,D56,X_strong_morning85
2025-03-07,759.9424054859264,0.0,759.9424054859264,D56,X_strong_morning85
2025-03-08,748.7550839649812,-534.6033186616361,214.1517653033443,D56,X_strong_morning85
2025-03-09,854.3171350394259,0.0,854.3171350394259,D56,X_strong_morning85
2025-03-10,799.0585025804103,-1722.8020996316645,-923.7435970512597,D56,X_strong_morning85
2025-03-11,972.8000660563994,0.0,972.8000660563994,D56,X_strong_morning85
2025-03-12,978.4115806849513,0.0,978.4115806849513,D56,X_strong_morning85
2025-03-13,978.4062295391705,-4645.685061136277,-3667.2788315971047,D56,X_strong_morning85
2025-03-14,1032.9009010675381,-1377.0674664756702,-344.16656540813347,D56,X_strong_morning85
2025-03-15,811.6079892425878,-895.8878342386325,-84.27984499604645,D56,X_strong_morning85
2025-03-16,1226.111379802198,0.0,1226.111379802198,D56,X_strong_morning85
2025-03-17,1077.1773607767755,0.0,1077.1773607767755,D56,X_strong_morning85
2025-03-18,1090.969960218048,-1371.914876377492,-280.9449161594457,D56,X_strong_morning85
2025-03-19,1065.2390073542847,0.0,1065.2390073542847,D56,X_strong_morning85
2025-03-20,1074.1260373036712,0.0,1074.1260373036712,D56,X_strong_morning85
2025-03-21,832.6960286204976,-1887.539584743107,-1054.8435561226106,D56,X_strong_morning85
2025-03-22,911.1311791920052,0.0,911.1311791920052,D56,X_strong_morning85
2025-03-23,1028.570236353502,-3.9057186365740395,1024.6645177169266,D56,X_strong_morning85
2025-03-24,1078.9998201125563,0.0,1078.9998201125563,D56,X_strong_morning85
2025-03-25,1064.258680625695,-3614.6188725252055,-2550.3601918995046,D56,X_strong_morning85
2025-03-26,1309.440675727892,0.0,1309.440675727892,D56,X_strong_morning85
2025-03-27,1245.5729864340392,0.0,1245.5729864340392,D56,X_strong_morning85
2025-03-28,865.9242626796149,-154.83293373729884,711.0913289423152,D56,X_strong_morning85
2025-03-29,784.4654177597095,-220.86075288638727,563.6046648733227,D56,X_strong_morning85
2025-03-30,881.5331374295347,0.0,881.5331374295347,D56,X_strong_morning85
2025-03-31,786.6538855504405,-2497.4198137106473,-1710.76592816021,D56,X_strong_morning85
2025-04-01,915.834465333879,-4166.422150204399,-3250.587684870523,D56,X_strong_morning85
2025-04-02,785.9748227377713,-1698.4181527914461,-912.4433300536766,D56,X_strong_morning85
2025-04-03,1024.6740227259288,0.0,1024.6740227259288,D56,X_strong_morning85
2025-04-04,837.0894698918291,0.0,837.0894698918291,D56,X_strong_morning85
2025-04-05,918.3921801600445,0.0,918.3921801600445,D56,X_strong_morning85
2025-04-06,841.0619431948944,0.0,841.0619431948944,D56,X_strong_morning85
2025-04-07,974.6059185714403,0.0,974.6059185714403,D56,X_strong_morning85
2025-04-08,716.1213724141053,-32.41539508778293,683.7059773263172,D56,X_strong_morning85
2025-04-09,781.6273733390481,-757.2788921876554,24.348481151391752,D56,X_strong_morning85
2025-04-10,904.6866110524206,0.0,904.6866110524206,D56,X_strong_morning85
2025-04-11,774.2627076768094,0.0,774.2627076768094,D56,X_strong_morning85
2025-04-12,809.3976337043496,0.0,809.3976337043496,D56,X_strong_morning85
2025-04-13,288.4043427886281,0.0,288.4043427886281,D56,X_strong_morning85
2025-04-14,361.60530298089,0.0,361.60530298089,D56,X_strong_morning85
2025-04-15,420.11364324639726,0.0,420.11364324639726,D56,X_strong_morning85
2025-04-16,418.57082461213577,0.0,418.57082461213577,D56,X_strong_morning85
2025-04-17,586.3578254519161,0.0,586.3578254519161,D56,X_strong_morning85
2025-04-18,731.3888929978111,0.0,731.3888929978111,D56,X_strong_morning85
2025-04-19,708.936983741718,0.0,708.936983741718,D56,X_strong_morning85
2025-04-20,405.82438163860934,0.0,405.82438163860934,D56,X_strong_morning85
2025-04-21,418.2229245172057,0.0,418.2229245172057,D56,X_strong_morning85
2025-04-22,339.27360626129666,0.0,339.27360626129666,D56,X_strong_morning85
2025-04-23,275.1116551008163,0.0,275.1116551008163,D56,X_strong_morning85
2025-04-24,391.9307205087607,0.0,391.9307205087607,D56,X_strong_morning85
2025-04-25,602.4079387085822,-74.63103381544515,527.7769048931368,D56,X_strong_morning85
2025-04-26,699.3332879065456,-1000.170613373149,-300.83732546660394,D56,X_strong_morning85
2025-04-27,290.058933502165,-1879.6064464671072,-1589.5475129649421,D56,X_strong_morning85
2025-04-28,715.8573343563185,1842.850873738469,2558.7082080947803,D56,X_strong_morning85
2025-04-29,884.6420972227716,-1246.7199716522352,-362.077874429473,D56,X_strong_morning85
2025-04-30,716.815691413758,0.0,716.815691413758,D56,X_strong_morning85
2025-05-01,409.8418885939682,-3357.007856010725,-2947.165967416753,D56,X_strong_morning85
2025-05-02,1170.2960146183432,-6751.5786840445435,-5581.2826694262,D56,X_strong_morning85
2025-05-03,1394.9158295118941,-6757.848121019415,-5362.932291507521,D56,X_strong_morning85
2025-05-04,1490.040010808625,-6852.979137021139,-5362.939126212506,D56,X_strong_morning85
2025-05-05,1393.509850312279,-3465.5065452308872,-2071.9966949186055,D56,X_strong_morning85
2025-05-06,1327.62222576575,-2256.4575612118247,-928.8353354460778,D56,X_strong_morning85
2025-05-07,1300.656859455703,-1596.443973566631,-295.78711411093536,D56,X_strong_morning85
2025-05-08,1162.6719030209133,155.99245116706732,1318.6643541879748,D56,X_strong_morning85
2025-05-09,1594.012115693089,0.0,1594.012115693089,D56,X_strong_morning85
2025-05-10,1107.9364224113688,0.0,1107.9364224113688,D56,X_strong_morning85
2025-05-11,1001.4156053808329,0.0,1001.4156053808329,D56,X_strong_morning85
2025-05-12,1588.964948740053,0.0,1588.964948740053,D56,X_strong_morning85
2025-05-13,1621.5724838341048,0.0,1621.5724838341048,D56,X_strong_morning85
2025-05-14,1628.780371992194,0.0,1628.780371992194,D56,X_strong_morning85
2025-05-15,1446.0466809582067,0.0,1446.0466809582067,D56,X_strong_morning85
2025-05-16,1553.1405351611174,0.0,1553.1405351611174,D56,X_strong_morning85
2025-05-17,1108.6427750954426,0.0,1108.6427750954426,D56,X_strong_morning85
2025-05-18,996.6531336358166,0.0,996.6531336358166,D56,X_strong_morning85
2025-05-19,1668.5417692778574,83.04599802599017,1751.5877673038485,D56,X_strong_morning85
2025-05-20,1596.9209361495668,0.0,1596.9209361495668,D56,X_strong_morning85
2025-05-21,1479.740930642889,0.0,1479.740930642889,D56,X_strong_morning85
2025-05-22,1557.2792681054489,0.0,1557.2792681054489,D56,X_strong_morning85
2025-05-23,1546.2765993108515,-821.1528798681843,725.1237194426685,D56,X_strong_morning85
2025-05-24,1096.4264915638432,0.0,1096.4264915638432,D56,X_strong_morning85
2025-05-25,1032.1344521050123,0.0,1032.1344521050123,D56,X_strong_morning85
2025-05-26,1481.812811250049,-4041.638718883775,-2559.825907633727,D56,X_strong_morning85
2025-05-27,753.6046646169561,0.0,753.6046646169561,D56,X_strong_morning85
2025-05-28,1419.6874404559057,0.0,1419.6874404559057,D56,X_strong_morning85
2025-05-29,1625.5493197511605,-1044.5703538259895,580.9789659251765,D56,X_strong_morning85
2025-05-30,661.8421366275761,0.0,661.8421366275761,D56,X_strong_morning85
2025-05-31,911.2962010128431,-474.8740406819132,436.42216033093064,D56,X_strong_morning85
2025-06-01,493.08141035035806,-7161.277687274254,-6668.196276923889,D56,X_strong_morning85
2025-06-02,985.2234560121506,-9231.397692327424,-8246.174236315273,D56,X_strong_morning85
2025-06-03,907.8107872447872,-10679.129367129997,-9771.318579885206,D56,X_strong_morning85
2025-06-04,1373.427132755729,-13588.78552947512,-12215.358396719399,D56,X_strong_morning85
2025-06-05,379.2879804102995,-1860.6975552311123,-1481.4095748208201,D56,X_strong_morning85
2025-06-06,452.234113228973,96.6075678291345,548.8416810581039,D56,X_strong_morning85
2025-06-07,616.3325342185126,-1621.1863227602048,-1004.8537885416954,D56,X_strong_morning85
2025-06-08,-503.07659495115513,0.0,-503.07659495115513,D56,X_strong_morning85
2025-06-09,-431.2640165619814,0.0,-431.2640165619814,D56,X_strong_morning85
2025-06-10,-553.8459094868813,0.0,-553.8459094868813,D56,X_strong_morning85
2025-06-11,-489.7205280059643,-3327.7238373343794,-3817.444365340343,D56,X_strong_morning85
2025-06-12,-400.181931072897,0.0,-400.181931072897,D56,X_strong_morning85
2025-06-13,-9.760036766761914,0.0,-9.760036766761914,D56,X_strong_morning85
2025-06-14,40.0258032328893,0.0,40.0258032328893,D56,X_strong_morning85
2025-06-15,-517.1409215551248,0.0,-517.1409215551248,D56,X_strong_morning85
2025-06-16,-473.90869932570786,0.0,-473.90869932570786,D56,X_strong_morning85
2025-06-17,-448.2700716754989,0.0,-448.2700716754989,D56,X_strong_morning85
2025-06-18,-523.7990728696095,0.0,-523.7990728696095,D56,X_strong_morning85
2025-06-19,-549.4182737530718,0.0,-549.4182737530718,D56,X_strong_morning85
2025-06-20,-118.27372994292455,0.0,-118.27372994292455,D56,X_strong_morning85
2025-06-21,-80.30205415443561,0.0,-80.30205415443561,D56,X_strong_morning85
2025-06-22,-706.8337259987384,0.0,-706.8337259987384,D56,X_strong_morning85
2025-06-23,-582.0063508533858,0.0,-582.0063508533858,D56,X_strong_morning85
2025-06-24,-836.707941408531,-2772.6609707144717,-3609.3689121230054,D56,X_strong_morning85
2025-06-25,-159.16360716717463,0.0,-159.16360716717463,D56,X_strong_morning85
2025-06-26,-481.8406560101648,0.0,-481.8406560101648,D56,X_strong_morning85
2025-06-27,-18.628225175198168,0.0,-18.628225175198168,D56,X_strong_morning85
2025-06-28,67.49867185967378,0.0,67.49867185967378,D56,X_strong_morning85
2025-06-29,1079.0870369715267,0.0,1079.0870369715267,D56,X_strong_morning85
2025-06-30,419.9404332126069,0.0,419.9404332126069,D56,X_strong_morning85
2025-07-01,-30.463095811166568,89.28820806610292,58.82511225493363,D56,X_strong_morning85
2025-07-02,-772.9196732244891,2228.312588566687,1455.3929153421996,D56,X_strong_morning85
2025-07-03,-1219.5830552055631,9164.826737416472,7945.243682210916,D56,X_strong_morning85
2025-07-04,-776.9372494985328,2212.792379433171,1435.855129934629,D56,X_strong_morning85
2025-07-05,-718.727945452516,5662.140759945341,4943.412814492825,D56,X_strong_morning85
2025-07-06,-3082.6870454038653,25076.468359107184,21993.781313703323,D56,X_strong_morning85
2025-07-07,-2703.1414935672583,1848.1107915477376,-855.0307020195178,D56,X_strong_morning85
2025-07-08,-2298.134133100757,0.0,-2298.134133100757,D56,X_strong_morning85
2025-07-09,-2211.0930749240288,0.0,-2211.0930749240288,D56,X_strong_morning85
2025-07-10,-2514.3994524822847,0.0,-2514.3994524822847,D56,X_strong_morning85
2025-07-11,-700.3853341797512,0.0,-700.3853341797512,D56,X_strong_morning85
2025-07-12,-654.1846311048794,0.0,-654.1846311048794,D56,X_strong_morning85
2025-07-13,-2228.4687783654954,0.0,-2228.4687783654954,D56,X_strong_morning85
2025-07-14,-2525.063223528974,0.0,-2525.063223528974,D56,X_strong_morning85
2025-07-15,-2706.2739225136465,0.0,-2706.2739225136465,D56,X_strong_morning85
2025-07-16,-2603.609511847768,0.0,-2603.609511847768,D56,X_strong_morning85
2025-07-17,-2431.319687273077,0.0,-2431.319687273077,D56,X_strong_morning85
2025-07-18,-553.1927477372446,0.0,-553.1927477372446,D56,X_strong_morning85
2025-07-19,-442.9894666679247,0.0,-442.9894666679247,D56,X_strong_morning85
2025-07-20,-2079.5116837429377,0.0,-2079.5116837429377,D56,X_strong_morning85
2025-07-21,-2106.4926002037246,0.0,-2106.4926002037246,D56,X_strong_morning85
2025-07-22,-2092.1311531841347,0.0,-2092.1311531841347,D56,X_strong_morning85
2025-07-23,-2285.872420637468,0.0,-2285.872420637468,D56,X_strong_morning85
2025-07-24,-2387.2004572930164,0.0,-2387.2004572930164,D56,X_strong_morning85
2025-07-25,-325.716750255011,0.0,-325.716750255011,D56,X_strong_morning85
2025-07-26,-466.1912756765487,0.0,-466.1912756765487,D56,X_strong_morning85
2025-07-27,-2162.428298521103,2496.4404211416777,334.0121226205738,D56,X_strong_morning85
2025-07-28,-1673.8017705429666,646.5374317158886,-1027.2643388270808,D56,X_strong_morning85
2025-07-29,-105.96976241963421,0.0,-105.96976241963421,D56,X_strong_morning85
2025-07-30,-357.0108762043601,0.0,-357.0108762043601,D56,X_strong_morning85
2025-07-31,-47.33147013105918,0.0,-47.33147013105918,D56,X_strong_morning85
2025-08-01,-349.6973414174463,0.0,-349.6973414174463,D56,X_strong_morning85
2025-08-02,1036.81943316662,0.0,1036.81943316662,D56,X_strong_morning85
2025-08-03,-429.534308300812,0.0,-429.534308300812,D56,X_strong_morning85
2025-08-04,-825.6313151200084,0.0,-825.6313151200084,D56,X_strong_morning85
2025-08-05,-1043.8224583843548,0.0,-1043.8224583843548,D56,X_strong_morning85
2025-08-06,-1023.71308666603,6975.699594898852,5951.986508232818,D56,X_strong_morning85
2025-08-07,-765.5358533638646,47.19009055442434,-718.3457628094402,D56,X_strong_morning85
2025-08-08,718.0218156378178,0.0,718.0218156378178,D56,X_strong_morning85
2025-08-09,340.15900441194026,0.0,340.15900441194026,D56,X_strong_morning85
2025-08-10,-1597.8245390371303,0.0,-1597.8245390371303,D56,X_strong_morning85
2025-08-11,-985.8027575017113,518.5296439739186,-467.2731135277936,D56,X_strong_morning85
2025-08-12,-696.9340110051417,8407.523229101118,7710.589218095978,D56,X_strong_morning85
2025-08-13,-1274.6975081494238,290.509311971618,-984.1881961778054,D56,X_strong_morning85
2025-08-14,-707.3935229154886,1136.4343079260243,429.0407850105403,D56,X_strong_morning85
2025-08-15,279.90897923960074,-1178.9419945317104,-899.0330152921051,D56,X_strong_morning85
2025-08-16,-92.25243408715323,0.0,-92.25243408715323,D56,X_strong_morning85
2025-08-17,-781.4068626965673,106.26060414255134,-675.1462585540139,D56,X_strong_morning85
2025-08-18,-367.0171388740273,293.06411758256803,-73.95302129146148,D56,X_strong_morning85
2025-08-19,-253.88119100361655,133.44741292301248,-120.43377808060904,D56,X_strong_morning85
2025-08-20,-582.7091646845147,4756.703380584444,4173.994215899933,D56,X_strong_morning85
2025-08-21,-702.9738482872708,0.0,-702.9738482872708,D56,X_strong_morning85
2025-08-22,-81.09430585612427,0.0,-81.09430585612427,D56,X_strong_morning85
2025-08-23,413.478675423954,0.0,413.478675423954,D56,X_strong_morning85
2025-08-24,-146.35378618790855,0.0,-146.35378618790855,D56,X_strong_morning85
2025-08-25,398.4174512708196,812.7511294113401,1211.1685806821552,D56,X_strong_morning85
2025-08-26,-286.56939893423987,0.0,-286.56939893423987,D56,X_strong_morning85
2025-08-27,338.57510157915385,0.0,338.57510157915385,D56,X_strong_morning85
2025-08-28,739.1198134503284,446.6106515253614,1185.7304649756916,D56,X_strong_morning85
2025-08-29,1082.6349394977187,0.0,1082.6349394977187,D56,X_strong_morning85
2025-08-30,1376.556518723617,0.0,1376.556518723617,D56,X_strong_morning85
2025-08-31,1191.8489911474535,0.0,1191.8489911474535,D56,X_strong_morning85
2025-09-01,1642.3700028149105,0.0,1642.3700028149105,D56,X_strong_morning85
2025-09-02,1845.0353569604267,0.0,1845.0353569604267,D56,X_strong_morning85
2025-09-03,1724.6401710290666,0.0,1724.6401710290666,D56,X_strong_morning85
2025-09-04,1564.961370967343,0.0,1564.961370967343,D56,X_strong_morning85
2025-09-05,1563.6411019432635,0.0,1563.6411019432635,D56,X_strong_morning85
2025-09-06,1440.7729638644087,0.0,1440.7729638644087,D56,X_strong_morning85
2025-09-07,1289.5369863572341,0.0,1289.5369863572341,D56,X_strong_morning85
2025-09-08,1449.622820881792,-12370.43823392268,-10920.815413040888,D56,X_strong_morning85
2025-09-09,1885.027435475713,-3164.543765808075,-1279.5163303323643,D56,X_strong_morning85
2025-09-10,1759.1813928174743,-11164.675607365993,-9405.494214548511,D56,X_strong_morning85
2025-09-11,1529.753122888229,-3523.378075979411,-1993.624953091181,D56,X_strong_morning85
2025-09-12,1615.383658851615,-5503.18965722287,-3887.805998371259,D56,X_strong_morning85
2025-09-13,1644.4371326560577,-3628.9789674475433,-1984.5418347914856,D56,X_strong_morning85
2025-09-14,1002.9958604047642,-2858.1148165078994,-1855.1189561031424,D56,X_strong_morning85
2025-09-15,1311.6404625673313,-663.2983429380032,648.3421196293275,D56,X_strong_morning85
2025-09-16,1287.3934185690523,-1272.7705972422968,14.622821326753183,D56,X_strong_morning85
2025-09-17,1133.3160263655736,34.708893749999724,1168.0249201155748,D56,X_strong_morning85
2025-09-18,1000.9214031384399,-106.44128685339608,894.4801162850417,D56,X_strong_morning85
2025-09-19,1110.2329908385727,-1917.8536610579408,-807.6206702193704,D56,X_strong_morning85
2025-09-20,980.3810382274605,-1592.2591610913862,-611.8781228639273,D56,X_strong_morning85
2025-09-21,903.0441843141525,0.0,903.0441843141525,D56,X_strong_morning85
2025-09-22,1182.6740135192886,-2028.0449475135183,-845.3709339942288,D56,X_strong_morning85
2025-09-23,1330.8623003892935,-464.3513713306858,866.5109290586115,D56,X_strong_morning85
2025-09-24,1517.558548913934,0.0,1517.558548913934,D56,X_strong_morning85
2025-09-25,1420.7889099574459,0.0,1420.7889099574459,D56,X_strong_morning85
2025-09-26,1326.81142945815,-1632.6908712897425,-305.8794418315956,D56,X_strong_morning85
2025-09-27,1219.9419800681426,-1705.73938225345,-485.7974021853079,D56,X_strong_morning85
2025-09-28,1381.4230813982285,-317.62311489062506,1063.7999665076059,D56,X_strong_morning85
2025-09-29,1362.3843177620292,0.0,1362.3843177620292,D56,X_strong_morning85
2025-09-30,1744.3758745614468,-2223.8515254947793,-479.47565093333105,D56,X_strong_morning85
2025-10-01,1712.241279368427,0.0,1712.241279368427,D56,X_strong_morning85
2025-10-02,1984.360865694609,0.0,1984.360865694609,D56,X_strong_morning85
2025-10-03,1498.6707678974744,0.0,1498.6707678974744,D56,X_strong_morning85
2025-10-04,1344.6249427769726,0.0,1344.6249427769726,D56,X_strong_morning85
2025-10-05,1764.0879265842086,0.0,1764.0879265842086,D56,X_strong_morning85
2025-10-06,1980.8224228375766,0.0,1980.8224228375766,D56,X_strong_morning85
2025-10-07,1718.1330215691996,0.0,1718.1330215691996,D56,X_strong_morning85
2025-10-08,1712.159481111914,0.0,1712.159481111914,D56,X_strong_morning85
2025-10-09,1226.2268144354312,0.0,1226.2268144354312,D56,X_strong_morning85
2025-10-10,987.3263740918992,0.0,987.3263740918992,D56,X_strong_morning85
2025-10-11,768.1745336615204,0.0,768.1745336615204,D56,X_strong_morning85
2025-10-12,953.1077304915962,98.03580773333336,1051.1435382249329,D56,X_strong_morning85
2025-10-13,895.4653607017754,0.0,895.4653607017754,D56,X_strong_morning85
2025-10-14,935.1552198234858,0.0,935.1552198234858,D56,X_strong_morning85
2025-10-15,962.6737118923629,-1639.5374074870244,-676.8636955946567,D56,X_strong_morning85
2025-10-16,705.9068732933956,1439.5110543969408,2145.417927690338,D56,X_strong_morning85
2025-10-17,870.4023908915224,0.0,870.4023908915224,D56,X_strong_morning85
2025-10-18,817.376605704354,0.0,817.376605704354,D56,X_strong_morning85
2025-10-19,273.1966496803434,2851.7526452712546,3124.949294951599,D56,X_strong_morning85
2025-10-20,566.1772316346469,1406.9180574776547,1973.0952891123015,D56,X_strong_morning85
2025-10-21,714.9603947860087,0.0,714.9603947860087,D56,X_strong_morning85
2025-10-22,392.695309116476,2437.7098973134734,2830.405206429954,D56,X_strong_morning85
2025-10-23,556.3118824548656,0.0,556.3118824548656,D56,X_strong_morning85
2025-10-24,564.6414978505818,0.0,564.6414978505818,D56,X_strong_morning85
2025-10-25,256.55128233043433,0.0,256.55128233043433,D56,X_strong_morning85
2025-10-26,182.79929925522447,0.0,182.79929925522447,D56,X_strong_morning85
2025-10-27,263.31422843653854,0.0,263.31422843653854,D56,X_strong_morning85
2025-10-28,261.28168036827265,0.0,261.28168036827265,D56,X_strong_morning85
2025-10-29,59.999648965480446,1490.8626143995575,1550.8622633650375,D56,X_strong_morning85
2025-10-30,-5.830606191615516,0.0,-5.830606191615516,D56,X_strong_morning85
2025-10-31,370.0228807722815,0.0,370.0228807722815,D56,X_strong_morning85
2025-11-01,184.20179079051013,0.0,184.20179079051013,D56,X_strong_morning85
2025-11-02,360.7257579199868,0.0,360.7257579199868,D56,X_strong_morning85
2025-11-03,627.4650875202205,0.0,627.4650875202205,D56,X_strong_morning85
2025-11-04,865.3794413378491,43.057126847670496,908.4365681855197,D56,X_strong_morning85
2025-11-05,837.3123482483643,0.0,837.3123482483643,D56,X_strong_morning85
2025-11-06,787.3858159237716,367.3556710301699,1154.7414869539425,D56,X_strong_morning85
2025-11-07,694.1521863039998,0.0,694.1521863039998,D56,X_strong_morning85
2025-11-08,455.8965414807826,0.0,455.8965414807826,D56,X_strong_morning85
2025-11-09,483.82881714613904,0.0,483.82881714613904,D56,X_strong_morning85
2025-11-10,687.1904773439746,0.0,687.1904773439746,D56,X_strong_morning85
2025-11-11,640.3271783179734,0.0,640.3271783179734,D56,X_strong_morning85
2025-11-12,737.9948992498466,0.0,737.9948992498466,D56,X_strong_morning85
2025-11-13,562.5891514853647,0.0,562.5891514853647,D56,X_strong_morning85
2025-11-14,581.0747105783303,0.0,581.0747105783303,D56,X_strong_morning85
2025-11-15,427.675832296718,0.0,427.675832296718,D56,X_strong_morning85
2025-11-16,572.7556187804585,0.0,572.7556187804585,D56,X_strong_morning85
2025-11-17,951.5714124619335,0.0,951.5714124619335,D56,X_strong_morning85
2025-11-18,805.067342336537,0.0,805.067342336537,D56,X_strong_morning85
2025-11-19,658.862439832039,6.301057499999959,665.1634973320397,D56,X_strong_morning85
2025-11-20,541.000480830502,0.0,541.000480830502,D56,X_strong_morning85
2025-11-21,393.303594657722,0.0,393.303594657722,D56,X_strong_morning85
2025-11-22,465.47999780390455,0.0,465.47999780390455,D56,X_strong_morning85
2025-11-23,428.2773383861204,0.0,428.2773383861204,D56,X_strong_morning85
2025-11-24,728.5662701483743,0.0,728.5662701483743,D56,X_strong_morning85
2025-11-25,704.0973812783195,0.0,704.0973812783195,D56,X_strong_morning85
2025-11-26,755.3095982832892,0.0,755.3095982832892,D56,X_strong_morning85
2025-11-27,650.7401412449399,0.0,650.7401412449399,D56,X_strong_morning85
