comparison_id,comparison_label,month,cash_gain_yuan,contract_cost_gain_yuan,emergency_cost_gain_yuan,emergency_energy_reduction_kwh,inventory_adjusted_gain_yuan,raw_total_cost_yuan,corrected_total_cost_yuan,raw_month_start_energy_kwh,raw_month_end_energy_kwh,corrected_month_start_energy_kwh,corrected_month_end_energy_kwh,scope,cumulative_cash_gain_yuan
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-12,-503.14120770203954,8693.602465705211,-9196.743673407282,-1888.012872447027,-499.4894194235952,1705554.845048148,1706057.98625585,6810.15208066627,7086.667934802389,6810.152080666272,7091.963624233157,april_december,46188.42359467277
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-02,0.0,0.0,0.0,0.0,0.0,1274978.0194994651,1274978.0194994651,7268.4231640740745,7875.3853392594165,7268.4231640740745,7875.3853392594165,february_december,0.0
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-03,0.0,0.0,0.0,0.0,0.0,1116640.513433991,1116640.513433991,7875.3853392594165,8054.704216464873,7875.3853392594165,8054.704216464873,february_december,0.0
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-04,9338.127391438236,-6744.495549716436,16082.622941154694,2681.5103419126185,9474.750536996951,922756.9154845229,913418.7880930846,8054.704216464873,7026.009347340285,8054.704216464873,7224.1352223270915,february_december,9338.127391438236
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-05,12360.243759232686,-4578.382191780145,16938.625951012837,2842.192517291989,13164.756153147915,976697.749591719,964337.5058324863,7026.009347340285,9435.199757135428,7224.1352223270915,10800.0,february_december,21698.371150670922
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-06,-1146.472904184804,-10720.394029865274,9573.92112568047,1469.2131201235416,-2087.608443658749,1422422.070184401,1423568.5430885858,9435.199757135428,10800.0,10800.0,10800.0,february_december,20551.89824648612
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-07,-1747.7208406996251,-3984.166405624368,2236.4455649247584,98.69271756920853,-1747.7208406996251,1787303.344073384,1789051.0649140838,10800.0,10800.0,10800.0,10800.0,february_december,18804.177405786493
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-08,15668.310104979671,-6246.957831733685,21915.267936713353,3126.4835201527153,16448.569377834723,1434562.9326268667,1418894.6225218868,10800.0,9232.920913167301,10800.0,10364.424294375434,february_december,34472.487510766165
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-09,2067.672837401431,583.1768712039557,1484.4959661974524,-66.78529147429333,1287.4135645463798,1196269.0867880324,1194201.413950631,9232.920913167301,4936.501579573379,10364.424294375434,4936.501579573379,february_december,36540.1603481676
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-10,4763.6165664918135,7560.725432939731,-2797.1088664479385,-759.825052127702,4767.243954803785,1153985.3700049957,1149221.7534385037,4936.501579573379,7365.8885136732915,4936.501579573379,7371.148819167556,february_december,41303.776914659415
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-11,3075.0153522590244,-1203.0026871373557,4278.018039396391,747.3409832166465,3072.992397607458,1314927.3306415954,1311852.3152893365,7365.8885136732915,7568.955185608416,7371.148819167556,7571.28187645956,february_december,44378.79226691844
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-12,-2595.6962990864668,7980.907045471475,-10576.603344557932,-1791.0210701181288,-2597.262247899662,1933519.3100740754,1936115.0063731617,7568.955185608416,7804.593371646801,7571.28187645956,7804.649180960779,february_december,41783.09596783198
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-04,9338.127391438236,-6744.495549716436,16082.622941154694,2681.5103419126185,9474.750536996951,922756.9154845229,913418.7880930846,8054.704216464873,7026.009347340285,8054.704216464873,7224.1352223270915,april_december,9338.127391438236
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-05,12360.243759232686,-4578.382191780145,16938.625951012837,2842.192517291989,13164.756153147915,976697.749591719,964337.5058324863,7026.009347340285,9435.199757135428,7224.1352223270915,10800.0,april_december,21698.371150670922
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-06,-1146.472904184804,-10720.394029865274,9573.92112568047,1469.2131201235416,-2087.608443658749,1422422.070184401,1423568.5430885858,9435.199757135428,10800.0,10800.0,10800.0,april_december,20551.89824648612
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-07,-1747.7208406996251,-3984.166405624368,2236.4455649247584,98.69271756920853,-1747.7208406996251,1787303.344073384,1789051.0649140838,10800.0,10800.0,10800.0,10800.0,april_december,18804.177405786493
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-08,15668.310104979671,-6246.957831733685,21915.267936713353,3126.4835201527153,16448.569377834723,1434562.9326268667,1418894.6225218868,10800.0,9232.920913167301,10800.0,10364.424294375434,april_december,34472.487510766165
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-09,2067.672837401431,583.1768712039557,1484.4959661974524,-66.78529147429333,1287.4135645463798,1196269.0867880324,1194201.413950631,9232.920913167301,4936.501579573379,10364.424294375434,4936.501579573379,april_december,36540.1603481676
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-10,4763.6165664918135,7560.725432939731,-2797.1088664479385,-759.825052127702,4767.243954803785,1153985.3700049957,1149221.7534385037,4936.501579573379,7365.8885136732915,4936.501579573379,7371.148819167556,april_december,41303.776914659415
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-11,3075.0153522590244,-1203.0026871373557,4278.018039396391,747.3409832166465,3072.992397607458,1314927.3306415954,1311852.3152893365,7365.8885136732915,7568.955185608416,7371.148819167556,7571.28187645956,april_december,44378.79226691844
variable_w28_vs_raw,Variable price: 28-day correction vs raw PV,2025-12,-2595.6962990864668,7980.907045471475,-10576.603344557932,-1791.0210701181288,-2597.262247899662,1933519.3100740754,1936115.0063731617,7568.955185608416,7804.593371646801,7571.28187645956,7804.649180960779,april_december,41783.09596783198
