hour,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,R_mean
4,546194.7924251399,862.3307674489942,547057.1231925889,392.4353654429679,15760.696447431694,R_mean
5,634854.9116673486,1811.8089483577023,636666.7206157063,515.9262550060331,222486.47655924616,R_mean
6,271840.27285523625,19584.252856324892,291424.52571156115,4533.939789972078,0.0,R_mean
7,360938.06231002737,8164.103822895935,369102.16613292333,1992.1392191915386,22704.734852203652,R_mean
8,4265.85989583211,7280.422498092535,11546.282393924645,1355.823999567049,0.0,R_mean
9,24993.521980792706,56853.348260763516,81846.87024155621,11633.48314908367,0.0,R_mean
10,87609.52038525154,38967.28805092149,126576.80843617303,8168.188801064494,11805.354723888979,R_mean
11,433368.5320868021,0.0,433368.5320868021,0.0,117457.9093041641,R_mean
12,353115.39478717634,0.0,353115.39478717634,0.0,317777.7975040466,R_mean
13,47427.30841236949,0.0,47427.30841236949,0.0,20130.256232473246,R_mean
14,104408.5241722024,0.0,104408.5241722024,0.0,17988.62917909155,R_mean
15,640957.5461146373,0.0,640957.5461146373,0.0,202442.30702054308,R_mean
16,1046453.8967428346,0.0,1046453.8967428346,0.0,92250.84044820732,R_mean
17,1548603.1178743409,0.0,1548603.1178743409,0.0,73979.72275137668,R_mean
18,1226128.0665686969,9575.059237537587,1235703.1258062345,1423.5404003265317,39976.99427729028,R_mean
19,82767.38142721895,103586.92829981036,186354.30972702932,15366.481470558037,0.0,R_mean
20,647027.9768927526,390046.02186373353,1037073.9987564861,57451.737603997266,0.0,R_mean
21,1228528.5054827475,24231.170642788256,1252759.6761255357,5873.697412670882,0.0,R_mean
22,504112.65410713776,11453.815885088776,515566.4699922266,5474.397257390772,0.0,R_mean
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,R_mean
0,1127656.7470638007,0.0,1127656.7470638007,0.0,61778.66656533876,R_cost
1,740602.4403641201,0.0,740602.4403641201,0.0,16645.971042520705,R_cost
2,617155.7680539021,0.0,617155.7680539021,0.0,13623.264090586237,R_cost
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14004.390261272467,R_cost
4,546118.0881630236,862.3307674489942,546980.4189304726,392.4353654429679,18295.651785235863,R_cost
5,626997.0188988411,1811.8089483577023,628808.8278471988,515.9262550060331,214982.38535912125,R_cost
6,270359.6364926338,19584.252856324892,289943.8893489587,4533.939789972078,0.0,R_cost
7,360584.1982267781,8164.103822895935,368748.3020496741,1992.1392191915386,22704.734852203652,R_cost
8,4265.85989583211,9293.167541393586,13559.027437225695,1740.2548512244698,0.0,R_cost
9,24488.68768997393,56986.4172835881,81475.10497356203,11659.711398383875,0.0,R_cost
10,84696.85214658323,38967.28805092149,123664.14019750472,8168.188801064494,11485.587913803223,R_cost
11,411169.17144811834,819.1710992750006,411988.34254739335,340.6748833333336,96339.64620480935,R_cost
12,339974.0283166024,0.0,339974.0283166024,0.0,286870.7963631949,R_cost
13,44898.55148368824,0.0,44898.55148368824,0.0,17486.56813032385,R_cost
14,98499.55293635948,0.0,98499.55293635948,0.0,14851.50987951833,R_cost
15,617711.5946765183,0.0,617711.5946765183,0.0,174587.3483879075,R_cost
16,1027103.7099219495,3700.6362459829993,1030804.3461679326,817.806495091446,74185.17669803527,R_cost
17,1530094.5403844074,2785.638526953511,1532880.178911361,549.6925824195788,59028.85210187211,R_cost
18,1262043.8711027214,6325.4146276017045,1268369.285730323,939.4645221449138,48249.52004270068,R_cost
19,98331.09277473358,119498.15583078953,217829.24860552314,17728.974483203725,0.0,R_cost
20,666405.3520080062,430478.7312441135,1096884.0832521198,63182.505925855265,0.0,R_cost
21,1242907.163880103,12935.022201802523,1255842.1860819056,3182.025964852651,0.0,R_cost
22,504112.65410713776,9487.196937921239,513599.85104505904,4524.556289935119,0.0,R_cost
23,517102.578861544,9415.518665421028,526518.0975269651,4432.390337430535,0.0,R_cost
0,1131649.533980726,0.0,1131649.533980726,0.0,62542.017249534736,R_w28
1,750754.5425765087,0.0,750754.5425765087,0.0,17733.904608524303,R_w28
2,621538.5151478383,0.0,621538.5151478383,0.0,12020.067507968955,R_w28
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,R_w28
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,15760.696447431694,R_w28
5,635663.0583233312,1811.8089483577023,637474.8672716889,515.9262550060331,222377.76057078192,R_w28
6,272967.4597426617,19584.252856324892,292551.7125989866,4533.939789972078,0.0,R_w28
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,R_w28
8,4265.85989583211,6792.185653918447,11058.045549750557,1261.5697825450245,0.0,R_w28
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,R_w28
10,87488.61805840481,38233.47833052943,125722.09638893425,8019.256538350604,11617.119932108151,R_w28
11,437146.6527466892,819.1710992750006,437965.8238459642,340.6748833333336,122124.07218056226,R_w28
12,356494.85289582436,0.0,356494.85289582436,0.0,324944.09544943605,R_w28
13,49126.92276384164,0.0,49126.92276384164,0.0,21211.302468922524,R_w28
14,105707.21731399288,0.0,105707.21731399288,0.0,18826.890740694515,R_w28
15,646587.8551740613,0.0,646587.8551740613,0.0,209935.33334264162,R_w28
16,1049255.792299578,1847.6499048447454,1051103.4422044226,402.50567488687204,95085.74751316507,R_w28
17,1552263.4605135098,2477.6387236078813,1554741.0992371177,489.96507898318384,77564.5859322407,R_w28
18,1216596.2555877238,9219.167952729897,1225815.4235404537,1369.2511440264213,38271.14313464843,R_w28
19,81293.61107109312,96604.52892760235,177898.1399986955,14330.107332232721,0.0,R_w28
20,643220.5284452707,377369.9512882166,1020590.4797334872,55670.89336747108,0.0,R_w28
21,1224824.6873890767,25151.36380961474,1249976.0511986916,6114.62600277668,0.0,R_w28
22,504112.65410713776,11460.342239454701,515572.9963465925,5477.7796644215705,0.0,R_w28
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,R_w28
0,1123292.2767754444,0.0,1123292.2767754444,0.0,61402.19698917026,X_morning90
1,730139.0882832786,0.0,730139.0882832786,0.0,16327.504874089633,X_morning90
2,616484.3721214664,0.0,616484.3721214664,0.0,13541.50425321477,X_morning90
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,13637.172735246284,X_morning90
4,545393.7047860433,862.3307674489942,546256.0355534923,392.4353654429679,18638.368781969803,X_morning90
5,629060.0227285539,1811.8089483577023,630871.8316769116,515.9262550060331,215739.98489006283,X_morning90
6,286984.6354019633,19458.688233042052,306443.32363500533,4506.477002016732,0.0,X_morning90
7,378965.17747158976,8164.103822895935,387129.28129448567,1992.1392191915386,23392.327910908698,X_morning90
8,4265.85989583211,5603.806791409529,9869.666687241639,1032.1530137209088,0.0,X_morning90
9,30505.211573420478,45729.33434421281,76234.54591763328,9363.177078720173,0.0,X_morning90
10,95389.22742700197,30304.38881247092,125693.61623947289,6365.455821748303,16347.076024252136,X_morning90
11,422317.4027329517,212.11408478679553,422529.5168177385,87.24345543710628,99018.83853744996,X_morning90
12,338332.3296949207,0.0,338332.3296949207,0.0,324463.7337658696,X_morning90
13,42128.22848621596,0.0,42128.22848621596,0.0,15029.24535104332,X_morning90
14,95205.78450471535,0.0,95205.78450471535,0.0,13376.16489346504,X_morning90
15,606301.2908544763,0.0,606301.2908544763,0.0,158710.79618733827,X_morning90
16,1021185.7960535085,1311.6065028262362,1022497.4025563347,284.71503748923993,68933.39729251643,X_morning90
17,1528216.8960311008,2477.6387236078813,1530694.5347547086,489.96507898318384,53922.038508246245,X_morning90
18,1293496.7273310923,7459.253670811499,1300955.9810019038,1107.864795902495,53400.056743732086,X_morning90
19,99874.92851117898,95651.44778487655,195526.37629605553,14188.755281626212,0.0,X_morning90
20,677813.2962695115,374480.9958958601,1052294.2921653716,54970.03310750093,0.0,X_morning90
21,1254478.8591853015,9148.50710383912,1263627.3662891404,2210.1241971585914,0.0,X_morning90
22,504112.65410713776,8634.940195590696,512747.5943027285,4122.473591750844,0.0,X_morning90
23,517102.578861544,8976.15528374771,526078.7341452917,4225.391303086257,0.0,X_morning90
0,1115433.3731264984,0.0,1115433.3731264984,0.0,60618.83211211038,X_strong_morning85
1,711852.8128268744,0.0,711852.8128268744,0.0,13908.904301324994,X_strong_morning85
2,610317.319661289,0.0,610317.319661289,0.0,14033.153354005864,X_strong_morning85
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14688.882640771111,X_strong_morning85
4,543838.9314245143,862.3307674489942,544701.2621919633,392.4353654429679,19143.070601219224,X_strong_morning85
5,617773.0778830502,1811.8089483577023,619584.8868314079,515.9262550060331,216068.93212803706,X_strong_morning85
6,275926.6063482016,19717.822543957078,295644.4288921586,4564.438634048385,0.0,X_strong_morning85
7,367241.8855623898,8164.103822895935,375405.9893852857,1992.1392191915386,22997.657350605947,X_strong_morning85
8,4265.85989583211,9521.956933312256,13787.816829144367,1786.4552908801993,0.0,X_strong_morning85
9,27549.890927061337,52003.640150764884,79553.53107782622,10638.63627422633,0.0,X_strong_morning85
10,87816.45866710477,36955.50269084722,124771.961357952,7745.976018172554,13235.37261426312,X_strong_morning85
11,400432.1827412795,819.1710992750006,401251.3538405545,340.6748833333336,80526.95395766977,X_strong_morning85
12,325168.66995696106,0.0,325168.66995696106,0.0,272618.1129675038,X_strong_morning85
13,39058.97939803436,0.0,39058.97939803436,0.0,12037.90327915571,X_strong_morning85
14,90129.10859619088,0.0,90129.10859619088,0.0,10548.93005349166,X_strong_morning85
15,585296.4233333586,0.0,585296.4233333586,0.0,132793.3202865014,X_strong_morning85
16,1007268.2097660063,3094.1977896863405,1010362.4075556926,679.6579828060486,55583.62843257125,X_strong_morning85
17,1518378.555894051,2785.638526953511,1521164.1944210045,549.6925824195788,44407.25378326715,X_strong_morning85
18,1354203.7261712747,5629.274403985872,1359833.0005752605,836.0722417920499,63674.1060636602,X_strong_morning85
19,116766.93146440014,113907.46206767061,230674.39353207074,16898.82381167038,0.0,X_strong_morning85
20,711857.671302431,370230.370315184,1082088.0416176151,54163.83042880875,0.0,X_strong_morning85
21,1279808.6648150869,2916.7908114565876,1282725.4556265434,661.2282452369566,0.0,X_strong_morning85
22,504112.65410713776,6517.70183185695,510630.35593899473,3109.0572278728637,0.0,X_strong_morning85
23,517102.578861544,8275.487036108218,525378.0658976523,3895.0937634696065,0.0,X_strong_morning85
0,1115893.2175587483,0.0,1115893.2175587483,0.0,60618.83211211038,X_day60
1,716039.2437900514,0.0,716039.2437900514,0.0,14315.392894722578,X_day60
2,610689.315213112,0.0,610689.315213112,0.0,14024.265550911841,X_day60
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14615.043657466997,X_day60
4,543932.7217852458,862.3307674489942,544795.0525526948,392.4353654429679,18886.812227581224,X_day60
5,612927.5187410448,1811.8089483577023,614739.3276894025,515.9262550060331,215550.3071892197,X_day60
6,267932.8740403991,19717.822543957078,287650.69658435613,4564.438634048385,0.0,X_day60
7,358223.6165328687,8164.103822895935,366387.7203557647,1992.1392191915386,22704.734852203652,X_day60
8,4265.85989583211,12726.049206272131,16991.90910210424,2396.678030583714,0.0,X_day60
9,24488.68768997393,59474.1381277428,83962.82581771673,12173.960494578097,0.0,X_day60
10,82596.67249443286,40519.515134065754,123116.18762849862,8498.493714349495,11212.12507440355,X_day60
11,379870.7271539842,819.1710992750006,380689.8982532592,340.6748833333336,66619.41961584585,X_day60
12,310680.0994734636,0.0,310680.0994734636,0.0,229968.62821960883,X_day60
13,36399.42829015184,0.0,36399.42829015184,0.0,9612.893681642945,X_day60
14,86008.72881801524,0.0,86008.72881801524,0.0,8562.122586642627,X_day60
15,566782.4625153561,0.0,566782.4625153561,0.0,110484.67192414084,X_day60
16,993594.2644496385,5063.191674463724,998657.4561241023,1139.738025067886,45623.35729965328,X_day60
17,1504958.4659615788,2928.3313038793676,1507886.7972654582,577.3636498410859,34829.651395193105,X_day60
18,1354203.7261712747,5629.274403985872,1359833.0005752605,836.0722417920499,57228.08450365491,X_day60
19,116766.93146440014,148697.02164650537,265463.9531109055,22062.85173584961,0.0,X_day60
20,711569.0799851548,453201.5095721952,1164770.58955735,66312.39359743136,0.0,X_day60
21,1279808.6648150869,3182.5935978120883,1282991.258412899,726.1892492004653,0.0,X_day60
22,504112.65410713776,6660.228899362902,510772.88300650066,3177.223654361702,0.0,X_day60
23,517102.578861544,8275.487036108218,525378.0658976523,3895.093763469607,0.0,X_day60
0,1117616.86015968,0.0,1117616.86015968,0.0,60720.11160540339,X_day50
1,722768.5901100652,0.0,722768.5901100652,0.0,14942.055849717395,X_day50
2,611425.125725139,0.0,611425.125725139,0.0,14183.224351870838,X_day50
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14315.780237749348,X_day50
4,543842.983798706,862.3307674489942,544705.314566155,392.4353654429679,18301.340452856883,X_day50
5,611497.9750973923,1811.8089483577023,613309.78404575,515.9262550060331,214006.0032080055,X_day50
6,265950.03883332195,19717.822543957085,285667.861377279,4564.438634048386,0.0,X_day50
7,357429.5524427245,8164.103822895935,365593.6562656205,1992.1392191915386,22667.35105064267,X_day50
8,4265.85989583211,12679.205852131829,16945.065747963938,2387.847992102979,0.0,X_day50
9,24488.68768997393,60252.6584164938,84741.34610646772,12334.424790490324,0.0,X_day50
10,81553.5789026472,43043.364730972164,124596.94363361938,9024.77560742876,10792.504119815303,X_day50
11,355332.60463339405,819.1710992750006,356151.77573266905,340.6748833333336,49047.785248875625,X_day50
12,288799.62309230684,0.0,288799.62309230684,0.0,194025.8386402872,X_day50
13,30662.30277474173,0.0,30662.30277474173,0.0,5861.682594951995,X_day50
14,78729.49582683967,0.0,78729.49582683967,0.0,6104.918721572582,X_day50
15,533234.8061225071,1024.0817314752653,534258.8878539824,254.4246846867099,77471.24938690352,X_day50
16,967999.9517737614,5530.011233437563,973529.963007199,1248.249377946203,29579.621739020604,X_day50
17,1480942.1402135042,3267.9839897380966,1484210.1242032424,643.2292989143838,21415.28237830998,X_day50
18,1354203.7261712747,6864.434037551497,1361068.1602088262,1019.5208729469028,44924.863041516546,X_day50
19,116766.93146440014,206144.25470374746,322911.1861681476,30582.61723217861,0.0,X_day50
20,711091.7781782559,622691.679875381,1333783.458053637,91095.45669531221,0.0,X_day50
21,1279808.6648150869,3273.9185303699956,1283082.5833454567,747.9503929053774,0.0,X_day50
22,504112.65410713776,6827.522360036601,510940.1764671744,3260.0971746307378,0.0,X_day50
23,517102.578861544,8345.513268143708,525448.0921296878,3927.846912223344,0.0,X_day50
0,1115839.8948113252,0.0,1115839.8948113252,0.0,60618.83211211038,X_day60_morning85
1,715367.6509159148,0.0,715367.6509159148,0.0,14257.277292887225,X_day60_morning85
2,610689.2459605392,0.0,610689.2459605392,0.0,14098.714428758749,X_day60_morning85
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14615.043657467,X_day60_morning85
4,543973.0227098177,862.3307674489942,544835.3534772667,392.4353654429679,18886.812227581224,X_day60_morning85
5,615593.1966763526,1811.8089483577023,617405.0056247103,515.9262550060331,215893.4113891841,X_day60_morning85
6,274952.25443452277,19717.822543957078,294670.07697847986,4564.438634048385,0.0,X_day60_morning85
7,366481.2759079431,8164.103822895935,374645.379730839,1992.1392191915386,22997.657350605947,X_day60_morning85
8,4265.85989583211,11722.61864221462,15988.478538046731,2205.373681816241,0.0,X_day60_morning85
9,27549.890927061337,52443.418061542274,79993.30898860362,10730.388453888561,0.0,X_day60_morning85
10,86603.86178052855,38036.62873526843,124640.49051579698,7975.030134617143,13129.428730344402,X_day60_morning85
11,386520.0913860618,819.1710992750006,387339.2624853368,340.6748833333336,69333.78993104333,X_day60_morning85
12,313688.09908436955,0.0,313688.09908436955,0.0,249118.50948579286,X_day60_morning85
13,36409.586919764,0.0,36409.586919764,0.0,9782.760207938256,X_day60_morning85
14,86396.59209125051,0.0,86396.59209125051,0.0,8613.7427952165,X_day60_morning85
15,567578.688919572,0.0,567578.688919572,0.0,113121.34886030616,X_day60_morning85
16,993594.2644496385,4516.126570407214,998110.3910200458,1007.4529074142744,45714.99860789702,X_day60_morning85
17,1504958.4659615788,2928.3313038793676,1507886.7972654582,577.3636498410859,35024.012653568956,X_day60_morning85
18,1354203.7261712747,5629.274403985872,1359833.0005752605,836.0722417920499,57417.05868068263,X_day60_morning85
19,116766.93146440014,134471.76877853146,251238.7002429316,19951.5422853916,0.0,X_day60_morning85
20,711569.0799851548,434006.5466641664,1145575.6266493213,63490.01321819354,0.0,X_day60_morning85
21,1279808.6648150869,3182.5935978120883,1282991.258412899,726.1892492004653,0.0,X_day60_morning85
22,504112.65410713776,6660.228899362902,510772.88300650066,3177.223654361702,0.0,X_day60_morning85
23,517102.578861544,8275.487036108218,525378.0658976523,3895.093763469607,0.0,X_day60_morning85
0,1128135.490661207,0.0,1128135.490661207,0.0,62036.11865633212,X_evening85_day60
1,749125.9841031105,0.0,749125.9841031105,0.0,17748.827261117603,X_evening85_day60
2,619831.411055939,0.0,619831.411055939,0.0,12464.095093106404,X_evening85_day60
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,12328.974858169615,X_evening85_day60
4,546103.1242414233,862.3307674489942,546965.4550088723,392.4353654429679,16672.423987727318,X_evening85_day60
5,625027.2775077494,1811.8089483577023,626839.0864561071,515.9262550060331,217417.11386627925,X_evening85_day60
6,267932.8740403991,19717.822543957078,287650.69658435613,4564.438634048385,0.0,X_evening85_day60
7,358223.6165328687,8164.103822895935,366387.7203557647,1992.1392191915386,22704.734852203652,X_evening85_day60
8,4265.85989583211,12726.049206272148,16991.90910210426,2396.678030583718,0.0,X_evening85_day60
9,24488.68768997393,59474.13812774279,83962.82581771673,12173.960494578096,0.0,X_evening85_day60
10,82596.67249443286,40576.40277177785,123173.07526621071,8512.733423413849,11212.12507440355,X_evening85_day60
11,379870.7271539842,819.1710992750006,380689.8982532592,340.6748833333336,66619.41961584585,X_evening85_day60
12,310680.0994734636,0.0,310680.0994734636,0.0,229971.05275265613,X_evening85_day60
13,36399.42829015184,0.0,36399.42829015184,0.0,9612.893681642945,X_evening85_day60
14,86008.72881801524,0.0,86008.72881801524,0.0,8562.122586642627,X_evening85_day60
15,566782.4625153561,0.0,566782.4625153561,0.0,110484.67192414084,X_evening85_day60
16,993594.2644496385,5063.191674463724,998657.4561241023,1139.738025067886,45623.35729965328,X_evening85_day60
17,1498489.22806204,2928.3313038793676,1501417.5593659193,577.3636498410859,34471.85031760392,X_evening85_day60
18,1247671.4028682285,8421.8442332343,1256093.2471014627,1251.7827151863003,33597.76658462233,X_evening85_day60
19,88861.52640129665,183534.37764811164,272395.9040494083,27230.978586203528,0.0,X_evening85_day60
20,657627.2441391428,616635.2175077961,1274262.461646939,90499.59262115636,0.0,X_evening85_day60
21,1237757.4431976161,17472.056119434503,1255229.4993170507,4248.924086528512,0.0,X_evening85_day60
22,504112.65410713776,10707.062663515053,514819.71677065286,5110.5080713935,0.0,X_evening85_day60
23,517102.578861544,9290.496792706655,526393.0756542507,4373.447563665081,0.0,X_evening85_day60
0,1124918.0098968504,0.0,1124918.0098968504,0.0,46323.07087347937,X_uniform70
1,777126.7940714932,0.0,777126.7940714932,0.0,16375.972214465204,X_uniform70
2,612793.3309016272,1133.4543703541376,613926.7852719814,521.4984662133088,8686.522264248613,X_uniform70
3,527991.1614883287,1318.5761690468528,529309.7376573755,604.1771820567449,2400.4766332709514,X_uniform70
4,535708.4016353586,1493.041228109517,537201.4428634682,679.3156365874736,3656.946574092997,X_uniform70
5,625622.5999261081,3346.213766342508,628968.8136924506,1076.9192064812648,161430.11790352227,X_uniform70
6,242462.93841598477,35429.75541377935,277892.69382976415,8167.227891327748,0.0,X_uniform70
7,325025.6570641008,19269.78689816009,344295.4439622609,4776.7719412463075,15402.839827240394,X_uniform70
8,2870.338349530216,31551.89766950535,34422.23601903557,5924.31910626152,0.0,X_uniform70
9,18847.106423117115,116494.47331534408,135341.5797384612,23826.24967247676,0.0,X_uniform70
10,76771.50273460484,54286.92997862661,131058.43271323146,11392.70078387284,8554.8086371624,X_uniform70
11,387135.5247389096,819.1710992750006,387954.6958381846,340.6748833333336,83504.02369573903,X_uniform70
12,324220.042826033,0.0,324220.042826033,0.0,208012.91503345483,X_uniform70
13,41958.098940537326,0.0,41958.098940537326,0.0,13928.101563549026,X_uniform70
14,93466.14559434075,0.0,93466.14559434075,0.0,11960.117154145095,X_uniform70
15,602119.1886101315,0.0,602119.1886101315,0.0,145404.11424799022,X_uniform70
16,1021185.7960535085,3348.783649784574,1024534.579703293,739.4550104168529,66030.95645560331,X_uniform70
17,1513983.5704020672,2477.6387236078813,1516461.209125675,489.96507898318384,51642.57133770496,X_uniform70
18,1162602.3020933191,12650.877084358017,1175253.179177677,1886.183169262983,22987.638666202212,X_uniform70
19,69369.12001997548,194331.33639475144,263700.4564147269,28832.53110676796,0.0,X_uniform70
20,614721.9181674847,666967.6396467009,1281689.5578141857,98296.97374736842,0.0,X_uniform70
21,1200309.6991613102,44004.08872023616,1244313.7878815462,10602.322285406597,0.0,X_uniform70
22,492728.05879743566,19607.037151091557,512335.0959485272,9366.925164254599,0.0,X_uniform70
23,505799.03514757846,18621.891846513776,524420.9269940922,8762.50660805262,0.0,X_uniform70
0,1127747.1096613472,0.0,1127747.1096613472,0.0,53692.9932116061,X_uniform75
1,764280.0781472027,0.0,764280.0781472027,0.0,16899.556948245066,X_uniform75
2,617649.3197747145,555.4296339988103,618204.7494087133,255.61160491231715,10224.396143790655,X_uniform75
3,532396.8715817984,1203.4472422769477,533600.3188240754,551.4302699752368,3439.707960794672,X_uniform75
4,540334.7388457712,1005.3791191475295,541340.1179649187,457.54613089519154,7415.046364978521,X_uniform75
5,630912.4542965232,2063.457730237627,632975.9120267609,588.6721013498761,192500.2574776366,X_uniform75
6,256975.5355167062,28242.874929228215,285218.4104459344,6499.214663297707,0.0,X_uniform75
7,341876.855517134,11200.363718784305,353077.2192359183,2768.873980836499,18995.620451946743,X_uniform75
8,3435.1528747854904,17640.638070839294,21075.790945624783,3322.2464033080137,0.0,X_uniform75
9,21394.575014763956,83053.62906953596,104448.20408429993,16994.65390084698,0.0,X_uniform75
10,81199.18882367917,46089.50319110621,127288.6920147854,9672.551682595718,10047.823404658035,X_uniform75
11,410608.6229546881,819.1710992750006,411427.7940539631,340.6748833333336,100081.74134084601,X_uniform75
12,342600.15791018505,0.0,342600.15791018505,0.0,264561.7673492157,X_uniform75
13,45350.82923724699,0.0,45350.82923724699,0.0,16996.580477378022,X_uniform75
14,99057.5954234602,0.0,99057.5954234602,0.0,15240.213653953706,X_uniform75
15,624403.2662182252,0.0,624403.2662182252,0.0,176610.59087697376,X_uniform75
16,1035012.3060849644,1454.905164054362,1036467.2112490188,316.12679082676095,79632.94120404532,X_uniform75
17,1531474.266989515,2193.4582462819562,1533667.725235797,434.85663329046554,63627.04606123037,X_uniform75
18,1187406.336325513,11417.934316605842,1198824.2706421188,1700.832948997085,29687.09677076886,X_uniform75
19,75287.15467397546,140191.85537381662,215479.01004779208,20797.473937147675,0.0,X_uniform75
20,627755.3113244078,512655.22255168884,1140410.5338760966,75563.32766490134,0.0,X_uniform75
21,1210504.9500059634,33981.75684150945,1244486.7068474728,8258.391891323388,0.0,X_uniform75
22,497955.73942161544,14934.639173403066,512890.3785950185,7138.258417197817,0.0,X_uniform75
23,511088.98464766855,13506.422392425817,524595.4070400944,6355.924970661145,0.0,X_uniform75
