check,max_error,tolerance
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.343281372915953e-12,1e-06
D56.point_initializer,1.8189894035458565e-12,1e-06
D56.risk_delta,2.433608869978343e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.183231456205249e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.440892098500626e-16,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.093170329928398e-11,1e-05
D56.emergency_fee,4.656612873077393e-10,1e-05
D56.end_energy,1.4733814168721437e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,5.093170329928398e-11,1e-05
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.5706550483591855e-12,1e-06
D56.point_initializer,3.865352482534945e-12,1e-06
D56.risk_delta,1.1937117960769683e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.637978807091713e-12,1e-06
D56.milp_state,7.815970093361102e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,7.66053886991358e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,8.003553375601768e-11,1e-05
D56.emergency_fee,7.60337570682168e-10,1e-05
D56.end_energy,1.2732925824820995e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.820766091346741e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,8.003553375601768e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.490630090003833e-12,1e-06
D56.point_initializer,2.7284841053187847e-12,1e-06
D56.risk_delta,1.6484591469634324e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.5011104298755527e-12,1e-06
D56.milp_state,7.958078640513122e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.773959005888173e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,7.421476766467094e-10,1e-05
D56.end_energy,1.2005330063402653e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,7.275957614183426e-11,1e-05
D56.initial_trace,6.548361852765083e-11,1e-05
D56.candidate_initial,1.8189894035458565e-12,1e-06
D56.scenarios,5.115907697472721e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,2.433608869978343e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.8758328224066645e-12,1e-06
D56.milp_state,1.0231815394945443e-12,1e-06
D56.milp_continuity,1.8189894035458565e-12,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,9.658940314238862e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,3.637978807091713e-11,1e-05
D56.emergency_fee,5.129550117999315e-10,1e-05
D56.end_energy,1.3096723705530167e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.661160346586257e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,2.433608869978343e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1884716261411086e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.9960036108132044e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.546585164964199e-11,1e-05
D56.emergency_fee,2.9695002012886107e-10,1e-05
D56.end_energy,1.0913936421275139e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.8189894035458565e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,1.8189894035458565e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.7411853049416095e-12,1e-06
D56.point_initializer,2.0463630789890885e-12,1e-06
D56.risk_delta,2.433608869978343e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.524291969370097e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.220446049250313e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.729372449219227e-11,1e-05
D56.emergency_fee,3.9949554775375873e-10,1e-05
D56.end_energy,1.014086592476815e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.2741809263825417e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,2.546585164964199e-11,1e-05
D56.initial_trace,4.729372449219227e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.172751116333529e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,1.4921397450962104e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1316282072803006e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.10702591327572e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,6.730260793119669e-10,1e-05
D56.end_energy,1.1095835361629725e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.343281372915953e-12,1e-06
D56.point_initializer,1.9326762412674725e-12,1e-06
D56.risk_delta,1.4921397450962104e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,6.328271240363392e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,4.1654857341200113e-10,1e-05
D56.end_energy,1.382431946694851e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.229594535194337e-12,1e-06
D56.point_initializer,1.7053025658242404e-12,1e-06
D56.risk_delta,1.4104273304837989e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.0463630789890885e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,8.43769498715119e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,4.6202330850064754e-10,1e-05
D56.end_energy,1.355147105641663e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.366462912410498e-12,1e-06
D56.point_initializer,1.1368683772161603e-12,1e-06
D56.risk_delta,2.0108359422010835e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,8.526512829121202e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,7.549516567451064e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,9.458744898438454e-11,1e-05
D56.emergency_fee,5.275069270282984e-10,1e-05
D56.end_energy,1.964508555829525e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.incumbent_trace,9.458744898438454e-11,1e-05
D56.initial_trace,6.548361852765083e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.4569682106375694e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,2.0108359422010835e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,8.419931418757187e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.329070518200751e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,3.637978807091713e-11,1e-05
D56.emergency_fee,5.893525667488575e-10,1e-05
D56.end_energy,1.4370016288012266e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,0.0,1e-05
D56.initial_trace,3.637978807091713e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.002220859751105e-12,1e-06
D56.point_initializer,1.7053025658242404e-12,1e-06
D56.risk_delta,1.4068746168049984e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.4210854715202004e-12,1e-06
D56.milp_state,7.958078640513122e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.218048215738236e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,3.2741809263825417e-11,1e-05
D56.emergency_fee,3.4424374462105334e-10,1e-05
D56.end_energy,1.1323209037072957e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.2741809263825417e-11,1e-05
D56.initial_trace,1.0913936421275139e-11,1e-05
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.002220859751105e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,1.7621459846850485e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.6484591469634324e-12,1e-06
D56.milp_state,8.881784197001252e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.887379141862766e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,2.455635694786906e-10,1e-05
D56.end_energy,9.640643838793039e-11,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.incumbent_trace,1.0913936421275139e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.0254023992456496e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.3180567748349858e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1600499167107046e-12,1e-06
D56.milp_state,8.242295734817162e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.9984014443252818e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,4.0381564758718014e-10,1e-05
D56.end_energy,1.4642864698544145e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,0.0,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.7980287238024175e-12,1e-06
D56.point_initializer,3.296918293926865e-12,1e-06
D56.risk_delta,1.4210854715202004e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,3.524291969370097e-12,1e-06
D56.milp_state,8.526512829121202e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,6.661338147750939e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,7.60337570682168e-10,1e-05
D56.end_energy,1.673470251262188e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,7.275957614183426e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.4569682106375694e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.4637180356658064e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,7.318590178329032e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.440092820663267e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,5.347828846424818e-10,1e-05
D56.end_energy,1.3642420526593924e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,4.3655745685100555e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,4.092726157978177e-12,1e-06
D56.point_initializer,2.6147972675971687e-12,1e-06
D56.risk_delta,1.6768808563938364e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.7284841053187847e-12,1e-06
D56.milp_state,8.597567102697212e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.329070518200751e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.3096723705530167e-10,1e-05
D56.emergency_fee,1.025910023599863e-09,1e-05
D56.end_energy,1.5006662579253316e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,8.731149137020111e-11,1e-05
D56.initial_trace,3.637978807091713e-11,1e-05
D56.incumbent_trace,8.003553375601768e-11,1e-05
D56.initial_trace,1.3096723705530167e-10,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.366462912410498e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,1.6768808563938364e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.440892098500626e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,4.474713932722807e-10,1e-05
D56.end_energy,1.7280399333685637e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,2.1827872842550278e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.115907697472721e-12,1e-06
D56.point_initializer,1.9895196601282805e-12,1e-06
D56.risk_delta,1.6768808563938364e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.7284841053187847e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,1.1102230246251565e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,1.8189894035458565e-11,1e-05
D56.emergency_fee,2.2873791749589145e-10,1e-05
D56.end_energy,1.0913936421275139e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.8189894035458565e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.incumbent_trace,1.0913936421275139e-11,1e-05
D56.initial_trace,3.637978807091713e-12,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.002220859751105e-12,1e-06
D56.point_initializer,1.4210854715202004e-12,1e-06
D56.risk_delta,1.6768808563938364e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.2737367544323206e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,2.6645352591003757e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.1827872842550278e-11,1e-05
D56.emergency_fee,2.2367885321727954e-10,1e-05
D56.end_energy,9.640643838793039e-11,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,3.637978807091713e-12,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.172751116333529e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.545430450278218e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.884981308350689e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,6.857590051367879e-10,1e-05
D56.end_energy,1.5188561519607902e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.366462912410498e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,1.545430450278218e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.9558577807620168e-12,1e-06
D56.milp_state,8.810729923425242e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.329070518200751e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,5.929905455559492e-10,1e-05
D56.end_energy,2.0372681319713593e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,7.275957614183426e-11,1e-05
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.7980287238024175e-12,1e-06
D56.point_initializer,1.2505552149377763e-12,1e-06
D56.risk_delta,1.2008172234345693e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.9326762412674725e-12,1e-06
D56.milp_state,8.526512829121202e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.440092820663267e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,5.366018740460277e-10,1e-05
D56.end_energy,1.355147105641663e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,7.617018127348274e-12,1e-06
D56.point_initializer,6.934897101018578e-12,1e-06
D56.risk_delta,2.2879476091475226e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,6.821210263296962e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.218847493575595e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,8.003553375601768e-11,1e-05
D56.emergency_fee,9.00399754755199e-10,1e-05
D56.end_energy,1.90084392670542e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,8.003553375601768e-11,1e-05
D56.initial_trace,7.275957614183426e-11,1e-05
D56.incumbent_trace,6.548361852765083e-11,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.139089236967266e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,1.0018652574217413e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.5916157281026244e-12,1e-06
D56.milp_state,8.739675649849232e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.662137425588298e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.1827872842550278e-11,1e-05
D56.emergency_fee,4.05634636990726e-10,1e-05
D56.end_energy,1.5643308870494366e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.6843418860808015e-12,1e-06
D56.point_initializer,1.7053025658242404e-12,1e-06
D56.risk_delta,4.028777311759768e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.8990143619012088e-12,1e-06
D56.milp_state,1.5347723092418164e-12,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.884981308350689e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,2.9103830456733704e-11,1e-05
D56.emergency_fee,2.5920599000528455e-10,1e-05
D56.end_energy,1.0913936421275139e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,1.4551915228366852e-11,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,1.6370904631912708e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.991740519879386e-12,1e-06
D56.point_initializer,1.4779288903810084e-12,1e-06
D56.risk_delta,1.0373923942097463e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.7053025658242404e-12,1e-06
D56.milp_state,1.1084466677857563e-12,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,0.0,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,2.41016095969826e-10,1e-05
D56.end_energy,1.1459633242338896e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.637978807091713e-12,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,0.0,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.934897101018578e-12,1e-06
D56.point_initializer,1.2505552149377763e-12,1e-06
D56.risk_delta,1.1937117960769683e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.5011104298755527e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.884981308350689e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,6.803020369261503e-10,1e-05
D56.end_energy,2.1827872842550278e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,2.1827872842550278e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,3.637978807091713e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.6843418860808015e-12,1e-06
D56.point_initializer,2.0463630789890885e-12,1e-06
D56.risk_delta,1.2931877790833823e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,4.6629367034256575e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,7.275957614183426e-11,1e-05
D56.emergency_fee,7.457856554538012e-10,1e-05
D56.end_energy,2.0736479200422764e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,5.093170329928398e-11,1e-05
D56.initial_trace,1.4551915228366852e-11,1e-05
D56.incumbent_trace,7.275957614183426e-11,1e-05
D56.initial_trace,7.275957614183426e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.366462912410498e-12,1e-06
D56.point_initializer,1.5916157281026244e-12,1e-06
D56.risk_delta,1.6653345369377348e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.1600499167107046e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,5.662137425588298e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,4.256435204297304e-10,1e-05
D56.end_energy,1.2732925824820995e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,0.0,1e-05
D56.incumbent_trace,2.9103830456733704e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,5.6843418860808015e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,1.2931877790833823e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,1.3642420526593924e-12,1e-06
D56.milp_state,9.094947017729282e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,8.881784197001252e-16,1e-06
D56.ordinary,0.0,1e-05
D56.score,4.3655745685100555e-11,1e-05
D56.emergency_fee,5.820766091346741e-10,1e-05
D56.end_energy,1.1823431123048067e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,0.0,1e-05
D56.initial_trace,7.275957614183426e-12,1e-05
D56.incumbent_trace,4.3655745685100555e-11,1e-05
D56.initial_trace,2.9103830456733704e-11,1e-05
D56.candidate_initial,0.0,1e-06
D56.scenarios,6.252776074688882e-12,1e-06
D56.point_initializer,1.3642420526593924e-12,1e-06
D56.risk_delta,1.8633983245308627e-12,1e-06
D56.milp_q,0.0,1e-06
D56.milp_balance,2.3874235921539366e-12,1e-06
D56.milp_state,8.739675649849232e-13,1e-06
D56.milp_continuity,0.0,1e-06
D56.milp_terminal,0.0,1e-06
D56.milp_integrality,3.774758283725532e-15,1e-06
D56.ordinary,0.0,1e-05
D56.score,5.820766091346741e-11,1e-05
D56.emergency_fee,3.7834979593753815e-10,1e-05
D56.end_energy,1.7826096154749393e-10,1e-06
D56.selected_q,0.0,1e-06
D56.incumbent_trace,3.637978807091713e-11,1e-05
D56.initial_trace,3.637978807091713e-11,1e-05
D56.incumbent_trace,7.275957614183426e-12,1e-05
D56.initial_trace,5.820766091346741e-11,1e-05
