hour,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,R_mean
4,546194.7924251399,862.3307674489942,547057.1231925889,392.4353654429679,15760.696447431694,R_mean
5,634854.9116673486,1811.8089483577023,636666.7206157063,515.9262550060331,222486.47655924616,R_mean
6,271840.27285523625,19584.252856324892,291424.52571156115,4533.939789972078,0.0,R_mean
7,360938.06231002737,8164.103822895935,369102.16613292333,1992.1392191915386,22704.734852203652,R_mean
8,4265.85989583211,7280.422498092535,11546.282393924645,1355.823999567049,0.0,R_mean
9,24993.521980792706,56853.348260763516,81846.87024155621,11633.48314908367,0.0,R_mean
10,87609.52038525154,38967.28805092149,126576.80843617303,8168.188801064494,11805.354723888979,R_mean
11,433368.5320868021,0.0,433368.5320868021,0.0,117457.9093041641,R_mean
12,353115.39478717634,0.0,353115.39478717634,0.0,317777.7975040466,R_mean
13,47427.30841236949,0.0,47427.30841236949,0.0,20130.256232473246,R_mean
14,104408.5241722024,0.0,104408.5241722024,0.0,17988.62917909155,R_mean
15,640957.5461146373,0.0,640957.5461146373,0.0,202442.30702054308,R_mean
16,1046453.8967428346,0.0,1046453.8967428346,0.0,92250.84044820732,R_mean
17,1548603.1178743409,0.0,1548603.1178743409,0.0,73979.72275137668,R_mean
18,1226128.0665686969,9575.059237537587,1235703.1258062345,1423.5404003265317,39976.99427729028,R_mean
19,82767.38142721895,103586.92829981036,186354.30972702932,15366.481470558037,0.0,R_mean
20,647027.9768927526,390046.02186373353,1037073.9987564861,57451.737603997266,0.0,R_mean
21,1228528.5054827475,24231.170642788256,1252759.6761255357,5873.697412670882,0.0,R_mean
22,504112.65410713776,11453.815885088776,515566.4699922266,5474.397257390772,0.0,R_mean
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,R_mean
0,1127656.7470638007,0.0,1127656.7470638007,0.0,61778.66656533876,R_cost
1,740602.4403641201,0.0,740602.4403641201,0.0,16645.971042520705,R_cost
2,617155.7680539021,0.0,617155.7680539021,0.0,13623.264090586237,R_cost
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14004.390261272467,R_cost
4,546118.0881630236,862.3307674489942,546980.4189304726,392.4353654429679,18295.651785235863,R_cost
5,626997.0188988411,1811.8089483577023,628808.8278471988,515.9262550060331,214982.38535912125,R_cost
6,270359.6364926338,19584.252856324892,289943.8893489587,4533.939789972078,0.0,R_cost
7,360584.1982267781,8164.103822895935,368748.3020496741,1992.1392191915386,22704.734852203652,R_cost
8,4265.85989583211,9293.167541393586,13559.027437225695,1740.2548512244698,0.0,R_cost
9,24488.68768997393,56986.4172835881,81475.10497356203,11659.711398383875,0.0,R_cost
10,84696.85214658323,38967.28805092149,123664.14019750472,8168.188801064494,11485.587913803223,R_cost
11,411169.17144811834,819.1710992750006,411988.34254739335,340.6748833333336,96339.64620480935,R_cost
12,339974.0283166024,0.0,339974.0283166024,0.0,286870.7963631949,R_cost
13,44898.55148368824,0.0,44898.55148368824,0.0,17486.56813032385,R_cost
14,98499.55293635948,0.0,98499.55293635948,0.0,14851.50987951833,R_cost
15,617711.5946765183,0.0,617711.5946765183,0.0,174587.3483879075,R_cost
16,1027103.7099219495,3700.6362459829993,1030804.3461679326,817.806495091446,74185.17669803527,R_cost
17,1530094.5403844074,2785.638526953511,1532880.178911361,549.6925824195788,59028.85210187211,R_cost
18,1262043.8711027214,6325.4146276017045,1268369.285730323,939.4645221449138,48249.52004270068,R_cost
19,98331.09277473358,119498.15583078953,217829.24860552314,17728.974483203725,0.0,R_cost
20,666405.3520080062,430478.7312441135,1096884.0832521198,63182.505925855265,0.0,R_cost
21,1242907.163880103,12935.022201802523,1255842.1860819056,3182.025964852651,0.0,R_cost
22,504112.65410713776,9487.196937921239,513599.85104505904,4524.556289935119,0.0,R_cost
23,517102.578861544,9415.518665421028,526518.0975269651,4432.390337430535,0.0,R_cost
0,1131649.533980726,0.0,1131649.533980726,0.0,62542.017249534736,R_w28
1,750754.5425765087,0.0,750754.5425765087,0.0,17733.904608524303,R_w28
2,621538.5151478383,0.0,621538.5151478383,0.0,12020.067507968955,R_w28
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,R_w28
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,15760.696447431694,R_w28
5,635663.0583233312,1811.8089483577023,637474.8672716889,515.9262550060331,222377.76057078192,R_w28
6,272967.4597426617,19584.252856324892,292551.7125989866,4533.939789972078,0.0,R_w28
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,R_w28
8,4265.85989583211,6792.185653918447,11058.045549750557,1261.5697825450245,0.0,R_w28
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,R_w28
10,87488.61805840481,38233.47833052943,125722.09638893425,8019.256538350604,11617.119932108151,R_w28
11,437146.6527466892,819.1710992750006,437965.8238459642,340.6748833333336,122124.07218056226,R_w28
12,356494.85289582436,0.0,356494.85289582436,0.0,324944.09544943605,R_w28
13,49126.92276384164,0.0,49126.92276384164,0.0,21211.302468922524,R_w28
14,105707.21731399288,0.0,105707.21731399288,0.0,18826.890740694515,R_w28
15,646587.8551740613,0.0,646587.8551740613,0.0,209935.33334264162,R_w28
16,1049255.792299578,1847.6499048447454,1051103.4422044226,402.50567488687204,95085.74751316507,R_w28
17,1552263.4605135098,2477.6387236078813,1554741.0992371177,489.96507898318384,77564.5859322407,R_w28
18,1216596.2555877238,9219.167952729897,1225815.4235404537,1369.2511440264213,38271.14313464843,R_w28
19,81293.61107109312,96604.52892760235,177898.1399986955,14330.107332232721,0.0,R_w28
20,643220.5284452707,377369.9512882166,1020590.4797334872,55670.89336747108,0.0,R_w28
21,1224824.6873890767,25151.36380961474,1249976.0511986916,6114.62600277668,0.0,R_w28
22,504112.65410713776,11460.342239454701,515572.9963465925,5477.7796644215705,0.0,R_w28
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,R_w28
