month,grid_original_kwh,grid_effective_kwh,emergency_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,policy
2025-11,2057633.3032385404,1990705.2125664323,0.0,1343574.857002466,12642.689983397573,-30447.53850018979,1325770.0084856737,0.0,1325770.0084856737,605779.8944069421,490430.5594520343,87383.46962819123,36368.95309038532,51014.51653780592,q43_w28_fixed
2025-12,2651835.4943214455,2547960.306628344,9683.375043996417,1926286.2936519042,13385.924101853814,-49064.37700501721,1890607.8407487408,63819.63630020005,1954427.477048941,663156.6872661198,537301.5396843688,67751.59785725642,62729.829017979486,5021.768839276929,q43_w28_fixed
2025-02,1926934.3707233341,1926934.3707233341,908.2913027082395,1178880.3548064958,0.0,0.0,1178880.3548064958,4651.185560733606,1183531.5403672294,574562.9403506863,470658.10930792324,110058.15891661267,71955.38607438552,38102.772842227154,Q2_D112
2025-03,1791692.66100407,1791692.66100407,10462.926914701884,1070334.71264496,0.0,0.0,1070334.71264496,61928.11356753892,1132262.8262124988,591408.0641373848,478832.26646753104,163262.12378225152,44807.53499394212,118454.5887883094,Q2_D112
2025-04,1521278.0835298714,1521278.0835298714,11347.709479414496,889561.8558193289,0.0,0.0,889561.8558193289,71938.49293267723,961500.3487520062,534510.0712547486,433125.098359532,213511.2211140692,28048.521637653117,185462.69947641605,Q2_D112
2025-05,1494474.0021197193,1494474.0021197193,16260.006456100333,898726.2408768331,0.0,0.0,898726.2408768331,90095.69045676044,988821.9313335936,501565.0606149023,405425.5389064575,227784.02190070818,26949.190753387786,200834.8311473204,Q2_D112
2025-06,1929938.9097920486,1929938.9097920486,55900.78967606193,1210104.4387932853,0.0,0.0,1210104.4387932853,328580.3288286025,1538684.7676218878,517851.58843456145,417675.4448943472,135670.38974456306,78514.80602241193,57155.583722151125,Q2_D112
2025-07,2232066.9535897058,2232066.9535897058,21659.87405330349,1437822.5173005725,0.0,0.0,1437822.5173005725,112455.91928368506,1550278.4365842575,512266.32303075126,414119.09681452427,210760.34191011562,107337.94629950513,103422.3956106105,Q2_D112
2025-08,1998484.5551994706,1998484.5551994706,753.8615026635609,1284292.3322220254,0.0,0.0,1284292.3322220254,3501.5145809389014,1287793.8468029643,495501.7563242269,402057.4917042136,321681.2878154541,85363.88222976841,236317.4055856857,Q2_D112
2025-09,1730420.6448601037,1730420.6448601037,8373.833284226705,1088364.599722642,0.0,0.0,1088364.599722642,49635.04936057042,1137999.6490832125,516240.0203276508,420354.0703912444,254524.66095792403,69575.36243611055,184949.2985218135,Q2_D112
2025-10,1770106.9649394883,1770106.9649394883,2128.4209998629008,1097177.3651371528,0.0,0.0,1097177.3651371528,13175.718162613284,1110353.083299766,561926.9926331259,454626.43947433174,189801.24174722383,38974.93600181572,150826.3057454081,Q2_D112
2025-11,1991192.6736803753,1991192.6736803753,482.31623024409816,1250836.0574614187,0.0,0.0,1250836.0574614187,2360.4400457393504,1253196.497507158,590258.9663473521,478250.8598160217,91694.47539595555,47250.316495463914,44444.158900491646,Q2_D112
2025-12,2612760.518852311,2612760.518852311,19129.69995466371,1669136.5532546565,0.0,0.0,1669136.5532546565,100333.00104895327,1769469.5543036098,638483.1489184188,516597.163006005,145967.29666122756,134701.6611142457,11265.635546981846,Q2_D112
2025-02,1885936.7771873118,1885936.7771873118,25534.962200228536,1136377.8843320017,0.0,0.0,1136377.8843320017,151803.18653910546,1288181.070871107,601056.8636428007,490268.112126794,86803.31580486707,54050.43167813505,32752.88412673203,Q2_B0
2025-03,1728616.4317131285,1728616.4317131285,49613.188915135346,1018651.9644208234,0.0,0.0,1018651.9644208234,276487.8603177722,1295139.8247385956,603181.8822527217,490579.2808455925,139309.3527544678,32864.18535330867,106445.16740115915,Q2_B0
2025-04,1446717.5005807339,1446717.5005807339,51017.162702706635,836500.6244502033,0.0,0.0,836500.6244502033,287843.4274997467,1124344.05194995,540088.6472885999,437519.37635441934,177435.79334925988,16997.529322979124,160438.26402628075,Q2_B0
2025-05,1419687.4313311335,1419687.4313311335,57657.64220054797,835007.78203751,0.0,0.0,835007.78203751,325577.6479711109,1160585.4300086207,516883.9143460641,418451.9368949725,192102.6311139232,12876.253188241239,179226.37792568197,Q2_B0
2025-06,1843109.062502675,1843109.062502675,104055.36236436911,1117385.3011013556,0.0,0.0,1117385.3011013556,596172.3416217691,1713557.6427231247,562397.1959480703,451984.36593331746,86758.428668958,38212.54866595788,48545.880003000115,Q2_B0
2025-07,2108987.444599497,2108987.444599497,75680.10391850659,1304761.6499380448,0.0,0.0,1304761.6499380448,424558.0086756724,1729319.6586137174,588694.2836121409,477226.08534252975,128380.09073172612,46459.77731050576,81920.31342122034,Q2_B0
2025-08,1832343.3265953246,1832343.3265953246,62687.417099486105,1140962.2467783124,0.0,0.0,1140962.2467783124,380198.1521107315,1521160.398889044,543097.0930639163,442873.5549371018,210694.3413013293,25149.017487666682,185545.3238136626,Q2_B0
2025-09,1576139.4518370884,1576139.4518370884,103395.02436973139,955684.1956288968,0.0,0.0,955684.1956288968,615190.2133341855,1570874.4089630824,560907.3837552643,454767.75217969785,185010.97738125347,41987.8780237967,143023.09935745675,Q2_B0
2025-10,1646189.2141868814,1646189.2141868814,82836.18540707558,975610.9092029217,0.0,0.0,975610.9092029217,474695.58185780543,1450306.491060727,597106.8017920174,483656.50945153413,140441.5162201404,15806.161928353185,124635.3542917872,Q2_B0
2025-11,1883010.2348751132,1883010.2348751132,67151.7133505631,1139812.1083983812,0.0,0.0,1139812.1083983812,396821.4751720529,1536633.5835704342,632131.5820942795,512008.61519871803,42066.57334678153,9520.113901308267,32546.45944547326,Q2_B0
2025-12,2469193.522878594,2469193.522878594,72255.35916654726,1527076.9010929153,0.0,0.0,1527076.9010929153,416503.93036933127,1943580.8314622466,722565.8852458674,583925.0752091093,38771.13577505022,36439.253214841025,2331.8825602092015,Q2_B0
2025-02,1906676.173377636,1906676.173377636,13958.65309366666,1148866.9593852316,0.0,0.0,1148866.9593852316,83468.43719918121,1232335.3965844128,610208.1190662552,493487.23946633335,90034.27480471396,56132.79162705964,33901.48317765433,Q2_B1
2025-03,1766193.5676458536,1766193.5676458536,32104.059140888883,1042534.7472761851,0.0,0.0,1042534.7472761851,201388.39562350468,1243923.1428996897,614289.146584761,498809.13627578394,156499.95001109876,44160.628181687214,112339.32182941152,Q2_B1
2025-04,1483165.7177976228,1483165.7177976228,32216.308287345662,860379.5024807085,0.0,0.0,860379.5024807085,206378.25455984857,1066757.7570405572,559145.0878502094,453740.272633823,192247.61186858203,26374.44072708314,165873.1711414989,Q2_B1
2025-05,1436147.418330686,1436147.418330686,49658.596647769475,842743.9664987866,0.0,0.0,842743.9664987866,316520.3118885235,1159264.2783873102,514153.1734873467,418598.6537424699,203441.03026691187,16283.21261978992,187157.81764712196,Q2_B1
2025-06,1857448.9148464284,1857448.9148464284,95147.76476555168,1124712.7147464287,0.0,0.0,1124712.7147464287,562065.6555013264,1686778.3702477552,558989.0429256471,452660.5315227204,96275.00202572017,45669.79537716048,50605.20664855969,Q2_B1
2025-07,2056239.9869270106,2056239.9869270106,104389.27763769371,1274714.2671029456,0.0,0.0,1274714.2671029456,581818.7687718222,1856533.0358747677,570177.9385524837,460693.6616772322,106325.72817278614,28147.294137395198,78178.43403539095,Q2_B1
2025-08,1877491.5083337803,1877491.5083337803,31238.42123999999,1174371.1056274993,0.0,0.0,1174371.1056274993,207533.08403021103,1381904.1896577103,575986.5447929787,464237.21171988675,212867.7322340217,25732.950775791258,187134.78145823046,Q2_B1
2025-09,1718168.0925382038,1718168.0925382038,34455.141787927954,1053889.5629500523,0.0,0.0,1053889.5629500523,213836.51077227684,1267726.0737223292,598810.8397258116,483016.65055,248445.17790032006,87128.90389970277,161316.2740006173,Q2_B1
2025-10,1747405.5889511337,1747405.5889511337,29398.641728999966,1046869.8776715468,0.0,0.0,1046869.8776715468,177393.4856334569,1224263.3633050036,646250.2785440328,523853.77485916665,179274.1359619341,45380.69887242794,133893.4370895062,Q2_B1
2025-11,1934550.1266631295,1934550.1266631295,30496.049580987637,1173523.4697626184,0.0,0.0,1173523.4697626184,184199.3884603698,1357722.8582229882,657953.8342209875,534002.5016898332,53122.43572962959,19481.3473880658,33641.088341563795,Q2_B1
2025-12,2460004.9902331275,2460004.9902331275,66786.67762976131,1521051.4030044496,0.0,0.0,1521051.4030044496,379947.48184623604,1900998.8848506855,726308.9021487654,589792.2439819671,26238.073462757147,26159.63749609048,78.43596666666826,Q2_B1
2025-02,1944486.7908936313,1944486.7908936313,1004.1628996854099,1195886.60890425,0.0,0.0,1195886.60890425,5764.092647936919,1201650.701552187,572973.1800511209,468821.4994007172,127459.60107624627,86941.03511536868,40518.5659608776,Q2_v3_best
2025-03,1824355.2850240811,1824355.2850240811,6532.8554441074175,1099020.3898489473,0.0,0.0,1099020.3898489473,43209.256166408624,1142229.6460153558,582606.719436812,471999.9185070777,193963.6730717875,67424.3733646358,126539.2997071517,Q2_v3_best
2025-04,1556770.7825540402,1556770.7825540402,7493.885603083174,919403.6184369045,0.0,0.0,919403.6184369045,49058.521525476855,968462.1399623813,520336.38847796235,421308.6208179116,247507.30149707265,48346.24690547796,199161.0545915947,Q2_v3_best
2025-05,1554918.5704335086,1554918.5704335086,4570.9959549988735,956591.0212556436,0.0,0.0,956591.0212556436,24424.934937924187,981015.9561935677,493225.4341323109,397909.28593071236,277362.9532202421,60189.83733953594,217173.11588070617,Q2_v3_best
2025-06,2039920.8829786682,2039920.8829786682,35965.98374372947,1299692.0211646135,0.0,0.0,1299692.0211646135,216912.72017917363,1516604.7413437872,505365.1584916142,408998.02099166845,229526.56303911857,161199.62721177854,68326.93582734004,Q2_v3_best
2025-07,2276325.7002678225,2276325.7002678225,16114.643190260875,1465556.5639747968,0.0,0.0,1465556.5639747968,85160.97511813731,1550717.5390929342,538988.1339535001,436380.4875914085,245013.437579325,139688.89135664396,105324.54622268102,Q2_v3_best
2025-08,1955073.5674557816,1955073.5674557816,7934.697694236553,1239523.7051522208,0.0,0.0,1239523.7051522208,51892.92721623067,1291416.6323684515,529719.6347821468,429980.0888212381,279155.8549224427,60916.88870898949,218238.96621345318,Q2_v3_best
2025-09,1736956.220223677,1736956.220223677,11949.12492190856,1092911.4977585224,0.0,0.0,1092911.4977585224,72353.42388808863,1165264.921646611,535758.9480464386,434546.7347360627,259309.2645852098,76875.67466790167,182433.58991730816,Q2_v3_best
2025-10,1830501.7373305766,1830501.7373305766,2746.118387941332,1127198.3258413102,0.0,0.0,1127198.3258413102,16786.334630987672,1143984.6604722978,576755.1723448886,467293.618744962,248652.71108525802,83390.0585163671,165262.65256889092,Q2_v3_best
2025-11,2034832.3813382194,2034832.3813382194,266.0013075502641,1267569.4932727092,0.0,0.0,1267569.4932727092,1279.160576003652,1268848.6538487128,610639.3193767165,495197.34768228786,131684.00296800782,82129.31567461774,49554.68729339005,Q2_v3_best
2025-12,2670650.635640997,2670650.635640997,14686.08079205268,1686636.8483584148,0.0,0.0,1686636.8483584148,77449.81811627535,1764086.6664746902,678058.2010564599,548893.695662319,192135.2748055753,179783.06506484176,12352.209740733517,Q2_v3_best
2025-02,1926839.4105946433,1926839.4105946433,805.543498294364,1180362.8523837135,0.0,0.0,1180362.8523837135,4179.219292267364,1184542.0716759807,570022.5925600824,466906.4623169213,110649.15178310989,72031.08788900936,38618.063894100545,Q2_D56_risk625
2025-03,1794790.8794073886,1794790.8794073886,10013.61210353737,1072020.370636411,0.0,0.0,1072020.370636411,59534.99872299831,1131555.3693594094,591822.7138667896,479225.3567043336,165889.4678818033,45460.4371941479,120429.03068765542,Q2_D56_risk625
2025-04,1550314.3890180492,1550314.3890180492,7481.213831439416,905797.87626272,0.0,0.0,905797.87626272,46772.071013325854,952569.9472760459,531286.5786485954,430413.4488910196,239192.87409191288,39971.70411668026,199221.1699752326,Q2_D56_risk625
2025-05,1499920.9607250968,1499920.9607250968,9662.338633506984,924484.1642666758,0.0,0.0,924484.1642666758,51426.58720485481,975910.7514715306,485958.1447127264,391454.6086451872,228269.29832439777,27970.954503094254,200298.3438213035,Q2_D56_risk625
2025-06,2061829.4757436335,2061829.4757436335,37844.33927190017,1315669.4863975581,0.0,0.0,1315669.4863975581,220806.82541095477,1536476.3118085128,488414.07667820586,394607.8221785081,255874.39433250247,185512.851810625,70361.54252187748,Q2_D56_risk625
2025-07,2348857.361070191,2348857.361070191,5129.507319281167,1528396.6202565886,0.0,0.0,1528396.6202565886,26122.684428497592,1554519.3046850862,490124.63701468846,396467.74635047023,315510.71820858726,197967.56606748205,117543.15214110522,Q2_D56_risk625
2025-08,1960293.760645409,1960293.760645409,3038.7606253929994,1271031.1183458138,0.0,0.0,1271031.1183458138,19775.43349550767,1290806.5518413214,477610.7066042973,388857.6858818923,290466.63628173055,61171.09666163435,229295.5396200962,Q2_D56_risk625
2025-09,1692115.0875141623,1692115.0875141623,19222.932243874366,1059974.869045332,0.0,0.0,1059974.869045332,108332.33621286144,1168307.2052581937,521569.41128156066,423398.9055937772,224783.6468202531,52329.37492220827,172454.27189804486,Q2_D56_risk625
2025-10,1795455.9950169248,1795455.9950169248,999.7411648265099,1106976.9201203454,0.0,0.0,1106976.9201203454,6319.451488125075,1113296.3716084706,566363.0664778984,458213.3326686933,213172.41133921297,55291.945615222176,157880.46572399078,Q2_D56_risk625
2025-11,1995117.835923476,1995117.835923476,48.627153239320265,1254778.6661216342,0.0,0.0,1254778.6661216342,235.97786672446796,1255014.6439883586,587635.218241996,476871.08975359646,96429.92660498236,50361.351619280744,46068.57498570161,Q2_D56_risk625
2025-12,2670633.48856118,2670633.48856118,18207.30973683845,1686398.7911246642,0.0,0.0,1686398.7911246642,95033.42401512679,1781432.215139791,659559.0876395366,534267.4252839383,199512.19970908682,187138.32190498797,12373.877804098867,Q2_D56_risk625
2025-02,1903550.1503496438,1903550.1503496438,27517.6358625418,1147471.0834641932,0.0,0.0,1147471.0834641932,172255.51904090005,1319726.6025050932,595834.3734928292,482983.61139543937,104337.35204812922,72686.4255883798,31650.92645974942,old_q3_no_update
2025-03,1773256.0520608276,1773256.0520608276,38050.54689999593,1044905.3141773542,0.0,0.0,1044905.3141773542,235797.0125536532,1280702.3267310075,605766.584337311,491789.37504918914,171011.72320603518,55183.37539518902,115828.34781084614,old_q3_no_update
2025-04,1476280.1605832793,1476280.1605832793,39770.78921973253,849599.0929183253,0.0,0.0,849599.0929183253,255490.52122969652,1105089.614148022,553221.881332277,448791.1671789281,193890.6366496631,27298.447253781625,166592.1893958815,old_q3_no_update
2025-05,1422749.0214892586,1422749.0214892586,59921.52496930825,832974.4430906621,0.0,0.0,832974.4430906621,380037.64328092703,1213012.0863715892,521952.65195883514,421592.1840854793,195499.6136185443,12555.49388582302,182944.1197327213,old_q3_no_update
2025-06,1918948.0144598547,1918948.0144598547,58259.74657246093,1163976.5327424093,0.0,0.0,1163976.5327424093,361672.46424513595,1525648.9969875452,594039.0486924225,478373.6021962635,111549.1483528233,59339.44095485966,52209.707397963626,old_q3_no_update
2025-07,2113431.655629113,2113431.655629113,100428.66840753525,1305990.0369213317,0.0,0.0,1305990.0369213317,616978.0066327685,1922968.0435541002,576331.7690770131,466994.92985622096,159704.2252991894,72980.75761484922,86723.46768434017,old_q3_no_update
2025-08,1897134.7118645103,1897134.7118645103,39548.53449493141,1177246.689336764,0.0,0.0,1177246.689336764,254682.4935111124,1431929.1828478763,603978.0087768878,490046.04818471934,238638.42150060658,49280.859670545295,189357.56183006128,old_q3_no_update
2025-09,1668385.6522599123,1668385.6522599123,61093.68452580866,1010765.9856751963,0.0,0.0,1010765.9856751963,370647.4705792988,1381413.456254495,580382.9497602031,473855.4643378691,234567.9841133868,77493.90597672037,157074.07813666645,old_q3_no_update
2025-10,1741264.903393439,1741264.903393439,45750.59265498621,1034099.2640583048,0.0,0.0,1034099.2640583048,279687.7701624675,1313787.0342207723,620635.3456786749,501897.3219444354,193143.88128085248,50116.22255882414,143027.65872202834,old_q3_no_update
2025-11,1935981.3166706064,1935981.3166706064,44184.67800445147,1169163.9804961374,0.0,0.0,1169163.9804961374,280094.70416025963,1449258.684656397,641911.967118322,520671.95037679747,70953.5699501998,29040.14776266944,41913.42218753037,old_q3_no_update
2025-12,2498776.049951825,2498776.049951825,59709.644002984714,1545392.174762082,0.0,0.0,1545392.174762082,353139.78539643815,1898531.9601585201,716798.4222436212,580384.8826796107,58035.21815746598,52714.470111621755,5320.74804584422,old_q3_no_update
2025-02,1904095.411731584,1906320.8898743046,4279.848328543787,1147694.0618378678,51051.19984193791,-7628.119104212553,1191117.1425755932,23624.275598142962,1214741.418173736,595481.3008893526,482098.58011597686,83338.34536280602,53161.354393676054,30176.990969129973,old_q3_soc
2025-03,1775430.900366707,1793853.7295938125,6779.70237095301,1045594.4829361932,64432.94078920655,-5735.775488856168,1104291.6482365436,36139.62281360916,1140431.2710501528,620392.3075421631,502571.0580742404,156494.51603017616,43843.52299863954,112650.99303153664,old_q3_soc
2025-04,1479083.7690107883,1497431.8003598189,8175.023063946844,850451.434071968,70135.88424523058,-5075.227484724285,915512.0908324743,48983.54612497681,964495.6369574511,562020.9817443026,456318.007153546,182174.24983300915,20304.679856263447,161869.56997674573,old_q3_soc
2025-05,1425146.755131867,1463231.0704025168,17236.811921538,833644.9049810844,85171.24801428991,-2834.0305451558124,915982.1224502184,103750.12882262476,1019732.2512728432,536553.4395356699,433142.66246898496,190246.6402907031,11247.445424929769,178999.19486577334,old_q3_soc
2025-06,1921017.7124835213,1953348.9122362013,17423.027735651212,1164839.4005119642,100458.04069564391,-6559.168285016499,1258738.2729225918,99987.54448346962,1358725.8174060613,598786.561771666,482411.2921362735,104403.50415312672,53330.29624164765,51073.20791147907,old_q3_soc
2025-07,2116518.1098948936,2175412.090672896,26043.550705970847,1307387.4426419055,137855.13461991114,-6245.359620390422,1438997.2176414263,142195.49021421061,1581192.707855637,605014.6640185968,490061.87785506336,141683.59569866644,59872.18718762685,81811.40851103957,old_q3_soc
2025-08,1899943.4545068215,1921818.8452623126,8334.009900189416,1178525.194784552,62253.54073434795,-3760.5927219450873,1237018.142796955,52882.46672193289,1289900.609518888,619925.9696527473,503601.18045400863,229715.2016970966,43293.64462860714,186421.55706848946,old_q3_soc
2025-09,1668385.652259912,1703007.8843094418,16911.94012936107,1010762.6651990176,87211.51963103218,-4480.241494358259,1093493.9433356915,99017.04878724957,1192510.9921229412,578177.3337875431,472739.7451820804,226098.36858334023,72796.48055015707,153301.88803318315,old_q3_soc
2025-10,1744115.4920461192,1765337.2986026227,12871.87784564309,1035332.7786165889,70910.65658636944,-4829.817867025376,1101413.617335933,74766.79542330485,1176180.412759238,632999.3419283038,510275.43887770176,180351.68236433045,41093.281991419186,139258.40037291127,old_q3_soc
2025-11,1936049.3027020486,1966102.3774846015,8390.937394796436,1168914.178392317,75001.56811535312,-3420.9276178014306,1240494.8188898684,44447.74082427535,1284942.5597141439,642474.2120134602,520546.2648666696,64592.959749273796,23377.330915682476,41215.62883359132,old_q3_soc
2025-12,2498776.049951825,2527408.294138568,17127.707919113007,1544800.983023455,85776.73200928494,-6838.405393561321,1623739.3096391784,87764.98502852276,1711504.2946677012,719958.671777614,582892.5865425474,43432.980589280975,42715.12035314446,717.8602361365173,old_q3_soc
2025-02,1904148.5532342833,1872132.1987707473,5530.588427066713,1147712.7658560479,59566.217891233384,-23899.531496897525,1183379.4522503836,29377.70171675474,1212757.1539671384,609852.6726547752,493697.33789712377,47627.780373495894,20685.6834760971,26942.096897398795,old_q3_raw
2025-03,1775448.1074357578,1751764.8988334285,4032.8759670347567,1045599.3886087434,78706.8284759856,-24329.130667138103,1099977.086417591,22010.5787213077,1121987.6651388987,630797.4335812798,511051.9324862521,109734.60723876888,9804.55122569918,99930.0560130697,old_q3_raw
2025-04,1479071.7818939253,1479898.4363826606,7323.050280203069,850447.502752209,65961.5213419187,-14145.275039214703,902263.749054913,43748.53266765888,946012.2817225718,575597.3766311194,467306.3248118767,161200.83584362105,8687.926309771374,152512.90953384968,old_q3_raw
2025-05,1425036.4042282635,1469614.0604799683,13789.01423483415,833605.7097618254,82883.23909707209,-7400.103371598553,909088.8454872989,85497.46486110965,994586.3103484086,549169.4158741503,443460.9057970685,190884.099671054,10087.758682951504,180796.34098810249,old_q3_raw
2025-06,1920891.9439396183,1937943.5279742894,16196.240239253608,1164785.241443337,96620.79040286649,-17447.753717608586,1243958.2781285949,94056.9914196849,1338015.2695482797,615532.5695201379,495874.14914713043,84488.18165720219,34770.33119505372,49717.850462148475,old_q3_raw
2025-07,2116565.5041480632,2156076.9527706685,24693.563850675077,1307428.1969908539,134693.98701054888,-19059.659310763687,1423062.524690639,134780.04600218122,1557842.5706928202,619962.2402288939,502169.41458540416,118158.43146118737,40219.20752051106,77939.22394067631,old_q3_raw
2025-08,1899849.4978655756,1891239.2502227677,7896.891342990365,1178487.0222093537,70670.95251872129,-19415.315491737525,1229742.6592363375,50100.37947527642,1279843.038711614,625306.1822286102,508045.0504289399,197762.14549942117,15490.082023293045,182272.06347612813,old_q3_raw
2025-09,1668385.652259912,1683513.6478973394,15138.105412834011,1010762.3185236917,106547.03113639771,-17918.665954137134,1099390.6837059523,90523.73224744372,1189914.4159533961,581367.6929879469,475232.3368321942,204132.5299044209,57797.84070213625,146334.68920228462,old_q3_raw
2025-10,1744109.9209372886,1722046.3791555616,10616.872716542042,1035330.687888161,91026.34932060796,-24848.325527887224,1101508.7116808817,62900.92919370403,1164409.6408745858,639645.8398600597,515664.8037161551,133548.62469486558,11662.982194956663,121885.6424999089,old_q3_raw
2025-11,1936049.3027020486,1959267.0670333952,3838.3048835036307,1168912.0912319587,81943.1029267792,-11477.788511231782,1239377.405647506,22580.654673759673,1261958.0603212656,648252.1382193005,525175.4099173218,52056.2356315868,13925.866643650223,38130.36898793658,old_q3_raw
2025-12,2498776.0499518253,2521422.6947760237,16289.74027517591,1544797.722621982,91841.72414221846,-14789.890798557872,1621849.5559656427,83704.09797843342,1705553.653944076,727521.8308609948,589042.4997927842,35196.16774965567,33562.49861683989,1633.6691328157829,old_q3_raw
2025-02,1904148.5532342833,1872132.1987707473,5530.588427066713,1147712.7658560479,59566.217891233384,-23899.531496897525,1183379.4522503836,29377.70171675474,1212757.1539671384,609852.6726547752,493697.33789712377,47627.780373495894,20685.6834760971,26942.096897398795,old_q3_w28
2025-03,1775448.1074357578,1751764.8988334285,4032.8759670347567,1045599.3886087434,78706.8284759856,-24329.130667138103,1099977.086417591,22010.5787213077,1121987.6651388987,630797.4335812798,511051.9324862521,109734.60723876888,9804.55122569918,99930.0560130697,old_q3_w28
2025-04,1439822.4843335177,1487566.6235544938,4603.813573427115,824158.7931704897,94661.32502258637,-8567.277434910913,910252.8407581652,26234.581789621654,936487.4225477868,580273.0950114658,471012.5508308833,165180.29394733824,11385.089356357912,153795.2045909803,old_q3_w28
2025-05,1440159.1916129584,1481436.76432419,11174.672810553819,842792.1192235282,77812.98342859448,-7151.799441634966,913453.3032104877,68103.14884424949,981556.4520547373,563569.1019479701,453332.65351398184,195564.52373408887,14176.73179240925,181387.7919416796,old_q3_w28
2025-06,1901082.9203914788,1946865.0411791399,14229.653955513908,1149477.3491029888,115925.62982096126,-13408.889188803041,1251994.089735147,85389.851995293,1337383.94173044,627744.839011614,507639.1913071809,90995.88124688735,42566.58125387565,48429.29999301171,old_q3_w28
2025-07,2123461.3075953014,2166579.201487473,24220.836892670115,1312386.1640549598,134616.90701898275,-18948.194053956402,1428054.8770199863,131197.41822644035,1559252.2952464265,623056.9375660553,504676.11942850484,127599.96072592602,48688.87837782683,78911.08234809918,old_q3_w28
2025-08,1873780.3519507025,1901557.6955545186,5062.966357582343,1161356.5914471284,90371.24695126116,-13585.934988494551,1238141.903409895,31675.309285824504,1269817.2126957197,637838.3436877633,516991.44185753365,201660.89581520448,20017.615231829623,181643.28058337487,old_q3_w28
2025-09,1643333.909124618,1686589.3638372,15258.134039214367,993957.7598838279,118035.00256744347,-13263.582371527304,1098729.180079744,89063.78681856261,1187792.9668983067,586515.1475946264,480612.7514239808,207561.2344557687,62674.77487178173,144886.45958398696,old_q3_w28
2025-10,1709274.8587411526,1726078.5777596477,11357.592634848279,1010792.3959898788,98760.2426333685,-17449.5589900226,1092103.0796332248,65045.09302771262,1157148.1726609373,647412.9219617617,521955.5151443779,136845.17254377896,14223.380632393551,122621.79191138542,old_q3_w28
2025-11,1921574.10803667,1966076.8196618701,3145.864654815711,1158310.9421123625,87286.71460145834,-7965.178930540847,1237632.47778328,18861.224964324934,1256493.7027476048,651357.130483851,527753.9757380597,57647.121587561276,18504.978499929293,39142.14308763198,old_q3_w28
2025-12,2495165.4729554225,2523308.7599308067,18177.753147622934,1542145.5601325152,83656.03252660108,-12645.845031083993,1613155.7476280322,92900.84165184069,1706056.5892798728,733184.0285002969,593612.0481831175,37877.59652791712,35454.20992755921,2423.386600357915,old_q3_w28
2025-02,1886722.2518001175,1886722.2518001175,25669.537472645126,1199314.15744189,0.0,0.0,1199314.15744189,143899.42141370208,1343213.5788555923,605363.4839111993,493179.19108524243,86327.82438013917,53642.06253687723,32685.761843261927,old_q42_ols
2025-03,1732699.8934268784,1732699.8934268784,48271.4240492879,1020112.9837155788,0.0,0.0,1020112.9837155788,252632.44389310046,1272745.4276086793,623960.6372351734,508003.5994303571,138696.61320468353,32163.297901928,106533.31530275552,old_q42_ols
2025-04,1450129.2324297302,1450129.2324297302,51663.31456717751,820406.7348915741,0.0,0.0,820406.7348915741,269921.2068757504,1090327.9417673245,556791.715507739,451032.61802189756,178303.85051106627,17076.86604506636,161226.9844659999,old_q42_ols
2025-05,1422066.6890026862,1422066.6890026862,59116.16325438404,821917.2164047349,0.0,0.0,821917.2164047349,304588.5255226177,1126505.7419273525,525470.6051684951,425211.3765505475,194113.15867245584,12381.711429371127,181731.44724308472,old_q42_ols
2025-06,1841640.1629692921,1841640.1629692921,103273.92281499984,1193970.387063222,0.0,0.0,1193970.387063222,598471.535185276,1792441.922248498,555079.0966885916,445733.0241829956,85574.84709536254,35953.8854603661,49620.961634996434,old_q42_ols
2025-07,2109755.2418011418,2109755.2418011418,72294.0934080177,1494587.594345227,0.0,0.0,1494587.594345227,463284.3592957364,1957871.9536409634,592291.9986076523,479850.470436743,124788.54752158353,42679.64044611536,82108.90707546817,old_q42_ols
2025-08,1834186.2130520404,1834186.2130520404,63007.90311778557,1268731.9306588192,0.0,0.0,1268731.9306588192,418515.4407941537,1687247.3714529728,546742.0060721071,446635.1597866256,212974.40561767778,24647.038707993182,188327.3669096846,old_q42_ols
2025-09,1578644.4155362535,1578644.4155362535,103638.2666320357,967680.4449125198,0.0,0.0,967680.4449125198,596423.0036174741,1564103.4485299939,571322.5554414142,463125.04604426137,185701.3055211363,39792.512209895736,145908.79331124056,old_q42_ols
2025-10,1650639.6321378339,1650639.6321378339,82366.5033305558,975205.3255665706,0.0,0.0,975205.3255665706,450609.2539504808,1425814.5795170516,618408.4176065904,500989.81346255617,140453.9402910222,15816.369488619344,124637.57080240284,old_q42_ols
2025-11,1882352.3504315822,1882352.3504315822,66358.24362968092,1190320.5155317995,0.0,0.0,1190320.5155317995,373547.8946588843,1563868.4101906838,627837.4341881629,508548.32169241196,41449.07358217893,8997.50053670567,32451.573045473262,old_q42_ols
2025-12,2467907.285138572,2467907.285138572,72395.86796462887,1730936.3801651716,0.0,0.0,1730936.3801651716,475804.9414705078,2206741.3216356793,714091.16639478,576742.7498710209,38917.80034610847,36546.130103541625,2371.670242566853,old_q42_ols
