date,interval_start,interval_end,emergency_kwh,ten_minute_intervals
2025-05-29,2025-05-29 21:10:00,2025-05-29 21:40:00,96.47487855207548,3
2025-05-30,2025-05-30 06:00:00,2025-05-30 07:10:00,772.7299907761169,7
2025-05-30,2025-05-30 20:40:00,2025-05-30 20:50:00,425.4348479971319,1
2025-05-30,2025-05-30 21:50:00,2025-05-30 22:00:00,23.58939554105928,1
2025-05-31,2025-05-31 05:00:00,2025-05-31 05:30:00,219.1727814379094,3
2025-05-31,2025-05-31 06:00:00,2025-05-31 07:20:00,775.5953276177485,8
2025-05-31,2025-05-31 20:40:00,2025-05-31 20:50:00,217.0214589391183,1
2025-06-01,2025-06-01 09:10:00,2025-06-01 11:40:00,2058.1431580175768,15
2025-06-01,2025-06-01 11:50:00,2025-06-01 12:00:00,20.3378608333333,1
2025-06-01,2025-06-01 14:40:00,2025-06-01 22:00:00,14027.20206521018,44
2025-06-01,2025-06-01 22:20:00,2025-06-02 00:00:00,1003.3616548714281,10
2025-06-02,2025-06-02 08:10:00,2025-06-02 09:30:00,1728.8320258699214,8
2025-06-02,2025-06-02 17:40:00,2025-06-03 00:00:00,12352.831052926513,38
2025-06-03,2025-06-03 08:30:00,2025-06-03 10:20:00,1802.5396654126876,11
2025-06-03,2025-06-03 18:50:00,2025-06-04 00:00:00,9856.63852734257,31
2025-06-04,2025-06-04 08:30:00,2025-06-04 10:00:00,892.611204849459,9
2025-06-04,2025-06-04 18:50:00,2025-06-05 00:00:00,10533.836776592008,31
2025-06-05,2025-06-05 08:10:00,2025-06-05 10:00:00,1955.334854980476,11
2025-06-05,2025-06-05 18:50:00,2025-06-06 00:00:00,9830.334131759817,31
2025-06-06,2025-06-06 01:10:00,2025-06-06 03:30:00,801.9294327113142,14
2025-06-06,2025-06-06 03:50:00,2025-06-06 05:30:00,722.0890492862197,10
2025-06-06,2025-06-06 05:50:00,2025-06-06 07:40:00,1443.443985207468,11
2025-06-06,2025-06-06 19:30:00,2025-06-07 00:00:00,6308.6956467830505,27
2025-06-07,2025-06-07 04:30:00,2025-06-07 05:30:00,238.71089494665227,6
2025-06-07,2025-06-07 05:50:00,2025-06-07 07:40:00,1448.7699821195347,11
2025-06-07,2025-06-07 19:50:00,2025-06-07 23:00:00,4097.3178274629145,19
2025-06-07,2025-06-07 23:10:00,2025-06-08 00:00:00,441.8300371910665,5
2025-06-08,2025-06-08 18:50:00,2025-06-08 19:20:00,52.09129928440291,3
2025-06-09,2025-06-09 18:50:00,2025-06-09 19:10:00,122.88694576286173,2
2025-06-09,2025-06-09 19:30:00,2025-06-09 19:50:00,24.586432416239063,2
2025-06-09,2025-06-09 20:20:00,2025-06-09 20:40:00,521.5711855967503,2
2025-06-10,2025-06-10 18:50:00,2025-06-10 19:20:00,103.00803686976212,3
2025-06-10,2025-06-10 19:50:00,2025-06-10 20:10:00,14.324667048082574,2
2025-06-11,2025-06-11 09:10:00,2025-06-11 10:50:00,2108.634179249557,10
2025-06-11,2025-06-11 18:50:00,2025-06-11 19:30:00,141.1332516475254,4
2025-06-11,2025-06-11 20:00:00,2025-06-11 20:40:00,2223.006486423981,4
2025-06-12,2025-06-12 18:50:00,2025-06-12 19:00:00,7.768023619338692,1
2025-06-12,2025-06-12 20:30:00,2025-06-12 20:40:00,462.8960536104361,1
2025-06-12,2025-06-12 21:00:00,2025-06-12 21:20:00,14.40249221206966,2
2025-06-13,2025-06-13 06:40:00,2025-06-13 07:40:00,626.350380019888,6
2025-06-13,2025-06-13 20:30:00,2025-06-13 21:00:00,141.35804872788128,3
2025-06-15,2025-06-15 20:20:00,2025-06-15 20:40:00,160.1636678570594,2
2025-06-16,2025-06-16 10:00:00,2025-06-16 10:20:00,29.760889961503107,2
2025-06-16,2025-06-16 19:00:00,2025-06-16 19:30:00,49.825233449654434,3
2025-06-16,2025-06-16 20:00:00,2025-06-16 20:10:00,18.695742189826547,1
2025-06-16,2025-06-16 20:30:00,2025-06-16 20:50:00,140.8565995245076,2
2025-06-16,2025-06-16 21:00:00,2025-06-16 21:30:00,69.5583415166964,3
2025-06-17,2025-06-17 18:50:00,2025-06-17 19:00:00,28.90166666666653,1
2025-06-17,2025-06-17 19:20:00,2025-06-17 19:40:00,66.20000097239677,2
2025-06-17,2025-06-17 20:10:00,2025-06-17 20:40:00,1831.565375938886,3
2025-06-18,2025-06-18 19:50:00,2025-06-18 20:00:00,20.52787908853952,1
2025-06-18,2025-06-18 20:20:00,2025-06-18 20:30:00,14.675102699715808,1
2025-06-19,2025-06-19 18:50:00,2025-06-19 19:30:00,185.49948994822068,4
2025-06-19,2025-06-19 20:50:00,2025-06-19 21:10:00,4.561775967444579,2
2025-06-20,2025-06-20 06:10:00,2025-06-20 07:10:00,590.6497634683764,6
2025-06-21,2025-06-21 06:10:00,2025-06-21 07:20:00,545.7339070937687,7
2025-06-22,2025-06-22 18:50:00,2025-06-22 19:30:00,81.04889805246694,4
2025-06-22,2025-06-22 19:50:00,2025-06-22 20:00:00,7.006031265637148,1
2025-06-23,2025-06-23 20:20:00,2025-06-23 20:40:00,232.21361526796863,2
2025-06-24,2025-06-24 08:50:00,2025-06-24 10:50:00,2958.3548747981667,12
2025-06-24,2025-06-24 18:50:00,2025-06-24 19:20:00,98.51727921322936,3
2025-06-24,2025-06-24 19:40:00,2025-06-24 21:10:00,3820.0878524448167,9
2025-06-25,2025-06-25 10:40:00,2025-06-25 10:50:00,115.75842629423984,1
2025-06-25,2025-06-25 18:50:00,2025-06-25 19:10:00,53.06455758583229,2
2025-06-25,2025-06-25 20:00:00,2025-06-25 20:10:00,3.925217906125909,1
2025-06-25,2025-06-25 20:20:00,2025-06-25 20:40:00,1264.725800908983,2
2025-06-26,2025-06-26 09:40:00,2025-06-26 10:30:00,301.4969234060722,5
2025-06-26,2025-06-26 18:50:00,2025-06-26 19:20:00,84.04455741359811,3
2025-06-26,2025-06-26 19:30:00,2025-06-26 19:50:00,30.33642371211181,2
2025-06-27,2025-06-27 05:50:00,2025-06-27 07:20:00,1220.3846160356425,9
2025-06-27,2025-06-27 20:30:00,2025-06-27 20:40:00,227.3256675261048,1
2025-06-28,2025-06-28 07:00:00,2025-06-28 07:50:00,165.0882923783302,5
2025-06-28,2025-06-28 21:00:00,2025-06-28 21:20:00,23.227121708126603,2
2025-06-29,2025-06-29 09:40:00,2025-06-29 10:10:00,66.61976626209328,3
2025-06-29,2025-06-29 18:50:00,2025-06-29 19:10:00,56.91354409158805,2
2025-06-29,2025-06-29 20:20:00,2025-06-29 20:40:00,968.3534564431205,2
2025-06-30,2025-06-30 10:00:00,2025-06-30 10:40:00,276.6097947915115,4
2025-06-30,2025-06-30 18:50:00,2025-06-30 19:10:00,82.72276666666664,2
2025-06-30,2025-06-30 19:20:00,2025-06-30 19:40:00,31.554126990455188,2
2025-07-01,2025-07-01 08:00:00,2025-07-01 10:10:00,2998.5222349404157,13
2025-07-01,2025-07-01 18:50:00,2025-07-01 21:50:00,3603.3036954553586,18
2025-07-02,2025-07-02 08:10:00,2025-07-02 09:50:00,1305.0787262933013,10
2025-07-02,2025-07-02 18:50:00,2025-07-02 20:10:00,945.3122611725585,8
2025-07-02,2025-07-02 20:20:00,2025-07-02 21:50:00,1996.8283309886115,9
2025-07-03,2025-07-03 07:50:00,2025-07-03 10:30:00,3451.239229195594,16
2025-07-03,2025-07-03 18:50:00,2025-07-03 22:00:00,5614.386710864193,19
2025-07-04,2025-07-04 01:20:00,2025-07-04 05:30:00,3032.07667433091,25
2025-07-04,2025-07-04 05:50:00,2025-07-04 07:20:00,1529.7073494643278,9
2025-07-04,2025-07-04 20:10:00,2025-07-04 22:00:00,3043.96808430159,11
2025-07-04,2025-07-04 22:30:00,2025-07-05 00:00:00,1194.0280766519459,9
2025-07-05,2025-07-05 02:40:00,2025-07-05 05:30:00,1482.8345835235211,17
2025-07-05,2025-07-05 05:50:00,2025-07-05 07:30:00,1598.832356600573,10
2025-07-05,2025-07-05 20:00:00,2025-07-06 00:00:00,4507.355393782997,24
2025-07-06,2025-07-06 08:20:00,2025-07-06 09:40:00,1400.6854816270964,8
2025-07-06,2025-07-06 09:50:00,2025-07-06 10:10:00,195.78462166666688,2
2025-07-06,2025-07-06 18:30:00,2025-07-06 23:00:00,11169.50733931842,27
2025-07-06,2025-07-06 23:10:00,2025-07-07 00:00:00,358.15509267508475,5
2025-07-07,2025-07-07 08:00:00,2025-07-07 09:20:00,1701.746781810185,8
2025-07-07,2025-07-07 18:50:00,2025-07-08 00:00:00,5594.914224260656,31
2025-07-08,2025-07-08 18:50:00,2025-07-08 19:10:00,125.31172807317294,2
2025-07-08,2025-07-08 19:20:00,2025-07-08 19:30:00,6.59091368812642,1
2025-07-08,2025-07-08 20:30:00,2025-07-08 20:40:00,151.29862306139637,1
2025-07-09,2025-07-09 18:50:00,2025-07-09 19:00:00,16.08473098132845,1
2025-07-09,2025-07-09 19:20:00,2025-07-09 19:40:00,72.52662965651314,2
2025-07-09,2025-07-09 20:30:00,2025-07-09 20:40:00,53.97247832461687,1
2025-07-10,2025-07-10 18:50:00,2025-07-10 19:30:00,232.72083078129856,4
2025-07-10,2025-07-10 20:20:00,2025-07-10 20:30:00,17.48034449383715,1
2025-07-11,2025-07-11 06:00:00,2025-07-11 07:40:00,1647.4114714700472,10
2025-07-11,2025-07-11 20:30:00,2025-07-11 21:30:00,242.58980944537075,6
2025-07-12,2025-07-12 20:30:00,2025-07-12 20:40:00,146.85181850539698,1
2025-07-13,2025-07-13 19:00:00,2025-07-13 19:30:00,93.51597177321548,3
2025-07-13,2025-07-13 19:50:00,2025-07-13 20:00:00,29.919971707654327,1
2025-07-14,2025-07-14 18:50:00,2025-07-14 19:00:00,85.09629569444235,1
2025-07-14,2025-07-14 19:20:00,2025-07-14 19:40:00,18.286361534298408,2
2025-07-14,2025-07-14 20:30:00,2025-07-14 20:40:00,275.3004904694858,1
2025-07-14,2025-07-14 21:00:00,2025-07-14 21:20:00,11.816838489838915,2
2025-07-15,2025-07-15 18:50:00,2025-07-15 19:20:00,57.22332319773284,3
2025-07-16,2025-07-16 18:50:00,2025-07-16 19:10:00,98.86362945914823,2
2025-07-16,2025-07-16 20:00:00,2025-07-16 20:10:00,50.67523123118701,1
2025-07-16,2025-07-16 20:30:00,2025-07-16 20:40:00,306.06714056198115,1
2025-07-17,2025-07-17 19:10:00,2025-07-17 19:20:00,9.14345755764441,1
2025-07-17,2025-07-17 20:00:00,2025-07-17 20:10:00,6.312191563245619,1
2025-07-17,2025-07-17 20:30:00,2025-07-17 20:50:00,406.75598197739765,2
2025-07-17,2025-07-17 21:10:00,2025-07-17 21:20:00,26.8097599439737,1
2025-07-18,2025-07-18 06:00:00,2025-07-18 07:40:00,986.2186801376321,10
2025-07-18,2025-07-18 20:30:00,2025-07-18 20:40:00,291.0369744961544,1
2025-07-19,2025-07-19 20:30:00,2025-07-19 20:50:00,341.879214117126,2
2025-07-19,2025-07-19 21:00:00,2025-07-19 21:20:00,18.173611727117734,2
2025-07-20,2025-07-20 20:20:00,2025-07-20 20:40:00,1181.2431522042825,2
2025-07-21,2025-07-21 18:50:00,2025-07-21 19:10:00,28.077302190062483,2
2025-07-21,2025-07-21 20:30:00,2025-07-21 20:40:00,224.9903039597267,1
2025-07-22,2025-07-22 19:20:00,2025-07-22 19:30:00,2.608238152001604,1
2025-07-22,2025-07-22 19:40:00,2025-07-22 20:10:00,66.14701108487372,3
2025-07-23,2025-07-23 18:50:00,2025-07-23 19:20:00,67.93794791837468,3
2025-07-23,2025-07-23 19:30:00,2025-07-23 19:50:00,10.498966643389508,2
2025-07-23,2025-07-23 20:30:00,2025-07-23 21:20:00,219.5726159124638,5
2025-07-24,2025-07-24 18:50:00,2025-07-24 19:00:00,28.34948543347798,1
2025-07-24,2025-07-24 19:50:00,2025-07-24 20:00:00,7.839027925963592,1
2025-07-24,2025-07-24 20:20:00,2025-07-24 20:40:00,813.1383930702835,2
2025-07-25,2025-07-25 05:50:00,2025-07-25 07:10:00,1462.2908226662544,8
2025-07-25,2025-07-25 07:30:00,2025-07-25 07:50:00,46.83441316666663,2
2025-07-25,2025-07-25 20:30:00,2025-07-25 20:40:00,424.4856623758685,1
2025-07-25,2025-07-25 21:20:00,2025-07-25 21:50:00,131.1879268900514,3
2025-07-26,2025-07-26 06:20:00,2025-07-26 07:10:00,567.4342131609046,5
2025-07-26,2025-07-26 20:30:00,2025-07-26 20:50:00,77.4367627900009,2
2025-07-26,2025-07-26 21:20:00,2025-07-26 21:30:00,2.9743589037580467,1
2025-07-27,2025-07-27 08:50:00,2025-07-27 09:30:00,535.788944596105,4
2025-07-27,2025-07-27 18:50:00,2025-07-27 19:00:00,43.03806776607712,1
2025-07-27,2025-07-27 20:20:00,2025-07-27 20:40:00,1602.4369068665587,2
2025-07-28,2025-07-28 09:20:00,2025-07-28 10:30:00,383.1999999999985,7
2025-07-28,2025-07-28 19:40:00,2025-07-28 20:40:00,3658.0927508984473,6
2025-07-28,2025-07-28 20:50:00,2025-07-28 21:40:00,168.04705809750897,5
2025-07-29,2025-07-29 18:50:00,2025-07-29 19:10:00,124.78259164658618,2
2025-07-29,2025-07-29 20:30:00,2025-07-29 20:50:00,738.7653915828034,2
2025-07-31,2025-07-31 19:00:00,2025-07-31 19:20:00,21.642528159610947,2
2025-07-31,2025-07-31 20:20:00,2025-07-31 20:50:00,491.0613214000983,3
2025-08-01,2025-08-01 06:00:00,2025-08-01 07:20:00,797.4387427073962,8
2025-08-01,2025-08-01 20:30:00,2025-08-01 20:50:00,230.89638990126898,2
2025-08-02,2025-08-02 20:30:00,2025-08-02 21:00:00,103.60181212805344,3
2025-08-03,2025-08-03 18:50:00,2025-08-03 20:10:00,156.73545358794536,8
2025-08-03,2025-08-03 20:30:00,2025-08-03 20:50:00,63.23359192609689,2
2025-08-03,2025-08-03 21:30:00,2025-08-03 21:50:00,37.21611515517142,2
2025-08-04,2025-08-04 18:50:00,2025-08-04 19:00:00,66.28731542856792,1
2025-08-05,2025-08-05 18:50:00,2025-08-05 19:10:00,10.84926885018888,2
2025-08-05,2025-08-05 19:40:00,2025-08-05 20:10:00,55.770037676451466,3
2025-08-05,2025-08-05 20:30:00,2025-08-05 20:40:00,94.2081044869882,1
2025-08-05,2025-08-05 21:10:00,2025-08-05 21:20:00,70.0596054560896,1
2025-08-05,2025-08-05 21:40:00,2025-08-05 21:50:00,25.606291262217564,1
2025-08-06,2025-08-06 19:00:00,2025-08-06 19:20:00,10.08029887433645,2
2025-08-06,2025-08-06 20:00:00,2025-08-06 20:40:00,1742.5226524171162,4
2025-08-06,2025-08-06 21:00:00,2025-08-06 21:50:00,151.20705820358927,5
2025-08-07,2025-08-07 18:50:00,2025-08-07 19:00:00,52.09945733753602,1
2025-08-07,2025-08-07 19:20:00,2025-08-07 19:40:00,15.587524627865378,2
2025-08-07,2025-08-07 20:00:00,2025-08-07 20:10:00,34.40891557962914,1
2025-08-07,2025-08-07 20:30:00,2025-08-07 20:40:00,325.7185546113409,1
2025-08-08,2025-08-08 06:20:00,2025-08-08 07:30:00,751.068236955369,7
2025-08-08,2025-08-08 20:30:00,2025-08-08 21:10:00,506.4874361514157,4
2025-08-08,2025-08-08 21:40:00,2025-08-08 21:50:00,23.22168457755354,1
2025-08-09,2025-08-09 06:10:00,2025-08-09 07:20:00,1025.938484410758,7
2025-08-09,2025-08-09 20:30:00,2025-08-09 20:40:00,411.57158417694586,1
2025-08-09,2025-08-09 21:00:00,2025-08-09 22:00:00,372.26987864942726,6
2025-08-10,2025-08-10 20:20:00,2025-08-10 20:50:00,1524.4200175322821,3
2025-08-11,2025-08-11 18:50:00,2025-08-11 19:40:00,254.23221990435798,5
2025-08-11,2025-08-11 20:00:00,2025-08-11 20:10:00,27.443909436059812,1
2025-08-11,2025-08-11 20:20:00,2025-08-11 20:50:00,420.8728311055787,3
2025-08-12,2025-08-12 18:50:00,2025-08-12 21:00:00,4583.213615273027,13
2025-08-13,2025-08-13 18:50:00,2025-08-13 19:30:00,220.8633329410111,4
2025-08-13,2025-08-13 20:00:00,2025-08-13 20:50:00,2157.373053374067,5
2025-08-14,2025-08-14 08:50:00,2025-08-14 09:10:00,127.88288407632189,2
2025-08-14,2025-08-14 18:50:00,2025-08-14 19:20:00,179.26734542841677,3
2025-08-14,2025-08-14 20:00:00,2025-08-14 21:20:00,2408.576695236556,8
2025-08-14,2025-08-14 21:30:00,2025-08-14 21:50:00,32.96842736180652,2
2025-08-15,2025-08-15 05:10:00,2025-08-15 05:30:00,201.8885331020215,2
2025-08-15,2025-08-15 05:50:00,2025-08-15 07:20:00,1776.43720629662,9
2025-08-15,2025-08-15 20:30:00,2025-08-15 20:50:00,516.0257418116333,2
2025-08-15,2025-08-15 21:10:00,2025-08-15 21:50:00,165.51753765780305,4
2025-08-16,2025-08-16 05:50:00,2025-08-16 07:20:00,1337.5831789939316,9
2025-08-16,2025-08-16 20:20:00,2025-08-16 20:40:00,970.6425244548575,2
2025-08-17,2025-08-17 18:50:00,2025-08-17 19:50:00,232.7934546003753,6
2025-08-17,2025-08-17 20:20:00,2025-08-17 20:40:00,840.7208605245266,2
2025-08-17,2025-08-17 21:50:00,2025-08-17 22:00:00,5.184915967355959,1
2025-08-18,2025-08-18 09:00:00,2025-08-18 09:10:00,83.20027872417575,1
2025-08-18,2025-08-18 18:50:00,2025-08-18 19:20:00,94.76071817922502,3
2025-08-18,2025-08-18 19:40:00,2025-08-18 20:00:00,60.028595327639664,2
2025-08-18,2025-08-18 20:20:00,2025-08-18 21:50:00,1506.498165266033,9
2025-08-19,2025-08-19 18:50:00,2025-08-19 19:00:00,20.91031732566205,1
2025-08-19,2025-08-19 19:20:00,2025-08-19 20:10:00,184.22552795530987,5
2025-08-19,2025-08-19 20:30:00,2025-08-19 20:40:00,292.071482945015,1
2025-08-19,2025-08-19 20:50:00,2025-08-19 21:00:00,4.879464976939289,1
2025-08-19,2025-08-19 21:10:00,2025-08-19 21:50:00,183.2011531761415,4
2025-08-20,2025-08-20 08:20:00,2025-08-20 09:30:00,1472.3407075748041,7
2025-08-20,2025-08-20 18:50:00,2025-08-20 19:20:00,35.61255954617263,3
2025-08-20,2025-08-20 19:30:00,2025-08-20 20:40:00,5134.34774292704,7
2025-08-20,2025-08-20 20:50:00,2025-08-20 21:00:00,61.843984505983755,1
2025-08-20,2025-08-20 23:20:00,2025-08-21 00:00:00,294.33068561009094,4
2025-08-21,2025-08-21 19:10:00,2025-08-21 20:00:00,45.11744803266993,5
2025-08-21,2025-08-21 20:10:00,2025-08-21 20:40:00,1787.740222568067,3
2025-08-21,2025-08-21 22:00:00,2025-08-21 22:30:00,82.11038539776503,3
2025-08-21,2025-08-21 23:20:00,2025-08-22 00:00:00,130.12962851769703,4
2025-08-22,2025-08-22 05:50:00,2025-08-22 07:20:00,1342.338658929795,9
2025-08-22,2025-08-22 20:20:00,2025-08-22 21:30:00,1498.919537333965,7
2025-08-22,2025-08-22 21:40:00,2025-08-22 22:50:00,358.37939801340116,7
2025-08-22,2025-08-22 23:00:00,2025-08-23 00:00:00,163.46954368108018,6
2025-08-23,2025-08-23 06:20:00,2025-08-23 07:20:00,690.6732791622483,6
2025-08-23,2025-08-23 20:20:00,2025-08-23 20:50:00,845.4845428355168,3
2025-08-23,2025-08-23 21:20:00,2025-08-23 21:50:00,170.5162228749218,3
2025-08-23,2025-08-23 22:50:00,2025-08-24 00:00:00,427.3709423407385,7
2025-08-24,2025-08-24 18:50:00,2025-08-24 19:00:00,40.835035860373864,1
2025-08-24,2025-08-24 19:40:00,2025-08-24 20:00:00,15.961859776901974,2
2025-08-24,2025-08-24 20:20:00,2025-08-24 21:40:00,1329.3349943040494,8
2025-08-24,2025-08-24 23:10:00,2025-08-24 23:50:00,61.603994882320094,4
2025-08-25,2025-08-25 19:20:00,2025-08-25 20:40:00,4978.899659254088,8
2025-08-25,2025-08-25 20:50:00,2025-08-25 21:00:00,2.905555956949388,1
2025-08-25,2025-08-25 23:00:00,2025-08-26 00:00:00,202.4034169171399,6
2025-08-26,2025-08-26 19:00:00,2025-08-26 19:10:00,37.477619960311245,1
2025-08-26,2025-08-26 19:40:00,2025-08-26 20:00:00,9.57953328157464,2
2025-08-26,2025-08-26 20:20:00,2025-08-26 20:50:00,1067.8960879749475,3
2025-08-26,2025-08-26 21:10:00,2025-08-26 21:20:00,13.710211182100874,1
2025-08-27,2025-08-27 09:00:00,2025-08-27 09:30:00,253.3789181222714,3
2025-08-27,2025-08-27 18:50:00,2025-08-27 19:10:00,66.97882593681152,2
2025-08-27,2025-08-27 19:20:00,2025-08-27 19:30:00,15.992878265183435,1
2025-08-27,2025-08-27 20:00:00,2025-08-27 20:40:00,2122.1976568423015,4
2025-08-27,2025-08-27 21:40:00,2025-08-27 21:50:00,24.05921232321882,1
2025-08-27,2025-08-27 23:10:00,2025-08-28 00:00:00,116.58874416407323,5
2025-08-28,2025-08-28 09:10:00,2025-08-28 11:10:00,647.3476955622654,12
2025-08-28,2025-08-28 18:50:00,2025-08-28 19:10:00,104.83346815514143,2
2025-08-28,2025-08-28 19:40:00,2025-08-28 20:40:00,4285.241936711888,6
2025-08-28,2025-08-28 21:30:00,2025-08-28 21:50:00,82.41248369804252,2
2025-08-28,2025-08-28 22:50:00,2025-08-28 23:40:00,172.00529122672924,5
2025-08-29,2025-08-29 06:20:00,2025-08-29 07:40:00,1233.838835079265,8
2025-08-29,2025-08-29 20:30:00,2025-08-29 21:00:00,417.32621440473184,3
2025-08-29,2025-08-29 23:00:00,2025-08-30 00:00:00,328.581772222857,6
2025-08-30,2025-08-30 06:20:00,2025-08-30 07:20:00,504.4843408767787,6
2025-08-30,2025-08-30 20:20:00,2025-08-30 20:50:00,769.0521777105874,3
2025-08-30,2025-08-30 21:50:00,2025-08-30 22:50:00,141.95921703664095,6
2025-08-30,2025-08-30 23:10:00,2025-08-31 00:00:00,370.46727807547023,5
2025-08-31,2025-08-31 18:50:00,2025-08-31 19:30:00,89.49268806591374,4
2025-08-31,2025-08-31 20:00:00,2025-08-31 20:10:00,39.955836734977424,1
2025-08-31,2025-08-31 20:20:00,2025-08-31 20:50:00,1052.1196849741677,3
2025-09-08,2025-09-08 07:40:00,2025-09-08 09:20:00,1691.151467057801,10
2025-09-08,2025-09-08 19:00:00,2025-09-08 21:50:00,7714.515285833437,17
2025-09-09,2025-09-09 08:20:00,2025-09-09 08:50:00,258.1339133015211,3
2025-09-09,2025-09-09 19:30:00,2025-09-09 19:40:00,2.352616666666563,1
2025-09-09,2025-09-09 20:00:00,2025-09-09 20:40:00,2425.354787444508,4
2025-09-09,2025-09-09 20:50:00,2025-09-09 21:50:00,192.87317156466196,6
2025-09-10,2025-09-10 07:30:00,2025-09-10 09:40:00,3086.750755525218,13
2025-09-10,2025-09-10 19:20:00,2025-09-10 20:40:00,5773.206103013959,8
2025-09-10,2025-09-10 20:50:00,2025-09-10 21:50:00,253.76491800973963,6
2025-09-11,2025-09-11 08:10:00,2025-09-11 09:20:00,1040.8235492362357,7
2025-09-11,2025-09-11 19:50:00,2025-09-11 20:00:00,6.071666666666715,1
2025-09-11,2025-09-11 20:20:00,2025-09-11 21:50:00,1976.0015121001247,9
2025-09-12,2025-09-12 05:10:00,2025-09-12 07:40:00,3425.7280317118903,15
2025-09-12,2025-09-12 20:20:00,2025-09-12 21:50:00,1668.6812118763246,9
2025-09-13,2025-09-13 06:10:00,2025-09-13 07:30:00,1372.9636591881508,8
2025-09-13,2025-09-13 20:10:00,2025-09-13 21:10:00,1783.4879946456174,6
2025-09-13,2025-09-13 21:30:00,2025-09-13 21:50:00,65.1635388152464,2
2025-09-14,2025-09-14 08:30:00,2025-09-14 09:20:00,812.3871331224865,5
2025-09-14,2025-09-14 19:20:00,2025-09-14 21:00:00,5789.505442492509,10
2025-09-14,2025-09-14 21:40:00,2025-09-14 21:50:00,19.026126692808248,1
2025-09-15,2025-09-15 08:00:00,2025-09-15 09:20:00,1340.5749448720712,8
2025-09-15,2025-09-15 19:40:00,2025-09-15 19:50:00,1.1717666666665991,1
2025-09-15,2025-09-15 20:20:00,2025-09-15 21:40:00,1527.863911883704,8
2025-09-16,2025-09-16 08:00:00,2025-09-16 09:20:00,1091.470947904246,8
2025-09-16,2025-09-16 19:10:00,2025-09-16 19:20:00,8.238266666666732,1
2025-09-16,2025-09-16 19:50:00,2025-09-16 21:20:00,3994.222251029778,9
2025-09-16,2025-09-16 21:30:00,2025-09-16 21:50:00,137.58782321294535,2
2025-09-17,2025-09-17 05:50:00,2025-09-17 06:00:00,7.629166666666606,1
2025-09-17,2025-09-17 08:20:00,2025-09-17 09:40:00,1382.8075390536828,8
2025-09-17,2025-09-17 09:50:00,2025-09-17 10:00:00,1.8205906666667715,1
2025-09-17,2025-09-17 20:00:00,2025-09-17 20:50:00,3165.132000907255,5
2025-09-17,2025-09-17 21:00:00,2025-09-17 21:50:00,151.68231219778204,5
2025-09-18,2025-09-18 08:20:00,2025-09-18 09:30:00,1073.8908514311677,7
2025-09-18,2025-09-18 20:00:00,2025-09-18 21:10:00,3312.8383216611364,7
2025-09-18,2025-09-18 21:20:00,2025-09-18 21:50:00,191.2129787879774,3
2025-09-19,2025-09-19 05:40:00,2025-09-19 07:50:00,2752.905118643137,13
2025-09-19,2025-09-19 20:20:00,2025-09-19 21:00:00,1182.7516922148995,4
2025-09-19,2025-09-19 21:10:00,2025-09-19 21:50:00,98.46476845966214,4
2025-09-20,2025-09-20 06:10:00,2025-09-20 07:50:00,1965.204727973424,10
2025-09-20,2025-09-20 20:20:00,2025-09-20 21:00:00,1626.4480446162015,4
2025-09-21,2025-09-21 20:10:00,2025-09-21 20:50:00,2002.95923566624,4
2025-09-21,2025-09-21 21:00:00,2025-09-21 21:50:00,174.5185749108187,5
2025-09-22,2025-09-22 08:20:00,2025-09-22 09:20:00,907.1287514674673,6
2025-09-22,2025-09-22 19:40:00,2025-09-22 21:50:00,3527.0725067110725,13
2025-09-23,2025-09-23 08:30:00,2025-09-23 09:50:00,562.1433691224792,8
2025-09-23,2025-09-23 19:50:00,2025-09-23 22:00:00,3737.493177522027,13
2025-09-24,2025-09-24 08:10:00,2025-09-24 09:40:00,1724.1895161297111,9
2025-09-24,2025-09-24 20:20:00,2025-09-24 21:30:00,1572.513744161383,7
2025-09-25,2025-09-25 08:20:00,2025-09-25 09:10:00,676.3225653287172,5
2025-09-25,2025-09-25 18:50:00,2025-09-25 19:00:00,15.371666666666556,1
2025-09-25,2025-09-25 20:20:00,2025-09-25 21:30:00,1759.9195311759693,7
2025-09-26,2025-09-26 06:00:00,2025-09-26 07:40:00,2219.467156075147,10
2025-09-26,2025-09-26 20:30:00,2025-09-26 21:20:00,842.122765964154,5
2025-09-26,2025-09-26 21:30:00,2025-09-26 22:00:00,255.75100022711405,3
2025-09-26,2025-09-26 23:50:00,2025-09-27 00:00:00,9.054887678293738,1
2025-09-27,2025-09-27 06:10:00,2025-09-27 07:40:00,2024.8818538820606,9
2025-09-27,2025-09-27 20:10:00,2025-09-27 20:50:00,1644.9828988482948,4
2025-09-27,2025-09-27 21:00:00,2025-09-27 21:50:00,420.4709198861401,5
2025-09-27,2025-09-27 22:30:00,2025-09-28 00:00:00,783.7914553947327,9
2025-09-28,2025-09-28 08:20:00,2025-09-28 09:50:00,1427.2758559824654,9
2025-09-28,2025-09-28 19:20:00,2025-09-28 19:30:00,5.868333333333339,1
2025-09-28,2025-09-28 19:50:00,2025-09-28 20:50:00,3254.197796157241,6
2025-09-28,2025-09-28 21:00:00,2025-09-28 21:20:00,16.812705315741642,2
2025-09-28,2025-09-28 21:30:00,2025-09-28 21:50:00,14.64772478021016,2
