issue_time,target_time,horizon_h,pv_forecast_kw,forecast_interval_count,forecast_hour_kwh,actual_interval_count,actual_hour_kwh,comparison_status,interval_start,target_business_date,issue_hour,lead_block,error_kwh,error_available_time,actual_positive_pv
2025-01-15T12:00:00,2025-01-15T17:00:00,5,100.4376,6,971.75845,6,788.1982166666667,comparable,2025-01-15T16:00:00,2025-01-15,12,1,183.56023333333337,2025-01-15T17:00:00,True
2025-01-15T12:00:00,2025-01-15T18:00:00,6,0.0,6,50.2188,6,1.5636333333333334,comparable,2025-01-15T17:00:00,2025-01-15,12,1,48.655166666666666,2025-01-15T18:00:00,True
2025-01-15T12:00:00,2025-01-15T19:00:00,7,0.0,6,0.0,6,0.004933333333333333,comparable,2025-01-15T18:00:00,2025-01-15,12,2,-0.004933333333333333,2025-01-15T19:00:00,True
2025-01-15T12:00:00,2025-01-15T20:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-15T19:00:00,2025-01-15,12,2,0.0,2025-01-15T20:00:00,False
2025-01-15T12:00:00,2025-01-15T21:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-15T20:00:00,2025-01-15,12,2,0.0,2025-01-15T21:00:00,False
2025-01-15T12:00:00,2025-01-15T22:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-15T21:00:00,2025-01-15,12,2,0.0,2025-01-15T22:00:00,False
2025-01-15T12:00:00,2025-01-15T23:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-15T22:00:00,2025-01-15,12,2,0.0,2025-01-15T23:00:00,False
2025-01-15T12:00:00,2025-01-16T00:00:00,12,0.0,6,0.0,6,0.0,comparable,2025-01-15T23:00:00,2025-01-15,12,2,0.0,2025-01-16T00:00:00,False
2025-01-15T12:00:00,2025-01-16T01:00:00,13,0.0,6,0.0,6,0.0,comparable,2025-01-16T00:00:00,2025-01-16,12,3,0.0,2025-01-16T01:00:00,False
2025-01-15T12:00:00,2025-01-16T02:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-16T01:00:00,2025-01-16,12,3,0.0,2025-01-16T02:00:00,False
2025-01-15T12:00:00,2025-01-16T03:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-16T02:00:00,2025-01-16,12,3,0.0,2025-01-16T03:00:00,False
2025-01-15T12:00:00,2025-01-16T04:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-16T03:00:00,2025-01-16,12,3,0.0,2025-01-16T04:00:00,False
2025-01-15T12:00:00,2025-01-16T05:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-16T04:00:00,2025-01-16,12,3,0.0,2025-01-16T05:00:00,False
2025-01-15T12:00:00,2025-01-16T06:00:00,18,0.0,6,0.0,6,0.009116666666666665,comparable,2025-01-16T05:00:00,2025-01-16,12,3,-0.009116666666666665,2025-01-16T06:00:00,True
2025-01-15T12:00:00,2025-01-16T07:00:00,19,103.6393,6,51.81965,6,18.646416666666667,comparable,2025-01-16T06:00:00,2025-01-16,12,4,33.173233333333336,2025-01-16T07:00:00,True
2025-01-15T12:00:00,2025-01-16T08:00:00,20,1535.5945,6,819.6169,6,918.2275833333334,comparable,2025-01-16T07:00:00,2025-01-16,12,4,-98.61068333333344,2025-01-16T08:00:00,True
2025-01-15T12:00:00,2025-01-16T09:00:00,21,3020.0159,6,2277.8052,6,2461.9990666666667,comparable,2025-01-16T08:00:00,2025-01-16,12,4,-184.19386666666696,2025-01-16T09:00:00,True
2025-01-15T12:00:00,2025-01-16T10:00:00,22,3244.6482,6,3132.33205,6,3947.0317,comparable,2025-01-16T09:00:00,2025-01-16,12,4,-814.69965,2025-01-16T10:00:00,True
2025-01-15T12:00:00,2025-01-16T11:00:00,23,3739.9509,6,3492.2995499999997,6,5172.850433333333,comparable,2025-01-16T10:00:00,2025-01-16,12,4,-1680.5508833333333,2025-01-16T11:00:00,True
2025-01-15T12:00:00,2025-01-16T12:00:00,24,3162.4839,6,3451.2174,6,5956.59835,comparable,2025-01-16T11:00:00,2025-01-16,12,4,-2505.38095,2025-01-16T12:00:00,True
2025-01-15T18:00:00,2025-01-15T19:00:00,1,0.0,6,0.0,6,0.004933333333333333,comparable,2025-01-15T18:00:00,2025-01-15,18,1,-0.004933333333333333,2025-01-15T19:00:00,True
2025-01-15T18:00:00,2025-01-15T20:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-15T19:00:00,2025-01-15,18,1,0.0,2025-01-15T20:00:00,False
2025-01-15T18:00:00,2025-01-15T21:00:00,3,0.0,6,0.0,6,0.0,comparable,2025-01-15T20:00:00,2025-01-15,18,1,0.0,2025-01-15T21:00:00,False
2025-01-15T18:00:00,2025-01-15T22:00:00,4,0.0,6,0.0,6,0.0,comparable,2025-01-15T21:00:00,2025-01-15,18,1,0.0,2025-01-15T22:00:00,False
2025-01-15T18:00:00,2025-01-15T23:00:00,5,0.0,6,0.0,6,0.0,comparable,2025-01-15T22:00:00,2025-01-15,18,1,0.0,2025-01-15T23:00:00,False
2025-01-15T18:00:00,2025-01-16T00:00:00,6,0.0,6,0.0,6,0.0,comparable,2025-01-15T23:00:00,2025-01-15,18,1,0.0,2025-01-16T00:00:00,False
2025-01-15T18:00:00,2025-01-16T01:00:00,7,0.0,6,0.0,6,0.0,comparable,2025-01-16T00:00:00,2025-01-16,18,2,0.0,2025-01-16T01:00:00,False
2025-01-15T18:00:00,2025-01-16T02:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-16T01:00:00,2025-01-16,18,2,0.0,2025-01-16T02:00:00,False
2025-01-15T18:00:00,2025-01-16T03:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-16T02:00:00,2025-01-16,18,2,0.0,2025-01-16T03:00:00,False
2025-01-15T18:00:00,2025-01-16T04:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-16T03:00:00,2025-01-16,18,2,0.0,2025-01-16T04:00:00,False
2025-01-15T18:00:00,2025-01-16T05:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-16T04:00:00,2025-01-16,18,2,0.0,2025-01-16T05:00:00,False
2025-01-15T18:00:00,2025-01-16T06:00:00,12,0.0,6,0.0,6,0.009116666666666665,comparable,2025-01-16T05:00:00,2025-01-16,18,2,-0.009116666666666665,2025-01-16T06:00:00,True
2025-01-15T18:00:00,2025-01-16T07:00:00,13,109.4131,6,54.70654999999999,6,18.646416666666667,comparable,2025-01-16T06:00:00,2025-01-16,18,3,36.060133333333326,2025-01-16T07:00:00,True
2025-01-15T18:00:00,2025-01-16T08:00:00,14,1661.6803,6,885.5467,6,918.2275833333334,comparable,2025-01-16T07:00:00,2025-01-16,18,3,-32.68088333333344,2025-01-16T08:00:00,True
2025-01-15T18:00:00,2025-01-16T09:00:00,15,3398.6712,6,2530.1757500000003,6,2461.9990666666667,comparable,2025-01-16T08:00:00,2025-01-16,18,3,68.17668333333359,2025-01-16T09:00:00,True
2025-01-15T18:00:00,2025-01-16T10:00:00,16,4619.1234,6,4008.8973000000005,6,3947.0317,comparable,2025-01-16T09:00:00,2025-01-16,18,3,61.86560000000054,2025-01-16T10:00:00,True
2025-01-15T18:00:00,2025-01-16T11:00:00,17,5205.8041,6,4912.46375,6,5172.850433333333,comparable,2025-01-16T10:00:00,2025-01-16,18,3,-260.38668333333317,2025-01-16T11:00:00,True
2025-01-15T18:00:00,2025-01-16T12:00:00,18,5407.3861,6,5306.5951,6,5956.59835,comparable,2025-01-16T11:00:00,2025-01-16,18,3,-650.0032500000007,2025-01-16T12:00:00,True
2025-01-15T18:00:00,2025-01-16T13:00:00,19,5019.6302,6,5213.50815,6,6033.1907,comparable,2025-01-16T12:00:00,2025-01-16,18,4,-819.6825500000004,2025-01-16T13:00:00,True
2025-01-15T18:00:00,2025-01-16T14:00:00,20,5074.9764,6,5047.3033,6,5747.655566666666,comparable,2025-01-16T13:00:00,2025-01-16,18,4,-700.3522666666668,2025-01-16T14:00:00,True
2025-01-15T18:00:00,2025-01-16T15:00:00,21,4022.0577,6,4548.5170499999995,6,4270.6402,comparable,2025-01-16T14:00:00,2025-01-16,18,4,277.87684999999965,2025-01-16T15:00:00,True
2025-01-15T18:00:00,2025-01-16T16:00:00,22,1902.7473,6,2962.4025,6,2455.4117166666665,comparable,2025-01-16T15:00:00,2025-01-16,18,4,506.99078333333364,2025-01-16T16:00:00,True
2025-01-15T18:00:00,2025-01-16T17:00:00,23,125.1665,6,1013.9569,6,748.9881166666667,comparable,2025-01-16T16:00:00,2025-01-16,18,4,264.96878333333336,2025-01-16T17:00:00,True
2025-01-15T18:00:00,2025-01-16T18:00:00,24,0.0,6,62.58325,6,2.3551499999999996,comparable,2025-01-16T17:00:00,2025-01-16,18,4,60.2281,2025-01-16T18:00:00,True
2025-01-16T00:00:00,2025-01-16T01:00:00,1,0.0,6,0.0,6,0.0,comparable,2025-01-16T00:00:00,2025-01-16,0,1,0.0,2025-01-16T01:00:00,False
2025-01-16T00:00:00,2025-01-16T02:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-16T01:00:00,2025-01-16,0,1,0.0,2025-01-16T02:00:00,False
2025-01-16T00:00:00,2025-01-16T03:00:00,3,0.0,6,0.0,6,0.0,comparable,2025-01-16T02:00:00,2025-01-16,0,1,0.0,2025-01-16T03:00:00,False
2025-01-16T00:00:00,2025-01-16T04:00:00,4,0.0,6,0.0,6,0.0,comparable,2025-01-16T03:00:00,2025-01-16,0,1,0.0,2025-01-16T04:00:00,False
2025-01-16T00:00:00,2025-01-16T05:00:00,5,0.0,6,0.0,6,0.0,comparable,2025-01-16T04:00:00,2025-01-16,0,1,0.0,2025-01-16T05:00:00,False
2025-01-16T00:00:00,2025-01-16T06:00:00,6,0.0,6,0.0,6,0.009116666666666665,comparable,2025-01-16T05:00:00,2025-01-16,0,1,-0.009116666666666665,2025-01-16T06:00:00,True
2025-01-16T00:00:00,2025-01-16T07:00:00,7,111.4667,6,55.73335,6,18.646416666666667,comparable,2025-01-16T06:00:00,2025-01-16,0,2,37.086933333333334,2025-01-16T07:00:00,True
2025-01-16T00:00:00,2025-01-16T08:00:00,8,1704.3088,6,907.8877500000001,6,918.2275833333334,comparable,2025-01-16T07:00:00,2025-01-16,0,2,-10.339833333333331,2025-01-16T08:00:00,True
2025-01-16T00:00:00,2025-01-16T09:00:00,9,3512.2018,6,2608.2553,6,2461.9990666666667,comparable,2025-01-16T08:00:00,2025-01-16,0,2,146.25623333333306,2025-01-16T09:00:00,True
2025-01-16T00:00:00,2025-01-16T10:00:00,10,4444.3097,6,3978.25575,6,3947.0317,comparable,2025-01-16T09:00:00,2025-01-16,0,2,31.224049999999806,2025-01-16T10:00:00,True
2025-01-16T00:00:00,2025-01-16T11:00:00,11,5624.2383,6,5034.273999999999,6,5172.850433333333,comparable,2025-01-16T10:00:00,2025-01-16,0,2,-138.57643333333363,2025-01-16T11:00:00,True
2025-01-16T00:00:00,2025-01-16T12:00:00,12,6501.4448,6,6062.84155,6,5956.59835,comparable,2025-01-16T11:00:00,2025-01-16,0,2,106.24319999999989,2025-01-16T12:00:00,True
2025-01-16T00:00:00,2025-01-16T13:00:00,13,6505.1695,6,6503.307150000001,6,6033.1907,comparable,2025-01-16T12:00:00,2025-01-16,0,3,470.11645000000044,2025-01-16T13:00:00,True
2025-01-16T00:00:00,2025-01-16T14:00:00,14,5808.6,6,6156.88475,6,5747.655566666666,comparable,2025-01-16T13:00:00,2025-01-16,0,3,409.2291833333338,2025-01-16T14:00:00,True
2025-01-16T00:00:00,2025-01-16T15:00:00,15,4173.675,6,4991.137500000001,6,4270.6402,comparable,2025-01-16T14:00:00,2025-01-16,0,3,720.4973000000009,2025-01-16T15:00:00,True
2025-01-16T00:00:00,2025-01-16T16:00:00,16,1912.6453,6,3043.16015,6,2455.4117166666665,comparable,2025-01-16T15:00:00,2025-01-16,0,3,587.7484333333337,2025-01-16T16:00:00,True
2025-01-16T00:00:00,2025-01-16T17:00:00,17,102.9758,6,1007.8105499999999,6,748.9881166666667,comparable,2025-01-16T16:00:00,2025-01-16,0,3,258.82243333333327,2025-01-16T17:00:00,True
2025-01-16T00:00:00,2025-01-16T18:00:00,18,0.0,6,51.4879,6,2.3551499999999996,comparable,2025-01-16T17:00:00,2025-01-16,0,3,49.13275,2025-01-16T18:00:00,True
2025-01-16T00:00:00,2025-01-16T19:00:00,19,0.0,6,0.0,6,0.008616666666666667,comparable,2025-01-16T18:00:00,2025-01-16,0,4,-0.008616666666666667,2025-01-16T19:00:00,True
2025-01-16T00:00:00,2025-01-16T20:00:00,20,0.0,6,0.0,6,0.0,comparable,2025-01-16T19:00:00,2025-01-16,0,4,0.0,2025-01-16T20:00:00,False
2025-01-16T00:00:00,2025-01-16T21:00:00,21,0.0,6,0.0,6,0.0,comparable,2025-01-16T20:00:00,2025-01-16,0,4,0.0,2025-01-16T21:00:00,False
2025-01-16T00:00:00,2025-01-16T22:00:00,22,0.0,6,0.0,6,0.0,comparable,2025-01-16T21:00:00,2025-01-16,0,4,0.0,2025-01-16T22:00:00,False
2025-01-16T00:00:00,2025-01-16T23:00:00,23,0.0,6,0.0,6,0.0,comparable,2025-01-16T22:00:00,2025-01-16,0,4,0.0,2025-01-16T23:00:00,False
2025-01-16T00:00:00,2025-01-17T00:00:00,24,0.0,6,0.0,6,0.0,comparable,2025-01-16T23:00:00,2025-01-16,0,4,0.0,2025-01-17T00:00:00,False
2025-01-16T06:00:00,2025-01-16T07:00:00,1,96.3078,6,48.1539,6,18.646416666666667,comparable,2025-01-16T06:00:00,2025-01-16,6,1,29.507483333333333,2025-01-16T07:00:00,True
2025-01-16T06:00:00,2025-01-16T08:00:00,2,1521.3198,6,808.8138,6,918.2275833333334,comparable,2025-01-16T07:00:00,2025-01-16,6,1,-109.41378333333341,2025-01-16T08:00:00,True
2025-01-16T06:00:00,2025-01-16T09:00:00,3,3187.0135,6,2354.16665,6,2461.9990666666667,comparable,2025-01-16T08:00:00,2025-01-16,6,1,-107.83241666666663,2025-01-16T09:00:00,True
2025-01-16T06:00:00,2025-01-16T10:00:00,4,4351.553,6,3769.28325,6,3947.0317,comparable,2025-01-16T09:00:00,2025-01-16,6,1,-177.74845000000005,2025-01-16T10:00:00,True
2025-01-16T06:00:00,2025-01-16T11:00:00,5,5761.4452,6,5056.4991,6,5172.850433333333,comparable,2025-01-16T10:00:00,2025-01-16,6,1,-116.35133333333306,2025-01-16T11:00:00,True
2025-01-16T06:00:00,2025-01-16T12:00:00,6,6445.6592,6,6103.5522,6,5956.59835,comparable,2025-01-16T11:00:00,2025-01-16,6,1,146.95384999999987,2025-01-16T12:00:00,True
2025-01-16T06:00:00,2025-01-16T13:00:00,7,5983.901,6,6214.7801,6,6033.1907,comparable,2025-01-16T12:00:00,2025-01-16,6,2,181.58939999999984,2025-01-16T13:00:00,True
2025-01-16T06:00:00,2025-01-16T14:00:00,8,5207.7766,6,5595.8387999999995,6,5747.655566666666,comparable,2025-01-16T13:00:00,2025-01-16,6,2,-151.8167666666668,2025-01-16T14:00:00,True
2025-01-16T06:00:00,2025-01-16T15:00:00,9,3501.0042,6,4354.3904,6,4270.6402,comparable,2025-01-16T14:00:00,2025-01-16,6,2,83.7502000000004,2025-01-16T15:00:00,True
2025-01-16T06:00:00,2025-01-16T16:00:00,10,1617.9203,6,2559.46225,6,2455.4117166666665,comparable,2025-01-16T15:00:00,2025-01-16,6,2,104.05053333333353,2025-01-16T16:00:00,True
2025-01-16T06:00:00,2025-01-16T17:00:00,11,98.0489,6,857.9846,6,748.9881166666667,comparable,2025-01-16T16:00:00,2025-01-16,6,2,108.99648333333334,2025-01-16T17:00:00,True
2025-01-16T06:00:00,2025-01-16T18:00:00,12,0.0,6,49.02445,6,2.3551499999999996,comparable,2025-01-16T17:00:00,2025-01-16,6,2,46.6693,2025-01-16T18:00:00,True
2025-01-16T06:00:00,2025-01-16T19:00:00,13,0.0,6,0.0,6,0.008616666666666667,comparable,2025-01-16T18:00:00,2025-01-16,6,3,-0.008616666666666667,2025-01-16T19:00:00,True
2025-01-16T06:00:00,2025-01-16T20:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-16T19:00:00,2025-01-16,6,3,0.0,2025-01-16T20:00:00,False
2025-01-16T06:00:00,2025-01-16T21:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-16T20:00:00,2025-01-16,6,3,0.0,2025-01-16T21:00:00,False
2025-01-16T06:00:00,2025-01-16T22:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-16T21:00:00,2025-01-16,6,3,0.0,2025-01-16T22:00:00,False
2025-01-16T06:00:00,2025-01-16T23:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-16T22:00:00,2025-01-16,6,3,0.0,2025-01-16T23:00:00,False
2025-01-16T06:00:00,2025-01-17T00:00:00,18,0.0,6,0.0,6,0.0,comparable,2025-01-16T23:00:00,2025-01-16,6,3,0.0,2025-01-17T00:00:00,False
2025-01-16T06:00:00,2025-01-17T01:00:00,19,0.0,6,0.0,6,0.0,comparable,2025-01-17T00:00:00,2025-01-17,6,4,0.0,2025-01-17T01:00:00,False
2025-01-16T06:00:00,2025-01-17T02:00:00,20,0.0,6,0.0,6,0.0,comparable,2025-01-17T01:00:00,2025-01-17,6,4,0.0,2025-01-17T02:00:00,False
2025-01-16T06:00:00,2025-01-17T03:00:00,21,0.0,6,0.0,6,0.0,comparable,2025-01-17T02:00:00,2025-01-17,6,4,0.0,2025-01-17T03:00:00,False
2025-01-16T06:00:00,2025-01-17T04:00:00,22,0.0,6,0.0,6,0.0,comparable,2025-01-17T03:00:00,2025-01-17,6,4,0.0,2025-01-17T04:00:00,False
2025-01-16T06:00:00,2025-01-17T05:00:00,23,0.0,6,0.0,6,0.0,comparable,2025-01-17T04:00:00,2025-01-17,6,4,0.0,2025-01-17T05:00:00,False
2025-01-16T06:00:00,2025-01-17T06:00:00,24,0.0,6,0.0,6,0.0108,comparable,2025-01-17T05:00:00,2025-01-17,6,4,-0.0108,2025-01-17T06:00:00,True
2025-01-16T12:00:00,2025-01-16T13:00:00,1,5883.2059,6,6164.4325499999995,6,6033.1907,comparable,2025-01-16T12:00:00,2025-01-16,12,1,131.24184999999943,2025-01-16T13:00:00,True
2025-01-16T12:00:00,2025-01-16T14:00:00,2,5552.1487,6,5717.677299999999,6,5747.655566666666,comparable,2025-01-16T13:00:00,2025-01-16,12,1,-29.97826666666697,2025-01-16T14:00:00,True
2025-01-16T12:00:00,2025-01-16T15:00:00,3,3789.9505,6,4671.049599999999,6,4270.6402,comparable,2025-01-16T14:00:00,2025-01-16,12,1,400.40939999999955,2025-01-16T15:00:00,True
2025-01-16T12:00:00,2025-01-16T16:00:00,4,1844.204,6,2817.07725,6,2455.4117166666665,comparable,2025-01-16T15:00:00,2025-01-16,12,1,361.6655333333333,2025-01-16T16:00:00,True
2025-01-16T12:00:00,2025-01-16T17:00:00,5,124.8534,6,984.5287,6,748.9881166666667,comparable,2025-01-16T16:00:00,2025-01-16,12,1,235.5405833333333,2025-01-16T17:00:00,True
2025-01-16T12:00:00,2025-01-16T18:00:00,6,0.0,6,62.426700000000004,6,2.3551499999999996,comparable,2025-01-16T17:00:00,2025-01-16,12,1,60.07155,2025-01-16T18:00:00,True
2025-01-16T12:00:00,2025-01-16T19:00:00,7,0.0,6,0.0,6,0.008616666666666667,comparable,2025-01-16T18:00:00,2025-01-16,12,2,-0.008616666666666667,2025-01-16T19:00:00,True
2025-01-16T12:00:00,2025-01-16T20:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-16T19:00:00,2025-01-16,12,2,0.0,2025-01-16T20:00:00,False
2025-01-16T12:00:00,2025-01-16T21:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-16T20:00:00,2025-01-16,12,2,0.0,2025-01-16T21:00:00,False
2025-01-16T12:00:00,2025-01-16T22:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-16T21:00:00,2025-01-16,12,2,0.0,2025-01-16T22:00:00,False
2025-01-16T12:00:00,2025-01-16T23:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-16T22:00:00,2025-01-16,12,2,0.0,2025-01-16T23:00:00,False
2025-01-16T12:00:00,2025-01-17T00:00:00,12,0.0,6,0.0,6,0.0,comparable,2025-01-16T23:00:00,2025-01-16,12,2,0.0,2025-01-17T00:00:00,False
2025-01-16T12:00:00,2025-01-17T01:00:00,13,0.0,6,0.0,6,0.0,comparable,2025-01-17T00:00:00,2025-01-17,12,3,0.0,2025-01-17T01:00:00,False
2025-01-16T12:00:00,2025-01-17T02:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-17T01:00:00,2025-01-17,12,3,0.0,2025-01-17T02:00:00,False
2025-01-16T12:00:00,2025-01-17T03:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-17T02:00:00,2025-01-17,12,3,0.0,2025-01-17T03:00:00,False
2025-01-16T12:00:00,2025-01-17T04:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-17T03:00:00,2025-01-17,12,3,0.0,2025-01-17T04:00:00,False
2025-01-16T12:00:00,2025-01-17T05:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-17T04:00:00,2025-01-17,12,3,0.0,2025-01-17T05:00:00,False
2025-01-16T12:00:00,2025-01-17T06:00:00,18,0.0,6,0.0,6,0.0108,comparable,2025-01-17T05:00:00,2025-01-17,12,3,-0.0108,2025-01-17T06:00:00,True
2025-01-16T12:00:00,2025-01-17T07:00:00,19,119.1593,6,59.57965,6,23.0788,comparable,2025-01-17T06:00:00,2025-01-17,12,4,36.50085,2025-01-17T07:00:00,True
2025-01-16T12:00:00,2025-01-17T08:00:00,20,2204.1375,6,1161.6484,6,1063.9711000000002,comparable,2025-01-17T07:00:00,2025-01-17,12,4,97.67729999999983,2025-01-17T08:00:00,True
2025-01-16T12:00:00,2025-01-17T09:00:00,21,4001.7375,6,3102.9375,6,2794.3208,comparable,2025-01-17T08:00:00,2025-01-17,12,4,308.61670000000004,2025-01-17T09:00:00,True
2025-01-16T12:00:00,2025-01-17T10:00:00,22,5577.4045,6,4789.571,6,4426.523516666666,comparable,2025-01-17T09:00:00,2025-01-17,12,4,363.04748333333373,2025-01-17T10:00:00,True
2025-01-16T12:00:00,2025-01-17T11:00:00,23,6436.7888,6,6007.0966499999995,6,5632.676666666667,comparable,2025-01-17T10:00:00,2025-01-17,12,4,374.4199833333323,2025-01-17T11:00:00,True
2025-01-16T12:00:00,2025-01-17T12:00:00,24,6975.5625,6,6706.17565,6,5739.061949999999,comparable,2025-01-17T11:00:00,2025-01-17,12,4,967.1137000000008,2025-01-17T12:00:00,True
2025-01-16T18:00:00,2025-01-16T19:00:00,1,0.0,6,0.0,6,0.008616666666666667,comparable,2025-01-16T18:00:00,2025-01-16,18,1,-0.008616666666666667,2025-01-16T19:00:00,True
2025-01-16T18:00:00,2025-01-16T20:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-16T19:00:00,2025-01-16,18,1,0.0,2025-01-16T20:00:00,False
2025-01-16T18:00:00,2025-01-16T21:00:00,3,0.0,6,0.0,6,0.0,comparable,2025-01-16T20:00:00,2025-01-16,18,1,0.0,2025-01-16T21:00:00,False
2025-01-16T18:00:00,2025-01-16T22:00:00,4,0.0,6,0.0,6,0.0,comparable,2025-01-16T21:00:00,2025-01-16,18,1,0.0,2025-01-16T22:00:00,False
2025-01-16T18:00:00,2025-01-16T23:00:00,5,0.0,6,0.0,6,0.0,comparable,2025-01-16T22:00:00,2025-01-16,18,1,0.0,2025-01-16T23:00:00,False
2025-01-16T18:00:00,2025-01-17T00:00:00,6,0.0,6,0.0,6,0.0,comparable,2025-01-16T23:00:00,2025-01-16,18,1,0.0,2025-01-17T00:00:00,False
2025-01-16T18:00:00,2025-01-17T01:00:00,7,0.0,6,0.0,6,0.0,comparable,2025-01-17T00:00:00,2025-01-17,18,2,0.0,2025-01-17T01:00:00,False
2025-01-16T18:00:00,2025-01-17T02:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-17T01:00:00,2025-01-17,18,2,0.0,2025-01-17T02:00:00,False
2025-01-16T18:00:00,2025-01-17T03:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-17T02:00:00,2025-01-17,18,2,0.0,2025-01-17T03:00:00,False
2025-01-16T18:00:00,2025-01-17T04:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-17T03:00:00,2025-01-17,18,2,0.0,2025-01-17T04:00:00,False
2025-01-16T18:00:00,2025-01-17T05:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-17T04:00:00,2025-01-17,18,2,0.0,2025-01-17T05:00:00,False
2025-01-16T18:00:00,2025-01-17T06:00:00,12,0.0,6,0.0,6,0.0108,comparable,2025-01-17T05:00:00,2025-01-17,18,2,-0.0108,2025-01-17T06:00:00,True
2025-01-16T18:00:00,2025-01-17T07:00:00,13,118.4223,6,59.21115,6,23.0788,comparable,2025-01-17T06:00:00,2025-01-17,18,3,36.13235,2025-01-17T07:00:00,True
2025-01-16T18:00:00,2025-01-17T08:00:00,14,1626.8909,6,872.6566000000001,6,1063.9711000000002,comparable,2025-01-17T07:00:00,2025-01-17,18,3,-191.31450000000007,2025-01-17T08:00:00,True
2025-01-16T18:00:00,2025-01-17T09:00:00,15,3057.6012,6,2342.24605,6,2794.3208,comparable,2025-01-17T08:00:00,2025-01-17,18,3,-452.07474999999977,2025-01-17T09:00:00,True
2025-01-16T18:00:00,2025-01-17T10:00:00,16,4684.9391,6,3871.27015,6,4426.523516666666,comparable,2025-01-17T09:00:00,2025-01-17,18,3,-555.2533666666664,2025-01-17T10:00:00,True
2025-01-16T18:00:00,2025-01-17T11:00:00,17,5451.9375,6,5068.4383,6,5632.676666666667,comparable,2025-01-17T10:00:00,2025-01-17,18,3,-564.2383666666674,2025-01-17T11:00:00,True
2025-01-16T18:00:00,2025-01-17T12:00:00,18,5657.6137,6,5554.7756,6,5739.061949999999,comparable,2025-01-17T11:00:00,2025-01-17,18,3,-184.2863499999994,2025-01-17T12:00:00,True
2025-01-16T18:00:00,2025-01-17T13:00:00,19,5638.517,6,5648.06535,6,5808.38695,comparable,2025-01-17T12:00:00,2025-01-17,18,4,-160.32160000000022,2025-01-17T13:00:00,True
2025-01-16T18:00:00,2025-01-17T14:00:00,20,5391.5883,6,5515.0526500000005,6,5240.66705,comparable,2025-01-17T13:00:00,2025-01-17,18,4,274.3856000000005,2025-01-17T14:00:00,True
2025-01-16T18:00:00,2025-01-17T15:00:00,21,4009.3902,6,4700.4892500000005,6,4144.010916666666,comparable,2025-01-17T14:00:00,2025-01-17,18,4,556.4783333333344,2025-01-17T15:00:00,True
2025-01-16T18:00:00,2025-01-17T16:00:00,22,2012.0761,6,3010.73315,6,2510.4232166666666,comparable,2025-01-17T15:00:00,2025-01-17,18,4,500.30993333333345,2025-01-17T16:00:00,True
2025-01-16T18:00:00,2025-01-17T17:00:00,23,147.9196,6,1079.99785,6,800.9417166666667,comparable,2025-01-17T16:00:00,2025-01-17,18,4,279.05613333333326,2025-01-17T17:00:00,True
2025-01-16T18:00:00,2025-01-17T18:00:00,24,0.0,6,73.9598,6,2.8785333333333334,comparable,2025-01-17T17:00:00,2025-01-17,18,4,71.08126666666666,2025-01-17T18:00:00,True
2025-01-17T00:00:00,2025-01-17T01:00:00,1,0.0,6,0.0,6,0.0,comparable,2025-01-17T00:00:00,2025-01-17,0,1,0.0,2025-01-17T01:00:00,False
2025-01-17T00:00:00,2025-01-17T02:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-17T01:00:00,2025-01-17,0,1,0.0,2025-01-17T02:00:00,False
