date,B0,B1,P,P_terminal,S_tau,S_terminal,S_joint,S_w14,S_w56,S_no_inventory,P_floor,P_B1,P_B1_floor,S_joint_saving_vs_B0,S_joint_saving_vs_B1,S_joint_saving_vs_P,S_joint_saving_vs_P_terminal,S_joint_saving_vs_P_floor,P_B1_floor_saving_vs_B0,P_B1_floor_saving_vs_B1,P_B1_floor_saving_vs_P,P_B1_floor_saving_vs_P_terminal,P_B1_floor_saving_vs_P_floor
2025-04-10,40397.48093225753,41570.044487914216,38877.01231736666,38636.019233809566,37398.993142969855,38690.21280368147,37212.19362928467,38690.21280368147,37365.84788320532,37380.27686235848,38690.21280368147,42084.94333939714,41857.39716173184,3185.287302972858,4357.850858629543,1664.8186880819849,1423.8256045248927,1478.0191743967953,-1459.9162294743073,-287.3526738176224,-2980.3848443651805,-3221.3779279222726,-3167.18435805037
2025-04-11,19190.941743549087,13798.833052416874,15422.274684543163,14750.469667614454,14393.657188601343,14540.052944930263,13861.489287546812,13784.349316034035,14113.248807189699,13925.844003244203,14540.052944930263,15538.26079643833,14758.17745437916,5329.452456002275,-62.65623512993807,1560.7853969963508,888.9803800676418,678.5636573834508,4432.764289169927,-959.3444019622857,664.0972301640031,-7.707786764705816,-218.1245094488968
2025-04-12,15030.047271832907,13523.876607862245,15836.642337833046,15286.532294263541,14762.737994571155,15132.52756165806,14244.050052430084,14261.988057482862,14699.92550801092,14261.988057482862,15132.52756165806,15215.731004823665,14406.701410777952,785.9972194028232,-720.1734445678394,1592.5922854029614,1042.482241833457,888.477509227976,623.3458610549551,-882.8248029157076,1429.9409270550932,879.8308834855889,725.8261508801079
2025-04-13,41328.02213421715,39370.38480472778,37452.63882289538,37026.08409932279,36052.97306741337,37028.6893274017,35737.68750791902,37325.91598348738,37191.536567520314,35926.25022800537,37028.6893274017,38356.175659285494,37948.34537208509,5590.334626298129,3632.6972968087575,1714.9513149763588,1288.396591403769,1291.001819482677,3379.6767621320614,1422.0394326426904,-495.7065491897083,-922.2612727622982,-919.6560446833901
2025-04-14,38521.12386263687,35777.60174955235,37076.08745834483,36674.87457401095,35816.29737199377,36690.797503466405,35644.34577785497,36690.797503466405,35431.00741711535,35644.34577785497,36690.797503466405,38268.319577822665,37976.73056733196,2876.7780847819013,133.2559716973774,1431.7416804898603,1030.5287961559807,1046.451725611434,544.3932953049152,-2199.1288177796087,-900.6431089871257,-1301.8559933210054,-1285.933063865552
2025-04-15,36892.28827504448,39971.63149350612,37823.17267162331,37597.53270765592,36469.19771457996,37565.64039683202,36337.680549051314,37565.64039683202,36337.680549051314,36337.680549051314,37565.64039683202,37337.20064188514,37111.443499220244,554.6077259931626,3633.950944454802,1485.4921225719954,1259.8521586046045,1227.9598477807085,-219.15522417576722,2860.1879942858723,711.7291724030656,486.08920843567466,454.1968976117787
2025-04-16,49615.73453319371,61841.82479441071,37268.63478002356,36852.72368144109,35952.24060024541,36832.088398173895,35646.407088578984,36832.088398173895,35646.407088578984,35646.407088578984,36832.088398173895,36756.31429037804,36372.19025017211,13969.327444614726,26195.41770583173,1622.2276914445756,1206.3165928621092,1185.681309594911,13243.544283021598,25469.6345442386,896.4445298514474,480.5334312689811,459.89814800178283
2025-04-17,38909.10094965548,37587.19065909078,37120.4839367098,36840.059710953916,35816.07865627666,36802.75393951055,35716.25759981753,35498.348659077405,35716.25759981753,35716.25759981753,36802.75393951055,39544.63098168958,39257.14715648358,3192.8433498379527,1870.9330592732513,1404.2263368922722,1123.802111136385,1086.496339693018,-348.04620682809764,-1669.956497392799,-2136.663219773778,-2417.0874455296653,-2454.3932169730324
2025-04-18,17020.1099109304,13453.37914978146,14929.118472126645,14308.490148778379,13883.837760858996,14017.07798895073,13587.397443648038,13322.912508266823,13587.397443648038,13094.600818685562,14017.07798895073,15226.044926032002,14335.070427746743,3432.712467282363,-134.01829386657846,1341.721028478607,721.0927051303406,429.6805453026918,2685.0394831836584,-881.691277965283,594.0480443799024,-26.580278968363928,-317.9924387960127
2025-04-19,18466.092116284493,13612.108294053263,14589.401760494935,13883.645056461412,13544.653074697797,13537.843633818951,13113.631626673288,12525.403730829112,13113.631626673288,12776.692754979684,13537.843633818951,14576.237261296996,13425.464577414392,5352.460489611205,498.47666737997497,1475.7701338216466,770.0134297881232,424.21200714566294,5040.6275388701015,186.6437166388714,1163.937183080543,458.1804790470196,112.37905640455938
2025-04-20,37107.507195670965,34647.878657122514,36555.34396559741,36174.716727849176,35117.53745070251,36191.86512850977,34942.45401152264,35088.03630474251,34942.45401152264,35088.03630474251,36191.86512850977,37375.59997428365,36952.33450015332,2165.0531841483244,-294.57535440012725,1612.8899540747661,1232.2627163265352,1249.4111169871321,155.17269551764184,-2304.45584303081,-396.9905345559164,-777.6177723041474,-760.4693716435504
2025-04-21,36867.76263121574,33905.511004192005,36693.86579974701,36234.339301815795,35363.78327707143,36210.306837823344,35052.35129424278,35052.35129424278,35052.35129424278,35052.35129424278,36210.306837823344,37832.50002309553,37421.96387257687,1815.4113369729603,-1146.8402900507717,1641.5145055042303,1181.988007573018,1157.9555435805669,-554.2012413611301,-3516.452868384862,-728.09807282986,-1187.6245707610724,-1211.6570347535235
2025-04-22,40344.5785564951,57136.557083767126,36061.57259669392,35748.294992119925,34739.78345130446,35776.52035798473,34626.99620774041,34626.99620774041,34626.99620774041,34626.99620774041,35776.52035798473,34492.581347889536,34244.9038489149,5717.582348754688,22509.560876026713,1434.5763889535083,1121.2987843795127,1149.5241502443168,6099.674707580198,22891.653234852223,1816.6687477790183,1503.3911432050227,1531.6165090698269
2025-04-23,35876.63554378735,33218.22058795795,36401.12079853009,36079.31422180363,35080.08919930595,36098.444624751035,34935.91084423418,34935.91084423418,34935.91084423418,34935.91084423418,36098.444624751035,37201.14121918002,36928.73436573909,940.7246995531677,-1717.6902562762334,1465.2099542959113,1143.403377569448,1162.5337805168529,-1052.0988219517385,-3710.5137777811397,-527.6135672089949,-849.4201439354583,-830.2897409880534
2025-04-24,37473.36600943803,34113.23190156646,35821.54847009562,35378.16738368217,34542.223309724526,35354.99628865468,34208.92926837134,33218.076878278465,34208.92926837134,34208.92926837134,35354.99628865468,36418.4541930764,35983.317970812364,3264.436741066689,-95.69736680488131,1612.6192017242793,1169.238115310829,1146.0670202833353,1490.0480386256677,-1870.0860692459028,-161.7695007167422,-605.1505871301924,-628.3216821576862
2025-04-25,17773.06973080765,12899.916594157681,13684.471234242203,13088.911625166726,13332.412940644206,12804.699968214823,12730.474678582976,13314.555138979704,12813.95051086287,13235.189048208966,12804.699968214823,13883.098950544665,12988.64195843759,5042.595052224673,169.4419155747055,953.9965556592269,358.4369465837499,74.22528963184777,4784.427772370058,-88.72536427990963,695.8292758046118,100.26966672913477,-183.94199022276734
2025-04-26,18548.091768062543,15175.484156320152,13860.988392529667,13424.080549214006,14195.23778653006,13223.132453850703,13922.685619730613,13941.274061172975,12935.026702657284,13941.274061172975,13223.132453850703,13675.487094074333,12860.242734158775,4625.406148331929,1252.7985365895383,-61.697227200946145,-498.60507051660716,-699.55316587991,5687.849033903767,2315.2414221613762,1000.7456583708918,563.8378150552307,362.8897196919279
2025-04-27,42187.91625278912,41012.51639024902,37585.718157949435,37402.17703683251,39055.117795196056,37441.67455580503,39116.65951079168,39116.65951079168,39116.65951079168,39116.65951079168,37441.67455580503,33780.45772129638,33653.0862305119,3071.2567419974366,1895.8568794573366,-1530.9413528422447,-1714.4824739591713,-1674.9849549866485,8534.830022277216,7359.430159737116,3932.6319274375346,3749.090806320608,3788.5883252931308
2025-04-28,75946.03353142565,70595.65943420232,54818.971378473674,54642.926126589446,63829.56679767196,54627.699968182256,63746.83485919279,63871.58930002139,63746.83485919279,63746.83485919279,54627.699968182256,40232.77359455453,40048.84095366423,12199.198672232858,6848.824575009523,-8927.86348071912,-9103.908732603348,-9119.134891010537,35897.19257776142,30546.818480538088,14770.130424809446,14594.085172925217,14578.859014518028
2025-04-29,40347.298062828726,38492.5785636167,36076.17460642023,35849.142029916,36052.193265097834,35837.309407809065,35904.53664025671,36929.557169085936,37068.923946596195,35904.53664025671,35837.309407809065,40310.51639492695,40087.47025235858,4442.761422572017,2588.0419233599896,171.63796616352192,-55.394610340707004,-67.22723244764347,259.8278104701458,-1594.8916887418818,-4011.2956459383495,-4238.328222442578,-4250.160844549515
2025-04-30,35325.95588690597,32808.34714635861,34825.39339492024,34503.24543032916,34825.39339492024,34491.66480311676,34491.66480311676,34563.64179111823,33283.39108580626,34491.66480311676,34491.66480311676,35375.23681339058,34995.133116055615,834.2910837892123,-1683.3176567581468,333.72859180348314,11.58062721240276,0.0,330.8227708503546,-2186.7859696970045,-169.73972113537457,-491.88768572645495,-503.4683129388577
2025-05-01,54082.51121474499,53225.82640179827,43943.61609674506,43726.2798108931,44975.37984597784,44988.998199651855,46222.212170195104,46222.212170195104,46347.25884496191,46222.212170195104,44988.998199651855,47365.818508701544,48427.40464226163,7860.299044549887,7003.614231603169,-2278.5960734500404,-2495.9323593020017,-1233.2139705432492,5655.106572483361,4798.421759536643,-4483.788545516567,-4701.124831368528,-3438.4064426097757
2025-05-02,35943.79221865131,27498.260237222097,22457.028130702573,22413.827244589265,25515.618138172264,22852.411912946063,26070.212911167953,26070.212911167953,26070.212911167953,26075.817754628253,22868.616086372258,22597.327481971777,22744.62596040063,9873.579307483356,1428.047326054144,-3613.1847804653808,-3656.385666578688,-3201.5968247956953,13199.16625825068,4753.634276821467,-287.59782969805747,-330.7987158113647,123.990125971628
2025-05-03,28782.92084646238,22027.734686523214,19305.13245700752,19153.878391923117,20441.767266635667,18822.855448994702,20213.7310759882,18822.855448994702,20213.7310759882,21740.40771390549,18822.855448994702,20117.56078918909,19762.742929941258,8569.189770474182,1814.0036105350155,-908.598618980679,-1059.8526840650811,-1390.8756269934966,9020.177916521123,2264.991756581956,-457.6104729337385,-608.8645380181406,-939.887480946556
2025-05-04,47234.97292914565,45280.43590565901,40923.28498613305,40943.53468050417,40922.41915021417,41273.65198954341,41281.95946689025,40547.059522501004,42071.88469160344,41281.95946689025,41280.1458478675,44338.02812205567,45038.010042252456,5953.013462255403,3998.476438768761,-358.6744807572031,-338.4247863860801,-1.8136190227523912,2196.9628868931977,242.42586340655544,-4114.725056119409,-4094.4753617482856,-3757.864194384958
2025-05-05,59420.30331806866,67929.40970088649,41685.36745595242,41733.42343601246,41684.501620033545,41983.976825692305,41983.976825692305,40028.83377378788,43329.766586853824,42067.426265223956,42067.426265223956,43843.18802237568,44486.741351234705,17436.326492376356,25945.432875194187,-298.6093697398828,-250.55338967984426,83.44943953165057,14933.561966833957,23442.668349651787,-2801.3738952822823,-2753.3179152222438,-2419.315086010749
2025-05-06,51816.27463916554,46371.858692788795,40099.901175670835,40181.26854067433,40099.1117206194,40969.72767355734,40969.72767355734,38879.038918247,42151.93230594725,40996.23872071964,40996.23872071964,43088.49951153092,44173.78292026974,10846.546965608199,5402.131019231456,-869.8264978865045,-788.4591328830065,26.511047162297473,7642.491718895799,2198.075772519056,-4073.8817445989043,-3992.5143795954064,-3177.5441995501023
2025-05-07,60877.083023915184,62787.403535180405,43336.652690530165,43521.57052955788,43335.988530023606,43728.48206265739,43728.48206265739,40755.077596194125,46448.24700942627,43728.48206265739,43728.48206265739,46715.96539062624,47310.84534820846,17148.60096125779,19058.921472523012,-391.82937212722754,-206.91153309951187,0.0,13566.237675706725,15476.558186971946,-3974.1926576782935,-3789.274818650578,-3582.363285551066
2025-05-08,47587.9726461035,46034.80494631076,40561.29183412148,40589.1050404041,40560.627673614916,40637.80639509074,40637.80639509074,42696.20540687583,38966.92107692878,40586.336978269566,40586.336978269566,41429.59841336419,41451.110434411705,6950.166251012764,5396.998551220022,-76.5145609692554,-48.70135468663648,-51.46941682117176,6136.862211691798,4583.694511899055,-889.8186002902221,-862.0053940076032,-864.7734561421385
2025-05-09,19620.19117899994,17826.49510658061,17668.834680638804,16837.663729031854,17647.268811459762,16335.669547645024,16335.669547645024,17444.304074937496,15617.494806971532,16390.58582887769,16390.58582887769,17020.56754392643,15926.658858559664,3284.5216313549154,1490.825558935585,1333.1651329937795,501.99418138682995,54.916281232666734,3693.5323204402757,1899.8362480209453,1742.1758220791398,911.0048704721903,463.9269703180271
2025-05-10,16497.713023095555,14561.906825082913,17845.105152590593,16782.05340374114,17845.105152590593,16324.584501366138,16324.584501366138,17366.898371379895,15595.795303994197,16324.584501366138,16324.584501366138,17840.393255133662,16359.322429787968,173.12852172941712,-1762.677676283225,1520.520651224455,457.4689023750034,0.0,138.39059330758755,-1797.4156047050546,1485.7827228026254,422.7309739531738,-34.737928421829565
2025-05-11,44236.4593220789,39573.21132988759,40839.58821233835,40000.76841009061,40839.58821233835,39997.216356529956,39997.216356529956,41889.30293588274,38647.97797919823,39997.216356529956,39997.216356529956,43692.64547317887,42918.21048768568,4239.242965548947,-424.0050266423641,842.3718558083929,3.5520535606556223,0.0,1318.24883439322,-3344.999157798091,-2078.622275347334,-2917.442077595071,-2920.994131155727
2025-05-12,37884.10406812469,40397.55365801249,40970.12454515225,40200.9151376914,40970.12454515225,40065.92134973118,40065.92134973118,42227.47618931075,38540.991542259464,40065.92134973118,40065.92134973118,41224.76160236587,40555.51812983706,-2181.8172816064907,331.63230828131054,904.2031954210688,134.9937879602221,0.0,-2671.4140617123703,-157.96447182456905,414.6064153151892,-354.6029921456575,-489.5967801058796
2025-05-13,36408.829677791204,45747.745041381815,40763.469185544556,39948.91669765901,40763.469185544556,39849.308555591335,39849.308555591335,41956.04458957475,38316.53604753556,39849.308555591335,39849.308555591335,39701.49613956477,38934.45267768344,-3440.478877800131,5898.43648579048,914.1606299532214,99.60814206767827,0.0,-2525.6229998922354,6813.292363698376,1829.0165078611171,1014.464019975574,914.8558779078958
2025-05-14,36913.79925483841,35956.49737139068,41052.3336035953,40359.98405316146,41052.3336035953,40157.481351101065,40157.481351101065,42259.15835898062,38625.204159699526,40157.481351101065,40157.481351101065,40605.24512894657,39802.188005300275,-3243.6820962626516,-4200.983979710385,894.8522524942382,202.50270206039568,0.0,-2888.3887504618615,-3845.690633909595,1250.1455982950283,557.7960478611858,355.2933458007901
2025-05-15,36140.52473318226,41013.926135014015,40281.11418037451,39495.843864065464,40281.11418037451,39384.80351376395,39384.80351376395,41491.83231813424,37844.65369746602,39384.80351376395,39384.80351376395,39742.870041941715,38947.633278013935,-3244.2787805816915,1629.1226212500624,896.3106666105596,111.04035030151135,0.0,-2807.1085448316735,2066.2928570000804,1333.4809023605776,548.2105860515294,437.17023575001804
2025-05-16,17567.692581694653,13978.398549117363,16834.754711255224,15701.627656012472,16834.754711255224,15256.25309301028,15256.25309301028,16347.974847277368,14521.496875025505,15256.25309301028,15256.25309301028,17442.533572755667,15942.833298090793,2311.439488684373,-1277.8545438929177,1578.5016182449435,445.3745630021913,0.0,1624.8592836038606,-1964.43474897343,891.9214131644312,-241.20564207832103,-686.5802050805123
2025-05-17,20395.620105534887,18915.762093106314,17268.211008773465,16479.369100619195,17268.211008773465,16165.000867261295,16165.000867261295,17199.673270908803,15771.003117181035,16165.000867261295,16165.000867261295,16910.117335759332,15727.472579497851,4230.619238273592,2750.761225845019,1103.2101415121706,314.36823335789995,0.0,4668.147526037035,3188.2895136084626,1540.7384292756142,751.8965211213435,437.5282877634436
2025-05-18,40702.52537801696,36103.51381866296,39621.07372395996,38946.00097246658,39621.07372395996,38884.4377326365,38884.4377326365,36754.607966267395,37148.69734642891,38884.4377326365,38884.4377326365,42168.25005994722,41487.29707709655,1818.0876453804594,-2780.9239139735364,736.6359913234628,61.56323983008042,0.0,-784.7716990795889,-5383.783258433585,-1866.2233531365855,-2541.296104629968,-2602.8593444600483
2025-05-19,36600.22970336027,36199.49659721537,39442.02044816045,38544.61156862684,39442.02044816045,38415.09258895964,38415.09258895964,36903.94959140868,36903.94959140868,38415.09258895964,38415.09258895964,40468.17154368334,39642.841811330676,-1814.8628855993666,-2215.595991744267,1026.9278592008122,129.51897966719844,0.0,-3042.6121079704026,-3443.345214115303,-200.82136317022378,-1098.2302427038376,-1227.749222371036
2025-05-20,49267.71728698004,66867.78286961168,38770.743884602,38224.145563304024,38770.743884602,38135.21737867754,38135.21737867754,37059.780506243405,36651.06704116778,38135.21737867754,38135.21737867754,37322.99816809921,36764.321162011096,11132.499908302503,28732.56549093414,635.526505924463,88.92818462648574,0.0,12503.396124968946,30103.46170760058,2006.4227225909053,1459.824401292928,1370.8962166664423
2025-05-21,39032.58226095835,38756.77517243916,38986.636237415405,38395.99760832817,38986.636237415405,38366.389713776865,38366.389713776865,36394.71679040958,36845.94268139864,38366.389713776865,38366.389713776865,41044.30881568273,40517.16356187066,666.192547181483,390.38545866229106,620.2465236385397,29.607894551307254,0.0,-1484.5813009123085,-1760.3883894315004,-1530.5273244552518,-2121.165953542484,-2150.7738480937915
2025-05-22,37919.18420401748,37813.21094525068,38276.038194722685,37662.38877207613,38276.038194722685,37581.71570715005,37581.71570715005,36055.64298357525,36055.64298357525,37581.71570715005,37581.71570715005,39065.037943163836,38456.062753517544,337.4684968674337,231.49523810062965,694.3224875726373,80.67306492607895,0.0,-536.878549500063,-642.851808266867,-180.02455879485933,-793.6739814414177,-874.3470463674967
2025-05-23,19486.643543402097,16183.114117847672,16555.333419521936,15562.762850452458,16555.333419521936,15123.378412370947,15123.378412370947,17170.823435133694,15515.42152816953,15123.378412370947,15123.378412370947,17122.764319997666,15776.779085319764,4363.26513103115,1059.7357054767253,1431.9550071509893,439.3844380815117,0.0,3709.864458082333,406.33503252790797,778.554334202172,-214.01623486730568,-653.4006729488174
2025-05-24,15840.131562956802,13987.610869340584,17273.620139774936,16241.95297999277,17273.620139774936,15811.764060298829,15811.764060298829,15364.340476494719,15226.013152918495,15811.764060298829,15811.764060298829,17404.485413556333,15858.409860542364,28.36750265797309,-1824.1531909582445,1461.856079476107,430.188919693941,0.0,-18.27829758556254,-1870.7989912017802,1415.2102792325713,383.54311945040536,-46.64580024353563
2025-05-25,36680.08347072235,38744.65102661359,38518.735659785525,37640.628118733955,38518.735659785525,37525.11216858708,37525.11216858708,34710.44165183077,36075.59167634864,37525.11216858708,37525.11216858708,38168.7217716028,37177.75231574181,-845.0286978647346,1219.5388580265062,993.6234911984429,115.51595014687337,0.0,-497.66884501946333,1566.8987108717774,1340.9833440437142,462.8758029921446,347.35985284527123
2025-05-26,60974.84095231872,68548.75020462471,37796.980969747216,37055.5659274626,37796.980969747216,36927.54948995354,36927.54948995354,49856.24206625089,39933.25089563541,36927.54948995354,36927.54948995354,37464.64244778015,36781.82812662696,24047.29146236518,31621.20071467117,869.431479793675,128.01643750906078,0.0,24193.01282569176,31766.922077997748,1015.1528431202532,273.73780083563906,145.72136332657828
2025-05-27,33833.048884093565,35832.53083731905,38636.15306732878,37857.84328823002,37029.57236636231,37780.6165478546,37780.6165478546,36835.1344394826,37019.792387310365,36174.03584688813,37780.6165478546,41531.563380535124,40781.23314028727,-3947.5676637610377,-1948.0857105355535,855.5365194741753,77.22674037541583,0.0,-6948.184256193708,-4948.702302968224,-2145.0800729584953,-2923.3898520572548,-3000.6165924326706
2025-05-28,45114.31729408542,50826.1698909523,38092.037283944686,37401.34395925453,36503.95831813524,37312.950530314585,37312.950530314585,35908.332136877856,35594.35581720724,35908.332136877856,37312.950530314585,38056.25912292178,37301.55581984793,7801.366763770835,13513.219360637711,779.0867536301012,88.39342893994763,0.0,7812.7614742374935,13524.61407110437,790.4814640967597,99.7881394066062,11.39471046665858
2025-05-29,56986.70057437797,49049.671146001456,37962.30458728059,37184.70418854679,36258.431839039076,37090.51347869636,37090.51347869636,35576.6417683918,35576.6417683918,35576.6417683918,37090.51347869636,39579.24644299517,38746.971175583094,19896.187095681606,11959.157667305095,871.7911085842279,94.19070985043072,0.0,18239.729398794872,10302.699970418362,-784.6665883025053,-1562.2669870363025,-1656.4576968867332
2025-05-30,18680.70059060491,15672.295451634942,16297.658923610623,15477.398557684095,15466.900321675721,14993.830622077916,14993.830622077916,13886.979984240746,14811.915299477347,14417.535117898624,14993.830622077916,16903.228211151334,15671.03068300663,3686.869968526993,678.464829557026,1303.828301532707,483.56793560617916,0.0,3009.6699075982797,1.264768628312595,626.6282406039936,-193.6321253225342,-677.2000609287134
2025-05-31,18055.9595211281,15551.475223853178,16421.71915608172,15424.06878469797,16216.774593974971,15062.864615945151,15062.864615945151,15486.123453563887,14143.512356081726,14507.802913883987,15062.864615945151,17273.351424622997,15814.64243127852,2993.0949051829502,488.6106079080273,1358.8545401365682,361.2041687528199,0.0,2241.317089849581,-263.167207425342,607.0767248031989,-390.5736465805494,-751.7778153333693
2025-06-01,130032.75691811899,123526.6799707126,104130.06854597744,103386.22284525076,113578.12344865479,104647.70662647087,114251.43570841866,114629.00487811623,114409.18823630008,114409.18823630008,104647.70662647087,87995.76694727944,88528.96677608696,15781.321209700327,9275.244262293942,-10121.367162441224,-10865.212863167908,-9603.729081947793,41503.79014203203,34997.71319462564,15601.101769890476,14857.256069163792,16118.739850383907
2025-06-02,119030.73412106931,88233.0309390183,84607.67182451271,84719.37642204008,96717.7481400217,85930.55322812352,98083.81746452561,98083.81746452561,98083.81746452561,98083.81746452561,85930.55322812352,63959.11087218066,65845.79519768817,20946.916656543704,-9850.786525507312,-13476.145640012895,-13364.44104248553,-12153.264236402087,53184.93892338114,22387.23574133012,18761.876626824538,18873.581224351903,20084.758030435347
2025-06-03,105207.41266160717,79182.15253992687,65983.82850662018,66065.81190041793,79668.0604117081,66501.72462904167,80459.19743072541,50332.73709980039,80459.19743072541,80459.19743072541,66501.72462904167,53239.12681811686,54563.72097799048,24748.21523088176,-1277.044890798541,-14475.368924105234,-14393.385530307482,-13957.472801683747,50643.69168361669,24618.43156193639,11420.107528629698,11502.090922427451,11938.003651051185
2025-06-04,105527.9726519783,90811.79848822915,61470.320564055946,61465.57739797185,76862.44662473365,62148.79384133588,62148.79384133588,48924.86095718031,62148.79384133588,77954.44946560184,62148.79384133588,55783.77124869097,57434.492053728776,43379.17881064242,28663.00464689327,-678.4732772799325,-683.2164433640282,0.0,48093.48059824952,33377.30643450037,4035.82851032717,4031.0853442430744,4714.301787607103
2025-06-05,106561.97625988915,92409.77738045645,60530.11113910237,60729.57007154374,60531.52991791641,62097.21317436274,62097.21317436274,50683.97565297186,62097.21317436274,62097.21317436274,62097.21317436274,55807.16144554032,58028.46332929418,44464.763085526414,30312.56420609371,-1567.1020352603664,-1367.6431028189982,0.0,48533.512930594974,34381.31405116227,2501.6478098081934,2701.1067422495616,4068.74984506856
2025-06-06,57499.76353011182,58695.70238184345,40226.699694470626,40396.80640105483,29394.7061099341,40961.836315985085,29291.465487016038,29291.465487016038,40961.836315985085,40961.836315985085,40961.836315985085,38597.91180805811,39549.36480860352,28208.298043095783,29404.236894827416,10935.234207454589,11105.340914038796,11670.370828969048,17950.398721508303,19146.337573239936,677.3348858671088,847.441592451316,1412.4715073815678
2025-06-07,46058.49995830778,42591.33457011907,26035.552574581947,26194.94803668078,21758.796499940927,26351.799206577307,21528.89126734234,21528.89126734234,26351.799206577307,21529.150420079623,26351.799206577307,27012.129445837712,27948.608637288697,24529.60869096544,21062.44330277673,4506.661307239607,4666.05676933844,4822.907939234967,18109.891321019084,14642.725932830373,-1913.0560627067498,-1753.6606006079164,-1596.8094307113897
2025-06-08,47936.90554804186,50760.187515978425,56318.5199436659,56387.0859691347,56317.19191824926,56391.81442843272,56372.145478074555,60583.4778167895,56391.81442843272,56159.349225197766,56343.57994559945,59092.22983817937,59121.34086741419,-8435.239930032694,-5611.95796209613,-53.62553440865304,14.940491060144268,-28.56553247510601,-11184.43531937233,-8361.153351435765,-2802.820923748288,-2734.2548982794906,-2777.760921814741
2025-06-09,51400.64672226456,84740.758826237,55504.299702210235,54382.30113577824,55505.09392763209,54123.1367455196,53936.325232493975,58201.1680575097,54123.1367455196,54176.79588902912,54176.79588902912,50576.9162581633,49616.21685455895,-2535.678510229416,30804.433593743022,1567.9744697162605,445.97590328426304,240.47065653514437,1784.4298677056067,35124.541971678045,5888.082847651283,4766.084281219286,4560.579034470167
2025-06-10,47784.801740844494,52925.65247304174,55762.23141236109,54896.028948161154,55777.44428554673,54712.75293127016,54712.75293127016,58744.795846570014,54712.75293127016,54712.75293127016,54712.75293127016,55347.48211041413,54413.55965744789,-6927.951190425665,-1787.1004582284222,1049.4784810909332,183.27601689099538,0.0,-6628.7579166033975,-1487.9071844061546,1348.6717549132009,482.46929071326304,299.19327382226766
2025-06-11,73625.5874009319,74950.23235818889,56825.96121955133,55935.81227050262,56825.96121955133,55836.65778538466,55836.65778538466,59068.88980490368,55836.65778538466,55836.65778538466,55836.65778538466,56543.530820478794,55615.06498677538,17788.929615547233,19113.57457280423,989.3034341666717,99.15448511795694,0.0,18010.522414156512,19335.16737141351,1210.896232775951,320.7472837272362,221.59279860927927
2025-06-12,51647.17201908367,50585.75983038083,57270.166371579246,56293.293334883936,57270.166371579246,56166.67907889716,56166.67907889716,60248.112977156066,56166.67907889716,56166.67907889716,56166.67907889716,59823.17858469033,58785.43418355725,-4519.507059813492,-5580.919248516329,1103.4872926820826,126.61425598677306,0.0,-7138.262164473577,-8199.674353176415,-1515.267811978003,-2492.1408486733126,-2618.7551046600856
2025-06-13,23116.414824062667,20910.980735981426,25969.223060138618,24697.53411578707,25969.223060138618,24291.068525562103,28000.828984992262,27520.359167326435,24291.068525562103,24291.068525562103,24291.068525562103,25576.480558794923,23870.634995565688,-4884.414160929595,-7089.848249010836,-2031.605924853644,-3303.2948692051905,-3709.7604594301592,-754.2201715030205,-2959.654259584262,2098.5880645729303,826.8991202213838,420.433529996415
2025-06-14,20135.807494831126,20317.09848002158,25937.854104363898,24716.017039569186,25937.854104363898,24380.36850116264,27644.67691203074,27644.67691203074,24380.36850116264,24380.36850116264,24380.36850116264,26406.846481713088,24812.15152467719,-7508.869417199614,-7327.578432009159,-1706.822807666842,-2928.659872461554,-3264.3084108680996,-4676.344029846063,-4495.053044655608,1125.7025796867092,-96.13448510800299,-431.7830235145484
2025-06-15,48781.934996823235,50158.43426759543,56463.399154676794,55337.1540859633,56463.399154676794,55244.89679858769,54931.134965894526,59492.7942324563,55244.89679858769,55244.89679858769,55244.89679858769,55790.27472341825,54650.47131842024,-6149.199969071291,-4772.700698299093,1532.2641887822683,406.01912006877683,313.76183269316243,-5868.5363215970065,-4492.037050824809,1812.9278362565528,686.6827675430613,594.425480167447
2025-06-16,50112.03526415229,61558.25223384339,57077.02213208357,55762.012579835486,57077.02213208357,55522.284909441885,55522.284909441885,59607.65066524006,55522.284909441885,55522.284909441885,55522.284909441885,55461.68942764735,54223.76150574187,-5410.249645289594,6035.967324401507,1554.7372226416846,239.72767039360042,0.0,-4111.726241589582,7334.4907281015185,2853.2606263416965,1538.2510740936123,1298.5234037000118
2025-06-17,60970.54724358945,64376.78383524712,56726.983598915256,55681.91708479659,56726.983598915256,55497.66132895348,55497.66132895348,59510.28135715174,55497.66132895348,55497.66132895348,55497.66132895348,56507.07898596496,55315.147919350886,5472.885914635968,8879.122506293643,1229.3222699617763,184.25575584310718,0.0,5655.399324238562,9061.635915896237,1411.8356795643704,366.7691654457012,182.51340960259404
2025-06-18,48923.71434758605,50338.15448009584,57560.12315839927,56695.24342834472,57560.12315839927,56578.17884410423,56578.17884410423,56105.47625006096,56578.17884410423,56578.17884410423,56578.17884410423,58492.78820808036,57522.225143887765,-7654.46449651818,-6240.024364008386,981.9443142950404,117.06458424049197,0.0,-8598.510796301714,-7184.070663791921,37.89801451150561,-826.9817155430428,-944.0462997835348
